country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SI	Slovenia	central_slovenia_statistical_region	Central Slovenia Statistical Region	2266	518	1944259	681110	13338	1112
SI	Slovenia	drava_statistical_region	Drava Statistical Region	1896	429	655199	214426	3678	286
SI	Slovenia	savinja_statistical_region	Savinja Statistical Region	1732	380	273893	89809	1836	132
SI	Slovenia	coastal_karst_statistical_region	Coastal–Karst Statistical Region	1731	382	132331	38647	923	24
SI	Slovenia	upper_carniola_statistical_region	Upper Carniola Statistical Region	1742	386	108397	37232	554	59
SI	Slovenia	southeast_slovenia_statistical_region	Southeast Slovenia Statistical Region	1584	336	104140	31218	498	38
SI	Slovenia	goriska_statistical_region	Goriška Statistical Region	1657	360	85541	25644	1100	21
SI	Slovenia	mura_statistical_region	Mura Statistical Region	1592	337	56243	17904	532	27
SI	Slovenia	carinthia_statistical_region	Carinthia Statistical Region	1453	299	46509	15067	469	12
SI	Slovenia	littoral_inner_carniola_statistical_region	Littoral–Inner Carniola Statistical Region	1327	264	25184	8527	324	3
SI	Slovenia	lower_sava_statistical_region	Lower Sava Statistical Region	1430	291	20264	7436	105	9
SI	Slovenia	central_sava_statistical_region	Central Sava Statistical Region	1333	257	7135	2409	55	3
