advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sosialidemokraatit SDP		108945982480217	Facebook	w015	Week 15	FI	Finland	112	1	5890084	2330453	38752	9473
Vihreät - De Gröna		33722070600	Facebook	w015	Week 15	FI	Finland	36	1	1292400	533976	6505	2086
Keskusta	Suomen Keskusta	55312855747	Facebook	w015	Week 15	FI	Finland	31	1	1171534	284602	5239	599
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	w015	Week 15	FI	Finland	14	1	748798	274448	6774	1594
Viite - Tieteen ja teknologian vihreät		73631194779	Facebook	w015	Week 15	FI	Finland	2	1	379815	150926	473	74
European Parliament		178362315106	Facebook	w015	Week 15	FI	Finland	29	1	359613	115376	3478	890
Finlands svenska socialdemokrater - FSD		174819292560785	Facebook	w015	Week 15	FI	Finland	9	1	246147	53013	1321	183
Kokoomus	Kokoomus	201285237101	Facebook	w015	Week 15	FI	Finland	135	1	224016	39510	11753	157
Svensk Ungdom - RKP-nuoret		172659206933	Facebook	w015	Week 15	FI	Finland	10	1	202243	55266	969	0
Liike Nyt		194677504471503	Facebook	w015	Week 15	FI	Finland	6	1	174994	41000	2594	500
Amanda Pasanen		1590714481237792	Facebook	w015	Week 15	FI	Finland	5	1	174751	63644	2093	815
Sameli Sivonen		466817883509788	Facebook	w015	Week 15	FI	Finland	15	1	151504	37211	2005	287
Vasemmistoliitto		60390955171	Facebook	w015	Week 15	FI	Finland	61	1	142921	29152	2767	196
Ykkösketjuun		2118628725055114	Facebook	w015	Week 15	FI	Finland	3	1	132692	59528	775	155
Veli Paasimaa eduskuntaan		2500363800014955	Facebook	w015	Week 15	FI	Finland	6	1	131738	51000	1521	250
Hanna Holopainen		149856248393583	Facebook	w015	Week 15	FI	Finland	10	1	124988	25140	1251	211
Aleksi Laine		700514280309207	Facebook	w015	Week 15	FI	Finland	3	1	118715	23743	629	98
Lauri Kaira		619118744885450	Facebook	w015	Week 15	FI	Finland	7	1	112993	22000	1493	199
Trendi & Lily		75905184635	Facebook	w015	Week 15	FI	Finland	1	1	107632	53816	268	53
Eeva Kärkkäinen		150370318339649	Facebook	w015	Week 15	FI	Finland	3	1	104997	21000	1096	199
Matias Turkkila eduskuntaan 2019		1214838375280127	Facebook	w015	Week 15	FI	Finland	2	1	103844	36923	1536	769
K-Supermarket		380462231997295	Facebook	w015	Week 15	FI	Finland	6	1	97044	41363	1876	413
Mai Kivelä		696021337144506	Facebook	w015	Week 15	FI	Finland	4	1	90546	18109	1073	289
Eveliina Heinäluoma		1089057291173658	Facebook	w015	Week 15	FI	Finland	2	1	89998	30000	698	140
Iiris Suomela		300395886827434	Facebook	w015	Week 15	FI	Finland	2	1	87498	35000	873	350
Suldaan Said Ahmed aka Musta Leijona		471094846245540	Facebook	w015	Week 15	FI	Finland	2	1	83331	16666	831	166
Henna Partanen		272647342835936	Facebook	w015	Week 15	FI	Finland	2	1	81816	16363	416	63
Ozan Yanar		730847103593100	Facebook	w015	Week 15	FI	Finland	4	1	81665	29166	970	311
Oatly		585888148224935	Facebook	w015	Week 15	FI	Finland	1	1	72702	36351	181	36
Mikko Kiesiläinen		993610757425045	Facebook	w015	Week 15	FI	Finland	2	1	63887	12777	1276	638
Johanna Karjula		460881870610568	Facebook	w015	Week 15	FI	Finland	4	1	62996	14500	366	0
Annina Ruottu Poliitikko	Ruottu Annina Marita	397942560273366	Facebook	w015	Week 15	FI	Finland	2	1	59998	15000	998	200
Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	w015	Week 15	FI	Finland	2	1	59916	14980	887	177
Francis McCarron		392720440768048	Facebook	w015	Week 15	FI	Finland	3	1	59331	11866	135	0
Kommuntorget		920043844692309	Facebook	w015	Week 15	FI	Finland	4	1	58187	11438	390	0
Jaakko Mustakallio		329520117139440	Facebook	w015	Week 15	FI	Finland	9	1	56658	13583	1033	58
Atte Kaleva		293156734202539	Facebook	w015	Week 15	FI	Finland	4	1	55456	12091	174	0
Oras Tynkkynen		23412116818	Facebook	w015	Week 15	FI	Finland	5	1	55115	14023	1236	228
Kokoomusnuoret		28469960111	Facebook	w015	Week 15	FI	Finland	2	1	54998	11000	198	0
Pohjois-Pohjanmaan Vasemmisto		327193342274	Facebook	w015	Week 15	FI	Finland	2	1	54683	10936	545	109
Lasse Miettinen		541595889233206	Facebook	w015	Week 15	FI	Finland	3	1	54471	10728	277	0
Miikka Keränen		126768630726940	Facebook	w015	Week 15	FI	Finland	2	1	54373	10875	185	0
Eero Lehti		148066211906308	Facebook	w015	Week 15	FI	Finland	2	1	53508	21754	401	184
Hanna Sarkkinen		114687075230726	Facebook	w015	Week 15	FI	Finland	2	1	53498	10699	168	0
Seitsemän tähden liike		405858016574184	Facebook	w015	Week 15	FI	Finland	2	1	52082	10416	853	370
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	w015	Week 15	FI	Finland	7	1	51423	13981	916	174
Tarja Filatov - Parempaa politiikkaa		152306521489199	Facebook	w015	Week 15	FI	Finland	2	1	50983	9997	597	99
Antti Häkkänen		1413586768888451	Facebook	w015	Week 15	FI	Finland	1	1	49999	10000	499	100
Sandra Bergqvist		1684264761693515	Facebook	w015	Week 15	FI	Finland	1	1	49998	9999	498	99
Hjälm Heli - vaikuttaa ja välittää		402069276618591	Facebook	w015	Week 15	FI	Finland	1	1	49998	9999	498	99
Tankesmedjan Agenda - Ajatushautomo Agenda		176678846392107	Facebook	w015	Week 15	FI	Finland	1	1	49998	9999	499	99
Mari Holopainen		505419049469417	Facebook	w015	Week 15	FI	Finland	1	1	49998	10000	498	99
Feministinen puolue		246435052396654	Facebook	w015	Week 15	FI	Finland	1	1	49982	9996	98	0
Vihreämpi planeetta		292971488047613	Facebook	w015	Week 15	FI	Finland	10	1	48987	17999	536	212
Vaasan kaupunki - Vasa stad		189316077837221	Facebook	w015	Week 15	FI	Finland	1	1	48492	9698	96	0
Kristillisdemokraatit		157614802920	Facebook	w015	Week 15	FI	Finland	5	1	45974	11990	445	0
Timo Huhtamäki		2161903010535300	Facebook	w015	Week 15	FI	Finland	2	1	45360	21180	403	188
European Greens		141366725876424	Facebook	w015	Week 15	FI	Finland	4	1	41681	8341	416	83
Jarno Strengell eduskuntavaaliehdokas 14.4.2019		307784380044908	Facebook	w015	Week 15	FI	Finland	3	1	41664	11333	439	58
Tanja Vahvelainen kansanedustajaehdokas		653005468206971	Facebook	w015	Week 15	FI	Finland	9	1	40891	12938	725	0
Jasu Markkanen - Eduskuntavaalit 2019		1935883579826096	Facebook	w015	Week 15	FI	Finland	3	1	38997	7666	497	66
Henrik Wickström	Wickström 2019	448116415229902	Facebook	w015	Week 15	FI	Finland	9	1	38748	6865	706	0
Saara Ilvessalo		113016908725865	Facebook	w015	Week 15	FI	Finland	2	1	38483	9696	383	63
Reetta Vanhanen		1504918263070191	Facebook	w015	Week 15	FI	Finland	2	1	35332	7000	382	70
Kialo		729627343834501	Facebook	w015	Week 15	FI	Finland	32	1	34811	10723	388	110
Silvia Modig		181926121838325	Facebook	w015	Week 15	FI	Finland	6	1	32828	13166	432	0
Saara Hyrkkö		250829455020050	Facebook	w015	Week 15	FI	Finland	24	1	32660	9643	850	0
Ville Karinen		472543046111201	Facebook	w015	Week 15	FI	Finland	1	1	31817	6363	63	0
Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	w015	Week 15	FI	Finland	3	1	29992	5998	59	0
Petrus Pennanen		235358769920969	Facebook	w015	Week 15	FI	Finland	2	1	29614	5923	322	53
Anna-Kristiina Mikkonen		271951582974555	Facebook	w015	Week 15	FI	Finland	1	1	29166	5833	291	58
Seppo Kanerva	Skyrocket One	568754850299703	Facebook	w015	Week 15	FI	Finland	1	1	29052	5810	289	58
Stina Wahlsten		247410845719596	Facebook	w015	Week 15	FI	Finland	9	1	26491	4500	841	0
Jenni Pitko		429466253758989	Facebook	w015	Week 15	FI	Finland	2	1	26288	5166	302	51
Kaisa Penny	Kaisa Penny	259256970891807	Facebook	w015	Week 15	FI	Finland	6	1	26051	11190	325	0
European GNSS Agency		128217567344601	Facebook	w015	Week 15	FI	Finland	1	1	24999	12499	124	62
Paul Usvalampi Eduskuntaan		2213501152299740	Facebook	w015	Week 15	FI	Finland	1	1	23332	4666	466	233
Jari Laaksonen Eduskuntaan		260620824875917	Facebook	w015	Week 15	FI	Finland	1	1	23332	4666	232	46
Noora Shingler eduskuntaan		398274724292019	Facebook	w015	Week 15	FI	Finland	1	1	23076	4615	230	46
Alina Heywood		1717265701876643	Facebook	w015	Week 15	FI	Finland	1	1	22828	4565	227	45
Vihreät nuoret		362064961211	Facebook	w015	Week 15	FI	Finland	11	1	22777	3399	909	0
Tiina Haapala kansanedustajaehdokas		388230268408380	Facebook	w015	Week 15	FI	Finland	6	1	20997	4745	316	70
Porin Vasemmisto		180935698653271	Facebook	w015	Week 15	FI	Finland	6	1	20837	9545	362	0
Hilu Toivonen-Alastalo, eduskuntavaaliehdokas, Akaa		413336205664401	Facebook	w015	Week 15	FI	Finland	2	1	20216	4043	250	30
Antti Lindtman		173116522742529	Facebook	w015	Week 15	FI	Finland	4	1	20094	4761	117	0
Elmaci 2019		2292739520955127	Facebook	w015	Week 15	FI	Finland	2	1	19998	10000	198	0
SDP Helsinki		231250833663601	Facebook	w015	Week 15	FI	Finland	2	1	19284	3857	241	28
Veronica Rehn-Kivi		1569608096585241	Facebook	w015	Week 15	FI	Finland	2	1	18693	6738	185	17
Eduskuntavaaliehdokas Jenni Kiiskinen - Ylöjärven vihreät		393205937720831	Facebook	w015	Week 15	FI	Finland	9	1	18645	2759	754	0
Susanna Kisner Eduskuntaan 2019		1569715913292949	Facebook	w015	Week 15	FI	Finland	5	1	18359	6272	376	0
Timo Heinonen - kansanedustaja		271130619606974	Facebook	w015	Week 15	FI	Finland	5	1	18282	7642	739	100
Toimihenkilökeskusjärjestö STTK		265058510180092	Facebook	w015	Week 15	FI	Finland	1	1	18181	3636	161	32
Jari Koskela eduskuntaan		791299894297052	Facebook	w015	Week 15	FI	Finland	1	1	17127	3425	170	34
Give A Vote		2186129244970085	Facebook	w015	Week 15	FI	Finland	2	1	16669	3335	166	33
FDUV		121513551305779	Facebook	w015	Week 15	FI	Finland	1	1	16664	3332	32	0
Raija Virta eduskuntaan		320359505283626	Facebook	w015	Week 15	FI	Finland	4	1	15804	3161	312	0
Eduskuntavaaliehdokas Pasi Huuhtanen		592798497591495	Facebook	w015	Week 15	FI	Finland	3	1	15665	3000	215	30
Senni Martikainen		617885081728247	Facebook	w015	Week 15	FI	Finland	4	1	15532	3482	295	0
Jussi Haavisto eduskuntaan		2227363247498725	Facebook	w015	Week 15	FI	Finland	1	1	13636	2727	136	27
Porvoon Vasemmisto		449437091752029	Facebook	w015	Week 15	FI	Finland	7	1	13620	3297	405	0
Lotta Alhonnoro		897371603607419	Facebook	w015	Week 15	FI	Finland	3	1	13179	2636	261	0
SFP i Helsingfors		106279736072242	Facebook	w015	Week 15	FI	Finland	5	1	13080	2500	305	0
Ramieza Mahdi		268670670234757	Facebook	w015	Week 15	FI	Finland	6	1	12995	2166	429	0
Miina-Anniina Heiskanen		394248284266051	Facebook	w015	Week 15	FI	Finland	5	1	12994	2000	495	0
Emma Kari		70955745948	Facebook	w015	Week 15	FI	Finland	1	1	12499	2500	24	0
Tuija Leivo-Rintakorpi nro 109 eduskuntaan Vaasan vaalipiiristä		1185687531598211	Facebook	w015	Week 15	FI	Finland	2	1	12498	5500	148	0
Amro El-khatib		137664109711481	Facebook	w015	Week 15	FI	Finland	4	1	11996	2000	396	0
Piia Kurki	Piia Kurki	270567833058986	Facebook	w015	Week 15	FI	Finland	5	1	11560	4727	255	0
SLC		126812894035597	Facebook	w015	Week 15	FI	Finland	4	1	11533	2306	85	11
Janne Heikkinen		351679088241560	Facebook	w015	Week 15	FI	Finland	2	1	11362	4181	162	0
Petri Nieminen		221546168309213	Facebook	w015	Week 15	FI	Finland	2	1	11276	4588	457	77
Mira Nieminen kansanedustajaksi 2019		2010375012387805	Facebook	w015	Week 15	FI	Finland	7	1	11170	1772	404	0
Tiede Luonto		389108628513587	Facebook	w015	Week 15	FI	Finland	3	1	10996	1999	296	0
Jan Vuorenlaakso, Vihreät		1804151529911364	Facebook	w015	Week 15	FI	Finland	3	1	10969	2194	217	0
Arto Luukkanen		1527478777519070	Facebook	w015	Week 15	FI	Finland	2	1	10705	4890	579	97
Kalle Kiili eduskuntaan		525884224104967	Facebook	w015	Week 15	FI	Finland	2	1	10383	3692	152	0
Ehdolla Eduskuntaan, Pekka Ranta		561462751021029	Facebook	w015	Week 15	FI	Finland	3	1	10259	2052	92	0
Silja Borgarsdóttir Sandelin	Svenska folkpartiet i Finland - RKP	145265965535213	Facebook	w015	Week 15	FI	Finland	1	1	9999	5000	99	0
Eurooppademarit - Tähti		1539550776282267	Facebook	w015	Week 15	FI	Finland	1	1	9999	5000	99	0
Aku Autio, eduskuntavaaliehdokas		343943635698964	Facebook	w015	Week 15	FI	Finland	1	1	9999	5000	99	0
Pilvi Torsti		148604678501169	Facebook	w015	Week 15	FI	Finland	1	1	9999	5000	99	0
Katariina Souri 2019		348440875740240	Facebook	w015	Week 15	FI	Finland	1	1	9999	2000	88	17
Andrei Sergejeff		261283357870447	Facebook	w015	Week 15	FI	Finland	2	1	9998	2000	198	0
Yhdenvertaisuusvaltuutettu		633285440110141	Facebook	w015	Week 15	FI	Finland	1	1	9998	4999	98	0
SASK - Suomen Ammattiliittojen Solidaarisuuskeskus		166787048882	Facebook	w015	Week 15	FI	Finland	2	1	9998	2000	176	0
Raija Vahasalo		1477675525856183	Facebook	w015	Week 15	FI	Finland	2	1	9998	2000	198	0
OP		111290482282398	Facebook	w015	Week 15	FI	Finland	1	1	9995	4998	98	0
Tomi Kuosmanen eduskuntaan 2019		349796185771054	Facebook	w015	Week 15	FI	Finland	1	1	9987	4994	98	0
Mikko Savola		129144617101783	Facebook	w015	Week 15	FI	Finland	2	1	9927	3477	147	0
Heidi Hautala		116940668479201	Facebook	w015	Week 15	FI	Finland	2	1	9539	1908	107	0
Niclas Sjöskog		515822055510688	Facebook	w015	Week 15	FI	Finland	1	1	9499	4750	94	0
Marja Berg		293583744636957	Facebook	w015	Week 15	FI	Finland	3	1	9497	1699	267	0
Husu Hussein		646912728706959	Facebook	w015	Week 15	FI	Finland	1	1	9087	1817	90	18
Ihmisoikeusliitto		133459136755839	Facebook	w015	Week 15	FI	Finland	2	1	8995	2998	138	0
Pelastakaa Lapset		113398820097	Facebook	w015	Week 15	FI	Finland	1	1	8974	1794	17	0
