advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Patryk Jaki		199877710116314	Facebook	u	unknown	PL	Poland	206	1	52427	20990	252	57
Kialo		729627343834501	Facebook	u	unknown	PL	Poland	368	1	36703	14936	251	60
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	u	unknown	PL	Poland	380	1	29191	11362	112	22
Gazeta Wyborcza		63563473556	Facebook	u	unknown	PL	Poland	328	1	27472	8931	61	8
Amnesty International Polska		57544755889	Facebook	u	unknown	PL	Poland	62	1	19271	6448	64	18
European Greens		141366725876424	Facebook	u	unknown	PL	Poland	36	1	18358	8556	74	16
European Parliament		178362315106	Facebook	u	unknown	PL	Poland	69	1	18117	7900	43	9
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	u	unknown	PL	Poland	22	1	15329	6814	29	5
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	u	unknown	PL	Poland	60	1	11811	5300	38	12
Partia Zieloni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	48391402694	Facebook	u	unknown	PL	Poland	31	1	11400	2638	27	6
Greenpeace Polska		32104614789	Facebook	u	unknown	PL	Poland	37	1	11150	4673	37	8
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	u	unknown	PL	Poland	55	1	8360	3305	37	8
Wydawnictwo AGORA		336438736394843	Facebook	u	unknown	PL	Poland	10	1	8240	3942	2	0
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	u	unknown	PL	Poland	41	1	7508	2721	13	2
Akcja Demokracja		277892342334350	Facebook	u	unknown	PL	Poland	52	1	7070	1552	19	1
Kamila Gasiuk-Pihowicz	Kamila Gasiuk-Pihowicz	150412465290475	Facebook	u	unknown	PL	Poland	21	1	6455	1852	15	3
Satronik - Pompy Ciepła		276627982527247	Facebook	u	unknown	PL	Poland	6	1	6204	2553	3	0
Sylwia Spurek		1967695263556184	Facebook	u	unknown	PL	Poland	21	1	5336	1485	13	2
Krzysztof Hetman	Krzysztof Hetman	1607487699534202	Facebook	u	unknown	PL	Poland	70	1	5292	1925	11	2
PolEXIT		2001582129931761	Facebook	u	unknown	PL	Poland	17	1	4828	2029	9	1
Arte		1319236851430224	Facebook	u	unknown	PL	Poland	6	1	4473	1916	6	0
Parlament Europejski - Biuro w Polsce	Parlament Europejski - Biuro w Polsce	405326618416	Facebook	u	unknown	PL	Poland	16	1	4164	1596	7	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	u	unknown	PL	Poland	49	1	3564	1718	7	1
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	u	unknown	PL	Poland	10	1	3432	1699	4	0
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	u	unknown	PL	Poland	43	1	3250	1005	15	3
