advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Patryk Jaki		199877710116314	Facebook	m	male	PL	Poland	252	1	7818062	3077815	33909	7607
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	m	male	PL	Poland	483	1	6030393	2234327	20290	3720
European Parliament		178362315106	Facebook	m	male	PL	Poland	69	1	5639853	2469374	9798	2265
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	m	male	PL	Poland	64	1	4291000	1923916	14164	4473
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	m	male	PL	Poland	22	1	3198457	1481514	5185	1086
Gazeta Wyborcza		63563473556	Facebook	m	male	PL	Poland	395	1	2995380	1003978	6800	952
Kialo		729627343834501	Facebook	m	male	PL	Poland	372	1	2858337	1164648	18060	4219
Krzysztof Hetman	Krzysztof Hetman	1607487699534202	Facebook	m	male	PL	Poland	75	1	2285569	879390	4558	1024
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	m	male	PL	Poland	16	1	2256776	1101247	2747	563
PolEXIT		2001582129931761	Facebook	m	male	PL	Poland	17	1	1430062	583310	3004	636
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	m	male	PL	Poland	50	1	1395895	526757	2419	512
European Commission		107898832590939	Facebook	m	male	PL	Poland	21	1	1305176	633133	5584	1094
European Greens		141366725876424	Facebook	m	male	PL	Poland	36	1	1094530	514659	4644	981
Marek Balt	KKW Koalicja Europejska PO PSL SLD  .N Zieloni	398824790221548	Facebook	m	male	PL	Poland	30	1	1088171	387133	2418	503
Paweł Bejda	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	587380481330698	Facebook	m	male	PL	Poland	78	1	914967	233456	1854	262
Amnesty International Polska		57544755889	Facebook	m	male	PL	Poland	68	1	910853	296188	2845	719
ADAR		175390195814995	Facebook	m	male	PL	Poland	1	1	882024	441012	2051	1025
Sylwia Spurek		1967695263556184	Facebook	m	male	PL	Poland	22	1	862093	335930	1524	318
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	m	male	PL	Poland	44	1	837023	261198	3524	813
Radosław Sikorski	KKW Koalicja Europejska PO PSL SLD .N Zieloni	134214926657042	Facebook	m	male	PL	Poland	40	1	798390	262941	1832	355
Paweł Kobyliński - Poseł na Sejm RP, Kandydat do Parlamentu Europejskiego	Paweł Kobyliński, kandydat Koalicji Europejskiej do Europarlamentu	1576591379231457	Facebook	m	male	PL	Poland	22	1	797989	275129	1812	383
Polska Fundacja im. Roberta Schumana		150617698324166	Facebook	m	male	PL	Poland	30	1	797738	204150	1682	323
Anna Fotyga - Biuro Poselskie	KW Prawo i Sprawiedliwość	1467418970166506	Facebook	m	male	PL	Poland	26	1	773126	296761	2694	560
You Vote EU Polska		1923072537771358	Facebook	m	male	PL	Poland	3	1	718216	286495	791	142
Łukasz Kohut	KW Wiosna Roberta Biedronia 	1465965073732774	Facebook	m	male	PL	Poland	10	1	685825	304946	1060	202
