advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SP	SP	128393027527	Facebook	drenthe_NL	Drenthe, Netherlands	182	1	409909	162478	4079	811
European Parliament		178362315106	Facebook	drenthe_NL	Drenthe, Netherlands	91	1	317946	144293	2463	729
Lilian Marijnissen	SP	844559615710915	Facebook	drenthe_NL	Drenthe, Netherlands	66	1	229628	95836	1172	270
D66	D66	52985377549	Facebook	drenthe_NL	Drenthe, Netherlands	46	1	175216	71639	1100	237
Vereniging Eigen Huis		371735371563	Facebook	drenthe_NL	Drenthe, Netherlands	15	1	146950	60034	1151	253
Oxfam Novib		115289021825188	Facebook	drenthe_NL	Drenthe, Netherlands	40	1	137863	56292	1957	582
Europees Parlement Nederland		270788920480	Facebook	drenthe_NL	Drenthe, Netherlands	45	1	132037	56731	1185	296
Stichting De Noordzee		128160633899802	Facebook	drenthe_NL	Drenthe, Netherlands	42	1	122525	51139	711	144
CDA	CDA	320374518118	Facebook	drenthe_NL	Drenthe, Netherlands	8	1	97230	42190	609	114
Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	326441484085577	Facebook	drenthe_NL	Drenthe, Netherlands	12	1	97143	46064	464	96
VVD		121264564551002	Facebook	drenthe_NL	Drenthe, Netherlands	40	1	97017	38896	323	58
European Commission		107898832590939	Facebook	drenthe_NL	Drenthe, Netherlands	9	1	95443	46267	511	101
GroenLinks	GroenLinks	175740570505	Facebook	drenthe_NL	Drenthe, Netherlands	34	1	85365	30268	518	135
Blendle		181375052003138	Facebook	drenthe_NL	Drenthe, Netherlands	77	1	81324	28223	908	155
Bespaarkiosk.nl		1659811130952704	Facebook	drenthe_NL	Drenthe, Netherlands	3	1	79273	35716	592	118
European Greens		141366725876424	Facebook	drenthe_NL	Drenthe, Netherlands	43	1	74477	31198	770	165
Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	drenthe_NL	Drenthe, Netherlands	47	1	72197	28228	472	96
NPO Zapp		205247699486388	Facebook	drenthe_NL	Drenthe, Netherlands	6	1	69157	34207	84	24
Vandebron		263935850440177	Facebook	drenthe_NL	Drenthe, Netherlands	10	1	64809	28019	438	88
Facebook	Facebook	726281677519881	Facebook	drenthe_NL	Drenthe, Netherlands	5	1	63128	31564	552	251
Stichting Vluchteling		120034538112114	Facebook	drenthe_NL	Drenthe, Netherlands	80	1	62645	23345	905	212
Van Hall Larenstein		234952503230870	Facebook	drenthe_NL	Drenthe, Netherlands	2	1	61488	30744	307	61
Henk Jan Ormel	CDA	823537391322678	Facebook	drenthe_NL	Drenthe, Netherlands	9	1	48497	20291	164	32
Milieu Centraal		177508708941577	Facebook	drenthe_NL	Drenthe, Netherlands	12	1	46728	17624	195	56
Ben & Jerry's		147006749798	Facebook	drenthe_NL	Drenthe, Netherlands	4	1	45271	21317	292	68
Wilde Ganzen		105516159523693	Facebook	drenthe_NL	Drenthe, Netherlands	11	1	44731	17253	127	41
Partij van de Arbeid (PvdA)	Partij van de Arbeid (PvdA)	113895885305052	Facebook	drenthe_NL	Drenthe, Netherlands	34	1	43748	19912	304	62
Shell		444504516075907	Facebook	drenthe_NL	Drenthe, Netherlands	1	1	37832	18916	189	37
Bas Eickhout	GroenLinks	208578955894331	Facebook	drenthe_NL	Drenthe, Netherlands	28	1	36005	12681	303	88
ABN AMRO		206592029351928	Facebook	drenthe_NL	Drenthe, Netherlands	14	1	34562	14922	428	92
De Verhalen van Groningen	De Verhalen van Groningen	303441783113756	Facebook	drenthe_NL	Drenthe, Netherlands	1	1	32215	16107	80	16
Ziggo Movies & Series		387504111602845	Facebook	drenthe_NL	Drenthe, Netherlands	3	1	32162	16081	160	40
Kialo		729627343834501	Facebook	drenthe_NL	Drenthe, Netherlands	308	1	28978	11842	214	48
Malik Azmani	Malik Azmani	1734459723547461	Facebook	drenthe_NL	Drenthe, Netherlands	59	1	27000	7572	291	6
CDA Midden-Drenthe		178954178962718	Facebook	drenthe_NL	Drenthe, Netherlands	4	1	25996	11000	396	0
Saarland		882636711855443	Facebook	drenthe_NL	Drenthe, Netherlands	2	1	24208	9609	54	23
asr		512252945544565	Facebook	drenthe_NL	Drenthe, Netherlands	17	1	23321	7241	122	15
Algemene Waterschapspartij Vechtstromen		583452858383522	Facebook	drenthe_NL	Drenthe, Netherlands	30	1	22696	4463	702	0
Jesse Klaver		687496011309020	Facebook	drenthe_NL	Drenthe, Netherlands	7	1	21321	8756	287	54
Dansk.nl		39128216655	Facebook	drenthe_NL	Drenthe, Netherlands	12	1	21127	7234	84	9
Greenpeace Nederland		288295911466	Facebook	drenthe_NL	Drenthe, Netherlands	38	1	20243	6302	234	24
Dungeon Defenders		107960282569653	Facebook	drenthe_NL	Drenthe, Netherlands	178	1	20066	7955	68	8
Ik ben Drents Ondernemer		167089000336625	Facebook	drenthe_NL	Drenthe, Netherlands	2	1	19998	10000	198	0
The Bamboo Brush Society		1152885191422950	Facebook	drenthe_NL	Drenthe, Netherlands	46	1	19558	6751	214	27
De Goede Zaak	DeGoedeZaak	264564577356897	Facebook	drenthe_NL	Drenthe, Netherlands	12	1	19371	8757	57	8
Zonnepanelendelen		265260423586121	Facebook	drenthe_NL	Drenthe, Netherlands	2	1	19008	3791	42	0
Partij voor de Dieren		102287806490622	Facebook	drenthe_NL	Drenthe, Netherlands	9	1	18724	5924	275	49
Annie Schreijer		536131049841051	Facebook	drenthe_NL	Drenthe, Netherlands	10	1	18388	8603	163	12
Muchachomalo		107341942644703	Facebook	drenthe_NL	Drenthe, Netherlands	15	1	17222	6190	151	44
College voor de Rechten van de Mens		176804439190262	Facebook	drenthe_NL	Drenthe, Netherlands	18	1	16597	4047	151	16
ActionAid Nederland		170725579702314	Facebook	drenthe_NL	Drenthe, Netherlands	29	1	13333	3097	116	0
NIBE Warmtecomfort uit Zweden		271110833502681	Facebook	drenthe_NL	Drenthe, Netherlands	2	1	12740	5428	54	24
		0	Facebook	drenthe_NL	Drenthe, Netherlands	3	1	12244	5634	45	9
Natuur & Milieu		156571571036057	Facebook	drenthe_NL	Drenthe, Netherlands	21	1	11882	3950	131	24
Deloitte Nederland		319495812163	Facebook	drenthe_NL	Drenthe, Netherlands	5	1	10563	4216	29	3
Spectrum Non-fictie		1929746883908675	Facebook	drenthe_NL	Drenthe, Netherlands	2	1	10460	4590	25	4
Huurdersfederatie Zuidoost Drenthe		378039852643879	Facebook	drenthe_NL	Drenthe, Netherlands	1	1	9999	5000	99	0
MBRC		1853495178284518	Facebook	drenthe_NL	Drenthe, Netherlands	27	1	9776	2716	97	8
CDA Hoogeveen		517806454943781	Facebook	drenthe_NL	Drenthe, Netherlands	1	1	9376	4688	92	0
Meewind		421571901231358	Facebook	drenthe_NL	Drenthe, Netherlands	1	1	9255	4627	23	4
No More Plastic Bottles		2286035904968793	Facebook	drenthe_NL	Drenthe, Netherlands	2	1	9101	1796	26	0
Save the Children Nederland		159449970751999	Facebook	drenthe_NL	Drenthe, Netherlands	14	1	8447	1733	191	11
Echtscheiding van A tot Z		171441119552408	Facebook	drenthe_NL	Drenthe, Netherlands	5	1	8338	1765	68	11
Rode Kruis		180532465311930	Facebook	drenthe_NL	Drenthe, Netherlands	3	1	7372	2703	73	14
Shopwala Europe		393367314768104	Facebook	drenthe_NL	Drenthe, Netherlands	12	1	7338	2963	71	17
VluchtelingenWerk Nederland		107872495911431	Facebook	drenthe_NL	Drenthe, Netherlands	6	1	7250	1450	37	5
International Campaign for Tibet Nederland		1483437108535863	Facebook	drenthe_NL	Drenthe, Netherlands	5	1	7171	1519	71	13
overbevolking.nl - Club van Tien Miljoen		481189648571584	Facebook	drenthe_NL	Drenthe, Netherlands	2	1	7067	2854	46	9
Lodewijk Asscher	Partij van de Arbeid (PvdA)	254918764596191	Facebook	drenthe_NL	Drenthe, Netherlands	3	1	7041	2608	50	10
University of Twente		153677961330272	Facebook	drenthe_NL	Drenthe, Netherlands	5	1	6966	1485	38	4
Milieudefensie	Milieudefensie	83439828234	Facebook	drenthe_NL	Drenthe, Netherlands	30	1	6888	1347	117	6
EVP-Fractie in het Europees Parlement		171689419583089	Facebook	drenthe_NL	Drenthe, Netherlands	1	1	6715	3357	16	3
Eveline Herben	Herben Eveline Marie	350805055554039	Facebook	drenthe_NL	Drenthe, Netherlands	10	1	6534	1283	85	10
Volt Nederland		146644665960101	Facebook	drenthe_NL	Drenthe, Netherlands	18	1	6486	2221	72	4
Klang der Solidarität		385076005313967	Facebook	drenthe_NL	Drenthe, Netherlands	56	1	6467	2438	10	0
VPRO		38957713985	Facebook	drenthe_NL	Drenthe, Netherlands	3	1	6091	1218	12	0
Aqua Purica		639699599460336	Facebook	drenthe_NL	Drenthe, Netherlands	6	1	6035	1346	56	9
D66 Drenthe		1387782891467444	Facebook	drenthe_NL	Drenthe, Netherlands	2	1	5998	1000	198	0
VICE Nederland		885242441538323	Facebook	drenthe_NL	Drenthe, Netherlands	2	1	5619	2809	28	10
ExxonMobil		925007000949719	Facebook	drenthe_NL	Drenthe, Netherlands	4	1	5434	2184	32	6
VNO-NCW		148404651881567	Facebook	drenthe_NL	Drenthe, Netherlands	55	1	5344	1094	256	0
Impact Hub Amsterdam		138540482884259	Facebook	drenthe_NL	Drenthe, Netherlands	1	1	5231	2616	13	2
Avaaz	Avaaz	8340223883	Facebook	drenthe_NL	Drenthe, Netherlands	8	1	5116	2469	26	5
Matthijs Schoemacher MD MSc		200839384060795	Facebook	drenthe_NL	Drenthe, Netherlands	2	1	5093	1018	50	10
Essent		194968973865322	Facebook	drenthe_NL	Drenthe, Netherlands	1	1	5001	2501	24	5
