location_code	location_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
england_UK	England, United Kingdom	52979	4925	806875314	275599979	10093260	1368593
flemish_region_BE	Flemish Region, Belgium	11462	1890	280089313	109011269	1915047	369797
andalusia_ES	Andalusia, Spain	10284	1412	111925236	43157680	699077	104664
nordrhein_westfalen_DE	Nordrhein-Westfalen, Germany	28285	2431	110041879	35242327	1111643	107177
attica_region_EL	Attica (region), Greece	7063	1232	110005653	41206965	426259	48097
cataluna_ES	Cataluña, Spain	10184	1514	109713911	43277298	672334	110588
vienna_AT	Vienna, Austria	9295	1189	91396286	32130411	803629	125146
lombardia_IT	Lombardia, Italy	11960	2993	77946196	28438028	412680	46284
wallonia_BE	Wallonia, Belgium	7916	1673	76487045	28878767	521329	89747
comunidad_valenciana_ES	Comunidad Valenciana, Spain	9821	1329	76436904	29781534	441626	72783
comunidad_de_madrid_ES	Comunidad de Madrid, Spain	9205	1377	71370582	28605637	433878	73423
baden_wurttemberg_DE	Baden-Württemberg, Germany	28263	2359	69541546	22052033	790351	65641
bayern_DE	Bayern, Germany	27083	2321	63227041	21539282	684321	70575
ile_de_france_FR	Île-de-France, France	11032	2489	60754333	23150114	513031	83283
lazio_IT	Lazio, Italy	10649	2653	58104452	21112830	298788	33939
brussels_BE	Brussels, Belgium	9239	1720	57696842	20740991	448537	74504
scotland_UK	Scotland, United Kingdom	21027	2302	57303673	20176975	637075	95046
budapest_HU	Budapest, Hungary	4520	928	54288278	22102696	137837	43208
bucharest_RO	Bucharest, Romania	4759	957	53660793	22331402	123101	28472
wales_UK	Wales, United Kingdom	23494	2386	51304483	17405661	601399	84327
campania_IT	Campania, Italy	9926	2373	50946302	18904271	241594	27861
stockholm_county_SE	Stockholm County, Sweden	8908	1335	49601784	16979793	404733	100146
piedmont_IT	Piedmont, Italy	10873	2598	46922494	16871345	252377	30022
capital_region_of_denmark_DK	Capital Region of Denmark, Denmark	8208	1232	44949583	13956261	434053	100835
central_macedonia_EL	Central Macedonia, Greece	5799	1046	44469805	16531368	162086	15802
niedersachsen_DE	Niedersachsen, Germany	26168	2076	43424648	13543315	461572	37842
sicilia_IT	Sicilia, Italy	9287	2272	43128687	16272273	200495	24043
masovian_voivodeship_PL	Masovian Voivodeship, Poland	5598	1217	43058585	15651633	158490	32411
emilia_romagna_IT	Emilia-Romagna, Italy	10843	2676	42253817	15066636	248423	23363
hessen_DE	Hessen, Germany	26080	2115	39173014	12500585	423356	39219
