advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	county_mayo_IE	County Mayo, Ireland	170	1	558913	177299	2761	484
Referendum Commission		580832208630212	Facebook	county_mayo_IE	County Mayo, Ireland	18	1	299741	138184	4577	1050
Maria Walsh	Fine Gael	883806764992893	Facebook	county_mayo_IE	County Mayo, Ireland	23	1	267218	72598	1779	309
European Parliament		178362315106	Facebook	county_mayo_IE	County Mayo, Ireland	121	1	200260	84094	1237	233
Fine Gael	Fine Gael	264172043210	Facebook	county_mayo_IE	County Mayo, Ireland	6	1	149133	63160	529	170
Matt Carthy	Carthy Matt	580216935345125	Facebook	county_mayo_IE	County Mayo, Ireland	24	1	101754	30414	461	44
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	county_mayo_IE	County Mayo, Ireland	13	1	85155	28794	334	39
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	county_mayo_IE	County Mayo, Ireland	15	1	77227	16438	225	8
Fianna Fáil	Fianna Fáil	222629035132	Facebook	county_mayo_IE	County Mayo, Ireland	31	1	73279	21925	186	20
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	county_mayo_IE	County Mayo, Ireland	3	1	64634	32317	309	61
Michael  O'Dowd for Europe	O'Dowd Michael Joseph	878147035569806	Facebook	county_mayo_IE	County Mayo, Ireland	15	1	51074	10787	195	8
European Greens		141366725876424	Facebook	county_mayo_IE	County Mayo, Ireland	38	1	43926	20641	359	93
Facebook Ireland	Facebook Ireland	43110923010	Facebook	county_mayo_IE	County Mayo, Ireland	4	1	37027	14811	370	74
Donna Sheridan - Local Election Candidate, Castlebar Area	Donna Sheridan	172032100346513	Facebook	county_mayo_IE	County Mayo, Ireland	7	1	27396	11076	503	0
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	county_mayo_IE	County Mayo, Ireland	2	1	21973	10986	109	54
Kialo		729627343834501	Facebook	county_mayo_IE	County Mayo, Ireland	309	1	16210	7088	86	24
Pro Life Campaign Ireland	Pro Life Campaign Ireland	224615650378	Facebook	county_mayo_IE	County Mayo, Ireland	6	1	13373	6012	94	36
Dr. Fidelma Healy Eames Independent Candidate, EU elections	Healy Eames Fidelma	395965057626422	Facebook	county_mayo_IE	County Mayo, Ireland	11	1	11698	2477	201	0
Department of Foreign Affairs and Trade		449282445418073	Facebook	county_mayo_IE	County Mayo, Ireland	1	1	10829	4332	108	21
Guy Verhofstadt		99985820015	Facebook	county_mayo_IE	County Mayo, Ireland	2	1	8744	3393	17	8
Oxfam		201612129410	Facebook	county_mayo_IE	County Mayo, Ireland	5	1	8065	3992	35	12
Paddy Power		108803784913	Facebook	county_mayo_IE	County Mayo, Ireland	4	1	7661	3155	72	14
merrionstreet.ie		116635611711738	Facebook	county_mayo_IE	County Mayo, Ireland	2	1	7243	3622	24	4
Students for Life Ireland		252011928285955	Facebook	county_mayo_IE	County Mayo, Ireland	6	1	7080	1416	51	9
Sligo - Leitrim Fine Gael	Comiskey Laura	254734251316951	Facebook	county_mayo_IE	County Mayo, Ireland	11	1	5173	1438	126	0
