advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	31	1	36789	15692	151	40
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	142	1	23538	6906	130	4
SDS - Slovenska demokratska stranka	SDS - Slovenska demokratska stranka	30790585231	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	43	1	9199	3025	35	3
Romana Tomc		1025408990823719	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	19	1	5664	1307	13	0
Milan Zver	SDS - Slovenska demokratska stranka	279397488827904	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	23	1	4414	1606	18	1
Franc Bogovič		288826994603012	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	7	1	2663	955	6	0
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	39	1	2616	653	40	0
Stranka LMŠ	Stranka LMŠ	1688472281270558	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	14	1	2598	601	13	0
European Greens	European Greens	141366725876424	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	10	1	2119	1056	10	3
Siemens Slovenija		393074441061448	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	11	1	1971	393	7	0
Evropska komisija v Sloveniji		100107313369390	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	1	1	1486	743	3	0
Urša Zgojznik	Lista Povežimo se	2264632877141356	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	8	1	1478	360	5	0
Neva Grašič		2235496013147745	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	12	1	1382	351	8	0
Tanja Fajon	Socialni demokrati (SD)	73452413740	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	5	1	1368	273	2	0
Janez Janša	SDS - Slovenska demokratska stranka	32585228571	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	4	1	1331	475	5	0
Patricija Šulin		1541413339429015	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	6	1	1308	515	6	0
Lumar hiše		117782661584893	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	2	1	960	480	4	0
European Commission		107898832590939	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	5	1	847	198	2	0
SAB - Stranka Alenke Bratušek		242210245976248	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	3	1	803	160	2	0
Pravična trgovina Slovenija	Zavod za pravično trgovino, 3MUHE	526186704085625	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	37	1	588	58	34	0
Greenpeace Slovenija		195508530477478	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	10	1	512	110	7	0
Sensilab.si		384202598293956	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	4	1	487	91	3	0
DOM - Domovinska liga		571044543390810	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	3	1	453	122	1	0
Ta teden z Juretom Godlerjem		1585328878380866	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	1	1	404	80	0	0
Angelika Mlinar		253355901456286	Facebook	upper_carniola_statistical_region	Upper Carniola Statistical Region	SI	Slovenia	1	1	397	79	0	0
