advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	media_code_filter	media_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
COALICION CANARIA		AR489541609348661248	Google	image	Image	4713	1	54060000	770000	235650	0
AMERISOFT SRL		AR573801583431647232	Google	image	Image	172	1	41140000	4060000	8600	0
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	image	Image	173	1	39620000	3930000	8650	0
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	image	Image	837	1	22770000	1590000	41850	0
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	image	Image	1838	1	22700000	480000	91900	0
mmb media agentur d.o.o.		AR524572049809604608	Google	image	Image	1085	1	19130000	870000	54250	0
HLAS		AR312619193323225088	Google	image	Image	773	1	12500000	530000	38650	0
Mediabrands Digital OÜ		AR530356305605427200	Google	image	Image	336	1	11820000	940000	16800	0
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	image	Image	121	1	10210000	950000	6050	0
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	image	Image	279	1	9090000	700000	13950	0
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	image	Image	188	1	8360000	700000	9400	0
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	image	Image	23	1	8060000	800000	1150	0
CDA Doetinchem		AR453512812329697280	Google	image	Image	46	1	7210000	700000	2300	0
Partido Popular Regional De Canarias		AR288284801977286656	Google	image	Image	120	1	6600000	590000	6000	0
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	image	Image	107	1	6020000	530000	5350	0
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	image	Image	16	1	4750000	470000	800	0
Sloboda a Solidarita		AR242125929453715456	Google	image	Image	156	1	4170000	290000	7800	0
Open Vld		AR369049153717665792	Google	image	Image	317	1	3710000	60000	15850	0
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	image	Image	98	1	3590000	290000	4900	0
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	image	Image	266	1	2750000	10000	13300	0
Flamesite s.r.o.		AR522320249995919360	Google	image	Image	179	1	2690000	100000	8950	0
Slovenska demokratska stranka		AR170068335415787520	Google	image	Image	18	1	2610000	260000	900	0
UAB "BPN LT"		AR135010682042056704	Google	image	Image	26	1	2600000	260000	1300	0
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	image	Image	73	1	2530000	200000	3650	0
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	image	Image	89	1	2150000	140000	4450	0
Pametno		AR222880077921124352	Google	image	Image	36	1	1980000	180000	1800	0
TOP 09		AR268709096956362752	Google	image	Image	124	1	1870000	70000	6200	0
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	image	Image	50	1	1760000	140000	2500	0
Strana nezávislosti České republiky		AR465054111008555008	Google	image	Image	9	1	1620000	160000	450	0
Cink, s.r.o.		AR361287976015101952	Google	image	Image	21	1	1290000	120000	1050	0
Savo-Karjalan vihreät ry		AR343251587273064448	Google	image	Image	24	1	1230000	110000	1200	0
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	image	Image	36	1	1080000	80000	1800	0
Rumilus Design Oy		AR391102333313875968	Google	image	Image	28	1	1000000	80000	1400	0
Socialdemokraterne Aarhus 1. Kreds		AR152882144039927808	Google	image	Image	80	1	980000	20000	4000	0
Fianna Fáil		AR101183107301900288	Google	image	Image	13	1	940000	90000	650	0
HEADS, s.r.o.		AR356967719951663104	Google	image	Image	12	1	930000	90000	600	0
Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	image	Image	29	1	830000	60000	1450	0
Progresívne Slovensko		AR114793686864232448	Google	image	Image	15	1	780000	70000	750	0
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	image	Image	14	1	770000	70000	700	0
Projekt Európa		AR303746959120793600	Google	image	Image	35	1	710000	40000	1750	0
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	image	Image	27	1	630000	40000	1350	0
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	image	Image	23	1	590000	40000	1150	0
Občanska demokraticka strana		AR386241117529571328	Google	image	Image	55	1	550000	0	2750	0
SOCIALDEMOKRATIET		AR271193993235136512	Google	image	Image	34	1	430000	10000	1700	0
Det Konservative Folkeparti		AR40969452518375424	Google	image	Image	18	1	360000	20000	900	0
EUpositive.sk		AR348804120993333248	Google	image	Image	13	1	310000	20000	650	0
