advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	18_24	18-24	1276	1	105489691	47110488	472151	119749
Kialo		729627343834501	Facebook	18_24	18-24	644	1	21930000	8637414	130497	30583
SPD	SPD	47930567748	Facebook	18_24	18-24	7572	1	18280013	5001343	390092	19687
Podemos	Unidas Podemos	269212336568846	Facebook	18_24	18-24	255	1	16477534	7358684	83539	21191
People's Vote UK	People's Vote	748608695327755	Facebook	18_24	18-24	3299	1	16167284	5791592	179573	33378
European Commission		107898832590939	Facebook	18_24	18-24	69	1	12021401	5546918	47023	12355
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	18_24	18-24	3210	1	11467028	4112137	113525	16466
Best For Britain	Best for Britain	1863944713844924	Facebook	18_24	18-24	820	1	10890225	4735574	107838	26138
CDU	CDU	78502295414	Facebook	18_24	18-24	3170	1	10873074	2591815	89786	2282
sp.a	sp.a	57253967150	Facebook	18_24	18-24	203	1	10313261	4143196	42878	8907
Partido Popular	Partido Popular	72249031214	Facebook	18_24	18-24	849	1	10288679	3851643	59400	8893
Greenpeace France		39435457457	Facebook	18_24	18-24	128	1	9665637	4402507	48374	11149
European Greens	European Greens	141366725876424	Facebook	18_24	18-24	89	1	9126566	4105421	53410	13983
FDP	FDP	21289227249	Facebook	18_24	18-24	2123	1	8229384	2520632	74141	3619
Conservatives	The Conservative Party	8807334278	Facebook	18_24	18-24	1809	1	8031408	3016927	87709	11926
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	18_24	18-24	110	1	7519461	3124006	22757	6380
Vlaams Belang	Vlaams Belang	56605856504	Facebook	18_24	18-24	66	1	7036493	3198385	45712	10237
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	18_24	18-24	171	1	7005783	2899609	17308	3494
PSOE	PSOE	189318235003	Facebook	18_24	18-24	328	1	6856634	2692487	21635	3649
România în primul rând	Future Innovation	770704223323599	Facebook	18_24	18-24	66	1	6633567	3047334	4923	1300
Greenpeace Deutschland		22541752487	Facebook	18_24	18-24	408	1	6562139	2376577	32263	4516
Ciudadanos	Ciudadanos	74078667754	Facebook	18_24	18-24	3809	1	5982114	1911629	52790	4743
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	18_24	18-24	105	1	5754631	2480351	50158	11328
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	18_24	18-24	77	1	5465873	2486952	11577	2667
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	18_24	18-24	2040	1	5360197	1843003	56995	4661
