advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
déi gréng	déi gréng	21710789873	Facebook	LU	Luxembourg	38	1	3745886	1580983	16161	4199
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	LU	Luxembourg	127	1	3721626	1172749	19762	1799
European Parliament		178362315106	Facebook	LU	Luxembourg	122	1	3714820	1437972	19789	2800
Greenpeace Luxembourg		67370457805	Facebook	LU	Luxembourg	134	1	2119742	544989	15249	499
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	LU	Luxembourg	27	1	894778	256628	3061	100
Charles Goerens		441313569220539	Facebook	LU	Luxembourg	30	1	879190	223589	3491	199
Dan Kersch		231839814316073	Facebook	LU	Luxembourg	34	1	639859	193946	3364	0
déi Lénk	déi Lénk	120444648033670	Facebook	LU	Luxembourg	18	1	638814	195939	2980	299
Piraten Lëtzebuerg		183148710560	Facebook	LU	Luxembourg	43	1	594774	168921	4254	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	LU	Luxembourg	31	1	444969	96000	3069	0
CSV	CSV	56016549775	Facebook	LU	Luxembourg	39	1	389960	108999	3861	0
European Greens		141366725876424	Facebook	LU	Luxembourg	36	1	225081	83316	1591	400
Kialo		729627343834501	Facebook	LU	Luxembourg	341	1	168862	70652	1036	256
Unis pour les Droits Humains		1642871805813802	Facebook	LU	Luxembourg	17	1	133909	58679	130	4
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	LU	Luxembourg	38	1	111637	46998	254	55
Chris Bernard		764820513891336	Facebook	LU	Luxembourg	21	1	101946	22993	2078	0
Jonk Piraten		194441573983035	Facebook	LU	Luxembourg	3	1	100906	19981	296	0
European Investment Bank		350888674962511	Facebook	LU	Luxembourg	1	1	99999	49999	499	100
Volt Luxembourg	Volt Luxembourg	766459183561998	Facebook	LU	Luxembourg	11	1	97858	24934	1065	0
Julia Elisabetta Pitterman		2235333396715580	Facebook	LU	Luxembourg	7	1	67977	12996	692	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	LU	Luxembourg	63	1	55076	24180	223	38
ADR  - Alternativ Demokratesch Reformpartei		115916035102253	Facebook	LU	Luxembourg	2	1	50998	10000	198	0
déi Lénk Déifferdeng	Gary Diderich	134418416573300	Facebook	LU	Luxembourg	1	1	49999	10000	99	0
Marc ANGEL		1404458223105541	Facebook	LU	Luxembourg	1	1	49999	10000	99	0
BreakingPlanet		1993767777349037	Facebook	LU	Luxembourg	1	1	49999	10000	99	0
JDL Jonk Demokraten		141096935941189	Facebook	LU	Luxembourg	1	1	49998	10000	99	0
HI		122469380546	Facebook	LU	Luxembourg	1	1	49998	10000	99	0
Action Solidarité Tiers Monde - ASTM		161567570579610	Facebook	LU	Luxembourg	1	1	49998	10000	98	0
Déi Konservativ		235829416883581	Facebook	LU	Luxembourg	1	1	49983	9996	498	99
Fondation IDEA asbl		439909732821172	Facebook	LU	Luxembourg	1	1	49929	9986	98	0
Burelbach Immobilien		243135569564978	Facebook	LU	Luxembourg	1	1	49867	9973	98	0
Piraten Bezierk Osten		141480992729926	Facebook	LU	Luxembourg	1	1	49107	9821	490	98
Européens Sans Frontières		668031516635463	Facebook	LU	Luxembourg	8	1	43280	17141	77	18
L'Or du Commun		212885115510806	Facebook	LU	Luxembourg	1	1	42521	8504	84	0
Klang der Solidarität		385076005313967	Facebook	LU	Luxembourg	19	1	33422	12825	93	13
WOOP - World of Possibilities		119609878933569	Facebook	LU	Luxembourg	6	1	30225	12000	418	0
Marc Goergen		2139886662711123	Facebook	LU	Luxembourg	4	1	29996	12000	396	0
Frères des Hommes Luxembourg		117976314897543	Facebook	LU	Luxembourg	3	1	29984	14993	296	0
LIFE		167060196653670	Facebook	LU	Luxembourg	44	1	29874	6051	153	0
POPO NUSS		1982336445409374	Facebook	LU	Luxembourg	7	1	26729	5873	277	36
Santesano		316620582266150	Facebook	LU	Luxembourg	2	1	26079	11004	206	96
Assistance au Financement Humanitaire		2057244924390350	Facebook	LU	Luxembourg	21	1	25314	7003	421	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	LU	Luxembourg	37	1	24542	8889	81	6
CSJ - Chrëschtlech-Sozial Jugend	CSJ - Chrëschtlech-Sozial Jugend	118614251515164	Facebook	LU	Luxembourg	5	1	21995	7000	495	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	LU	Luxembourg	55	1	21636	9784	47	11
Humble Household		1746853745395190	Facebook	LU	Luxembourg	32	1	21059	8304	157	33
VMware		6975960973	Facebook	LU	Luxembourg	3	1	20520	10260	56	11
All Equal		1993289087558486	Facebook	LU	Luxembourg	3	1	19997	7000	297	0
Christian Welter		420265522049953	Facebook	LU	Luxembourg	3	1	19996	6999	296	0
forum - für Politik, Gesellschaft und Kultur		424639920972207	Facebook	LU	Luxembourg	2	1	19969	9985	197	0
EDEKA Südwest		334601287018068	Facebook	LU	Luxembourg	3	1	19343	7442	133	26
Pirate Gemeng Munneref		1635877273225433	Facebook	LU	Luxembourg	5	1	16629	2926	487	0
BonneGueule		140324089470	Facebook	LU	Luxembourg	4	1	16560	8097	80	15
DP-Norden	DP-Norden	133967696651305	Facebook	LU	Luxembourg	3	1	15984	6000	295	0
Giabbani  - Avocats spécialisés dans la défense des employés		818066711568610	Facebook	LU	Luxembourg	3	1	15983	5993	296	0
VoteWatch Europe		355087424564148	Facebook	LU	Luxembourg	8	1	15143	6625	34	9
Piraten Gemeng Déifferdeng		544194668967361	Facebook	LU	Luxembourg	3	1	14994	2999	296	0
ULESS - Union luxembourgeoise de l'économie sociale et solidaire		266311153561137	Facebook	LU	Luxembourg	2	1	14991	5998	197	0
Pégase, la page de l’expatriation et des Français à  l’étranger		111021508957258	Facebook	LU	Luxembourg	1	1	14965	5986	29	14
Piratepartei Bezierk Norden		494284087327520	Facebook	LU	Luxembourg	3	1	14948	2990	296	0
Québec International		463810574128051	Facebook	LU	Luxembourg	3	1	14222	5233	72	13
Coconut Bowls		451945511677873	Facebook	LU	Luxembourg	68	1	12698	3300	57	0
Gerat Chance YGold		2323494454572420	Facebook	LU	Luxembourg	4	1	11996	2000	352	0
Home Health Products - hhp		483793838400495	Facebook	LU	Luxembourg	4	1	11759	1960	388	0
Le Monde		14892757589	Facebook	LU	Luxembourg	34	1	11178	3751	35	3
Greens/EFA in the European Parliament		150527751674751	Facebook	LU	Luxembourg	18	1	10963	4456	18	3
Ecogreen		2207467306235731	Facebook	LU	Luxembourg	4	1	10740	4394	95	22
The Bamboo Brush Society		1152885191422950	Facebook	LU	Luxembourg	20	1	10128	3846	9	1
Council of the European Union		147547541961576	Facebook	LU	Luxembourg	6	1	10078	2845	36	5
Mbgarden		326636268202626	Facebook	LU	Luxembourg	1	1	9999	4999	88	0
Roy Reding		734660406636837	Facebook	LU	Luxembourg	2	1	9998	2000	198	0
Marketing Time		260712351485632	Facebook	LU	Luxembourg	2	1	9998	2000	176	0
Piraten Gemeng Beetebuerg		667996210230116	Facebook	LU	Luxembourg	2	1	9998	2000	198	0
Starsky Flor		629387590851132	Facebook	LU	Luxembourg	2	1	9998	2000	198	0
Europa-Union Luxemburg		387000121769174	Facebook	LU	Luxembourg	2	1	9980	1996	197	0
Ibiza Farm		1629229957352206	Facebook	LU	Luxembourg	5	1	8653	3873	16	2
Guardian Weekly		64525551258	Facebook	LU	Luxembourg	8	1	8538	3327	19	5
Holzkern		550085078491459	Facebook	LU	Luxembourg	5	1	7904	3297	68	29
Pela Case		119283008140727	Facebook	LU	Luxembourg	14	1	7211	2174	13	1
Piraten Bezierk Süden		659368007411223	Facebook	LU	Luxembourg	3	1	6997	1000	297	0
Mädels.reisen		2029674127313803	Facebook	LU	Luxembourg	4	1	6872	1257	70	0
Game of Sultans		185311195624361	Facebook	LU	Luxembourg	6	1	6478	3008	168	33
Wholesome Culture		1664959567149320	Facebook	LU	Luxembourg	4	1	6444	2794	13	2
éditions markus haller		74203385744	Facebook	LU	Luxembourg	2	1	6177	1235	10	0
European Committee of the Regions		527351247377965	Facebook	LU	Luxembourg	5	1	6154	1369	57	11
Piraten Gemeng Suessem		2094234617571605	Facebook	LU	Luxembourg	2	1	5998	1000	198	0
eToro		105255116217636	Facebook	LU	Luxembourg	2	1	5734	2867	127	25
K.Y. Photography		587613491361512	Facebook	LU	Luxembourg	4	1	5300	1779	81	0
European Youth Event		919232861444360	Facebook	LU	Luxembourg	7	1	5133	2443	15	3
KPL - d'Kommunisten		131505753713387	Facebook	LU	Luxembourg	1	1	4999	1000	99	0
Corinne Cahen		701167923265599	Facebook	LU	Luxembourg	1	1	4999	1000	88	0
Mischel Sylvie		155913575037227	Facebook	LU	Luxembourg	1	1	4999	1000	99	0
Piraten Gemeng Monnerech		235068707204060	Facebook	LU	Luxembourg	1	1	4999	1000	99	0
Piraten Gemeng Käerjeng		1427441377470637	Facebook	LU	Luxembourg	1	1	4999	1000	99	0
Médecins Sans Frontières - Luxembourg		128091485223	Facebook	LU	Luxembourg	1	1	4999	1000	99	0
Piratepartei Rëmeleng		1971692026400499	Facebook	LU	Luxembourg	1	1	4999	1000	99	0
LISER - Luxembourg Institute of Socio-Economic Research		862425847225262	Facebook	LU	Luxembourg	1	1	4999	1000	99	0
D'Ëmweltverwaltung / Administration de l'environnement		1974656009488302	Facebook	LU	Luxembourg	1	1	4999	1000	99	0
Time For Equality		374009109385232	Facebook	LU	Luxembourg	1	1	4999	1000	99	0
YEPP		183848034963974	Facebook	LU	Luxembourg	1	1	4998	999	99	0
Lord English Music		1875740496021460	Facebook	LU	Luxembourg	1	1	4998	1000	98	0
Paul Galles		381136158750775	Facebook	LU	Luxembourg	1	1	4998	999	99	0
Christopher Lilyblad		163909507424327	Facebook	LU	Luxembourg	1	1	4997	999	98	0
Lilyblad SDG Consulting		545331425892910	Facebook	LU	Luxembourg	1	1	4996	999	98	0
Piraten Gemeng Mamer		839544476242476	Facebook	LU	Luxembourg	1	1	4995	999	98	0
Piraten Gemeng Stengefort		2125176607514309	Facebook	LU	Luxembourg	1	1	4994	999	98	0
AEIN - Aide à l'Enfance de l'Inde et du Népal		163241773755552	Facebook	LU	Luxembourg	1	1	4988	997	98	0
Piratepartei Gemeng Diddeleng		171972036995630	Facebook	LU	Luxembourg	1	1	4985	997	98	0
Piraten Gemeng Schëffleng		2085845535014806	Facebook	LU	Luxembourg	1	1	4984	997	98	0
Vive l'Europe		348179586023286	Facebook	LU	Luxembourg	10	1	4968	1555	82	0
ErwuesseBildung		402717453097986	Facebook	LU	Luxembourg	1	1	4908	981	97	0
Sawab Center FR		1211855348956946	Facebook	LU	Luxembourg	7	1	4652	1894	1	0
Miséricorde pour l'Humanité France		596904657000107	Facebook	LU	Luxembourg	7	1	4644	1380	35	6
Banque mondiale		155174084508744	Facebook	LU	Luxembourg	48	1	4557	985	46	0
γυρίζουμε		278308089460720	Facebook	LU	Luxembourg	6	1	4500	1833	32	7
Hallohaus		204344733663623	Facebook	LU	Luxembourg	1	1	4489	897	79	39
Fonds Rose-Croix		1252538981478451	Facebook	LU	Luxembourg	7	1	4457	1443	87	0
Democracy Alive		277008469606499	Facebook	LU	Luxembourg	2	1	4265	2132	21	7
U.S. Mission to NATO		67014122312	Facebook	LU	Luxembourg	2	1	4253	1699	1	0
Volt Europa		1739550549695812	Facebook	LU	Luxembourg	2	1	4115	850	8	0
La Trompette Philadelphienne		1574246796218348	Facebook	LU	Luxembourg	5	1	4065	1022	21	2
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	LU	Luxembourg	5	1	3928	1667	29	5
MBRC		1853495178284518	Facebook	LU	Luxembourg	12	1	3872	1713	16	2
European Laurel		322124128611587	Facebook	LU	Luxembourg	1	1	3786	757	7	0
Touche pas à ma planète		2174582836142717	Facebook	LU	Luxembourg	37	1	3762	732	70	5
CYK : International Creche & Preschool		146957915972065	Facebook	LU	Luxembourg	1	1	3358	671	66	0
European Commission		107898832590939	Facebook	LU	Luxembourg	3	1	3326	1663	9	2
Die Philadelphia Posaune		541635382696298	Facebook	LU	Luxembourg	3	1	3102	597	30	0
hlx.com		310096572339545	Facebook	LU	Luxembourg	1	1	3009	601	30	6
Hoagard		331529506998997	Facebook	LU	Luxembourg	19	1	2960	626	5	1
eToro		193863317737	Facebook	LU	Luxembourg	14	1	2774	740	18	3
Less Saves The Planet		222697015050981	Facebook	LU	Luxembourg	3	1	2751	1313	6	1
ALDE CoR - Liberals and Democrats in the European Committee of the Regions		1033827283344362	Facebook	LU	Luxembourg	2	1	2730	1060	14	2
Evans Drumheads France		674783479551146	Facebook	LU	Luxembourg	2	1	2670	534	11	0
Promark France		1663616840564297	Facebook	LU	Luxembourg	2	1	2627	686	10	0
OGBL Commerce		2061969927406422	Facebook	LU	Luxembourg	1	1	2425	485	48	0
Pologize Fashion		274227073497806	Facebook	LU	Luxembourg	1	1	2391	1196	21	10
Gaia		182073298490036	Facebook	LU	Luxembourg	5	1	2292	1067	20	8
MasterClass		687589164666184	Facebook	LU	Luxembourg	3	1	2239	1119	9	1
Clone Evolution		1345821958781389	Facebook	LU	Luxembourg	1	1	2214	886	39	19
FFF		410836789472903	Facebook	LU	Luxembourg	1	1	2170	434	42	0
Radical Pantry		531069674026158	Facebook	LU	Luxembourg	12	1	2081	477	9	0
Eclairelavie		475156612973063	Facebook	LU	Luxembourg	11	1	2047	358	28	0
PRTG Network Monitor		142261582465552	Facebook	LU	Luxembourg	5	1	2028	856	13	2
Susanna van Tonder / MS awareness & advocacy		205282040247484	Facebook	LU	Luxembourg	2	1	1997	0	197	0
Berlin International University of Applied Sciences		753347444715991	Facebook	LU	Luxembourg	1	1	1983	991	9	1
La Montre Traceur GPS		2351537601739254	Facebook	LU	Luxembourg	2	1	1925	385	20	3
Krav Maga Nord		637221453133861	Facebook	LU	Luxembourg	1	1	1839	367	36	0
Udo Bullmann		68936775929	Facebook	LU	Luxembourg	2	1	1790	358	35	0
Monaco Tribune		561536140964487	Facebook	LU	Luxembourg	1	1	1790	358	3	0
EPP Group in the European Parliament		291699857688	Facebook	LU	Luxembourg	6	1	1762	817	3	0
Uni- Presse		432468573435743	Facebook	LU	Luxembourg	2	1	1720	831	4	0
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	LU	Luxembourg	60	1	1623	502	12	2
Saine Abondance		2106701562887023	Facebook	LU	Luxembourg	5	1	1619	666	10	3
Tuxy		870667836405958	Facebook	LU	Luxembourg	3	1	1613	705	6	1
dansmonplacard.fr		742487389469132	Facebook	LU	Luxembourg	21	1	1553	188	70	0
CAPinside.com		1176675472454246	Facebook	LU	Luxembourg	1	1	1447	289	28	0
Basmah		137973986840264	Facebook	LU	Luxembourg	20	1	1445	305	13	0
It's Canada Time - itscanadatime		974459525936546	Facebook	LU	Luxembourg	5	1	1424	283	6	2
Alana Alastair		260182614922220	Facebook	LU	Luxembourg	15	1	1406	161	75	0
Julia Reda		1444482109146991	Facebook	LU	Luxembourg	1	1	1401	700	13	0
Travel2Future		305489446782726	Facebook	LU	Luxembourg	2	1	1344	262	29	0
Feminn		1831978070233335	Facebook	LU	Luxembourg	4	1	1335	162	102	0
Culture Prime		1839998372756212	Facebook	LU	Luxembourg	1	1	1279	639	6	1
Climate-KIC		403370709744295	Facebook	LU	Luxembourg	2	1	1265	551	3	1
Erasmus Student Network		25226723130	Facebook	LU	Luxembourg	2	1	1261	630	0	0
GAîA		389280808172899	Facebook	LU	Luxembourg	1	1	1217	608	1	0
Afrika-innovation		225570141351956	Facebook	LU	Luxembourg	2	1	1209	261	22	0
Ecobeetv		586916818474722	Facebook	LU	Luxembourg	1	1	1203	601	11	0
LegacyFx		966644110116765	Facebook	LU	Luxembourg	3	1	1202	601	2	1
USR Diaspora	Uniunea Salvați România - USR	1793510380925494	Facebook	LU	Luxembourg	3	1	1200	577	1	0
Azelma Sigaux - Page Auteure		1713580465599489	Facebook	LU	Luxembourg	1	1	1178	589	10	0
Cecilia Malmström		258966159416	Facebook	LU	Luxembourg	1	1	1173	469	2	1
Stoke Travel		193334324519	Facebook	LU	Luxembourg	1	1	1146	573	1	0
Jeanne Magazine		1431517403731316	Facebook	LU	Luxembourg	1	1	1125	562	1	0
On Your Sleeve	ON YOUR SLEEVE	247943179229148	Facebook	LU	Luxembourg	13	1	1104	251	3	0
ALDE Group – Liberals and Democrats in the European Parliament	ALDE Group in the European Parliament. 	123910440019	Facebook	LU	Luxembourg	7	1	1082	464	3	0
Europeana.eu		10261403667	Facebook	LU	Luxembourg	2	1	1080	444	1	0
Talking Europe		316028505828375	Facebook	LU	Luxembourg	3	1	1077	513	4	0
FT Transact		643057169228509	Facebook	LU	Luxembourg	1	1	1022	511	5	1
Marie-Paule Dondelinger		2252124668379482	Facebook	LU	Luxembourg	1	1	999	0	99	0
Luxembourg in Transition		361665277356388	Facebook	LU	Luxembourg	1	1	999	0	99	0
Medicapets		726683364400004	Facebook	LU	Luxembourg	1	1	999	0	99	0
Piraten Gemeng Käl - Téiteng		320965061781027	Facebook	LU	Luxembourg	1	1	999	0	99	0
Piraten Gemeng Dippech		604411853293821	Facebook	LU	Luxembourg	1	1	999	0	99	0
Ligue des Droits de l'Homme Luxembourg		220113221445921	Facebook	LU	Luxembourg	1	1	999	0	99	0
Comité international de la Croix-Rouge		540364216018969	Facebook	LU	Luxembourg	1	1	974	487	0	0
Equilibre des énergies		154645694605913	Facebook	LU	Luxembourg	1	1	957	191	9	1
Rose tshirt		317160435809415	Facebook	LU	Luxembourg	1	1	942	188	16	8
Collision Conf		205093963028353	Facebook	LU	Luxembourg	7	1	936	290	11	0
Create.Refresh	Create.Refresh	1736881926615141	Facebook	LU	Luxembourg	4	1	935	437	2	0
Florida Invest		1757174107834441	Facebook	LU	Luxembourg	5	1	927	185	2	0
Giving Brush		1945237355733646	Facebook	LU	Luxembourg	6	1	893	358	8	1
Deutschland.de		31292782350	Facebook	LU	Luxembourg	11	1	862	173	15	0
Nathalie Zoromé		579629959183482	Facebook	LU	Luxembourg	4	1	791	150	16	0
Feminist Apparel		147698828729567	Facebook	LU	Luxembourg	11	1	774	341	4	1
Matthew Hussey		525275707491504	Facebook	LU	Luxembourg	7	1	774	312	6	1
Foire de Libramont		188294511201100	Facebook	LU	Luxembourg	1	1	757	378	7	0
