advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Referendum Commission		580832208630212	Facebook	IE	Ireland	39	1	10548226	4694082	65284	13724
European Parliament		178362315106	Facebook	IE	Ireland	104	1	8450270	3590268	56035	10050
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	IE	Ireland	190	1	7191562	2283930	38759	6095
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	IE	Ireland	3	1	2199998	1100000	10497	2100
European Greens		141366725876424	Facebook	IE	Ireland	44	1	2164040	1043895	15061	4160
Fine Gael	Fine Gael	264172043210	Facebook	IE	Ireland	8	1	2109993	905000	10092	3200
Facebook Ireland	Facebook Ireland	43110923010	Facebook	IE	Ireland	4	1	1999998	800001	19996	4000
Fianna Fáil	Fianna Fáil	222629035132	Facebook	IE	Ireland	42	1	1476952	462997	5857	700
Matt Carthy	Carthy Matt	580216935345125	Facebook	IE	Ireland	39	1	1286961	350000	5861	500
Sean Kelly MEP		340786422717552	Facebook	IE	Ireland	79	1	1228920	433999	10620	700
Kialo		729627343834501	Facebook	IE	Ireland	343	1	1050787	452850	6057	1649
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	IE	Ireland	35	1	904677	197856	4662	300
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	IE	Ireland	16	1	869984	267000	2884	600
Maria Walsh	Fine Gael	883806764992893	Facebook	IE	Ireland	21	1	797979	231000	4879	700
Women for Election	Women for Election	115885998520125	Facebook	IE	Ireland	10	1	769990	340000	3390	600
Labour Party	Labour Party	164027949687	Facebook	IE	Ireland	8	1	754991	360999	3591	699
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	IE	Ireland	10	1	709989	264999	2189	299
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	IE	Ireland	11	1	619781	216896	2288	299
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	IE	Ireland	18	1	555982	150000	3382	400
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	IE	Ireland	49	1	551908	181044	2387	363
Cllr. Éilis Ryan for Europe	The Workers' Party of Ireland	787376334669425	Facebook	IE	Ireland	17	1	547983	202000	2883	300
Guy Verhofstadt		99985820015	Facebook	IE	Ireland	2	1	504047	192309	1006	457
Department of Foreign Affairs and Trade		449282445418073	Facebook	IE	Ireland	1	1	499999	200000	4999	1000
Pro Life Campaign Ireland	Pro Life Campaign Ireland	224615650378	Facebook	IE	Ireland	5	1	499994	219999	3494	1299
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	IE	Ireland	14	1	480985	101999	1385	0
