country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
IE	Ireland	f18_24	female (18-24)	4148	1054	9960284	3951060	57011	8910
IE	Ireland	m18_24	male (18-24)	3907	1034	8853813	3457173	52021	8028
IE	Ireland	m25_34	male (25-34)	4331	1114	7449305	2762767	50020	7785
IE	Ireland	f25_34	female (25-34)	4703	1149	7281330	2744294	49027	7614
IE	Ireland	f35_44	female (35-44)	4652	1132	5884775	2204633	42191	6506
IE	Ireland	m35_44	male (35-44)	4287	1103	5440704	2004630	37790	5787
IE	Ireland	f45_54	female (45-54)	4413	1094	3848589	1394998	28364	4216
IE	Ireland	m45_54	male (45-54)	4065	1063	3489502	1243544	24734	3595
IE	Ireland	f55_64	female (55-64)	3701	1013	2148091	746198	16256	2264
IE	Ireland	m55_64	male (55-64)	3445	986	1683044	575672	12345	1642
IE	Ireland	f65_	female (65+)	3168	908	1550285	532117	11621	1683
IE	Ireland	m65_	male (65+)	2967	884	1174503	398837	8491	1173
IE	Ireland	f13_17	female (13-17)	573	200	664927	242066	3253	175
IE	Ireland	m13_17	male (13-17)	533	191	448690	164106	2515	135
IE	Ireland	u35_44	unknown (35-44)	3691	967	172958	64152	1204	184
IE	Ireland	u45_54	unknown (45-54)	3325	898	100947	36023	740	104
IE	Ireland	u25_34	unknown (25-34)	3561	941	85373	31555	612	88
IE	Ireland	u18_24	unknown (18-24)	2838	788	56311	21564	374	52
IE	Ireland	u55_64	unknown (55-64)	2436	799	37492	12883	282	38
IE	Ireland	u65_	unknown (65+)	2208	734	35051	11929	264	34
IE	Ireland	u13_17	unknown (13-17)	385	155	4441	1516	30	1
