spend_code_filter	spend_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
50_100	50 - 100	Kialo		729627343834501	Facebook	583	1	10927871	3951516	65995	13090
50_100	50 - 100	AMERISOFT SRL		AR573801583431647232	Google	216	1	8456983	830992	1780	0
50_100	50 - 100	COALICION CANARIA		AR489541609348661248	Google	3715	1	8249678	184271	32796	0
50_100	50 - 100	Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	176	1	7551574	749487	1559	0
50_100	50 - 100	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	849	1	6676286	556357	7069	0
50_100	50 - 100	Britain's Future	Britain's Future	1625300137516491	Facebook	3488	1	3937589	1043933	61973	0
50_100	50 - 100	KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	143	1	3862607	373857	1213	0
50_100	50 - 100	Rädda Barnen		72659261793	Facebook	232	1	3854387	1070082	30523	6310
50_100	50 - 100	KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1489	1	3508239	99222	13076	0
50_100	50 - 100	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	3579	1	3110927	748945	63590	0
50_100	50 - 100	People's Vote UK	People's Vote	748608695327755	Facebook	2643	1	2980484	706605	46960	0
50_100	50 - 100	România în primul rând	Future Innovation	770704223323599	Facebook	46	1	2905780	1253190	2407	482
50_100	50 - 100	ČSSD	ČSSD	111041662264882	Facebook	127	1	2537070	597413	12334	2467
50_100	50 - 100	Plan International Sverige		382243262003	Facebook	145	1	2405574	623258	18953	3921
50_100	50 - 100	LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	36	1	2174950	949986	2785	557
50_100	50 - 100	Partido Popular Regional De Canarias		AR288284801977286656	Google	139	1	2136836	201989	1116	0
50_100	50 - 100	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	27	1	2124955	864987	2089	417
50_100	50 - 100	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2087	1	2052801	458455	37081	0
50_100	50 - 100	Dungeon Defenders		107960282569653	Facebook	308	1	1967057	805883	8636	1553
50_100	50 - 100	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	55	1	1947160	686508	2879	576
50_100	50 - 100	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	45	1	1927194	761400	2355	472
50_100	50 - 100	HLAS		AR312619193323225088	Google	618	1	1869289	90363	5280	0
50_100	50 - 100	Venstre, Danmarks Liberale Parti		21465928829	Facebook	234	1	1862818	422457	6640	2495
50_100	50 - 100	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	58	1	1844964	659993	4333	866
50_100	50 - 100	Gazeta Wyborcza		63563473556	Facebook	73	1	1837310	469322	4230	847
