spend_code_filter	spend_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	253	1	3159880	799503	24969	0
0_50	0 - 50	Sosialidemokraatit SDP		108945982480217	Facebook	171	1	3083202	724737	16876	0
0_50	0 - 50	Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	88	1	3076306	943055	8684	0
0_50	0 - 50	KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	49	1	3069104	279757	2015	0
0_50	0 - 50	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	81	1	3037435	1039753	7994	0
0_50	0 - 50	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	187	1	2971256	853823	4917	1303
0_50	0 - 50	Klang der Solidarität		385076005313967	Facebook	72	1	2943311	1102685	6105	0
0_50	0 - 50	HLAS	První prezidentská	320144481956623	Facebook	257	1	2922007	681262	4515	1179
0_50	0 - 50	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	93	1	2886893	817447	9178	0
0_50	0 - 50	Médecins du Monde France		265420476920	Facebook	918	1	2886537	512321	90487	0
0_50	0 - 50	David Casa	David Casa	193035580892638	Facebook	81	1	2883914	722743	7994	0
0_50	0 - 50	Partito Democratico		77034286895	Facebook	70	1	2867975	1002868	6908	0
0_50	0 - 50	Groen	Groen	84920854319	Facebook	137	1	2865914	704799	13520	0
0_50	0 - 50	Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	1140	1	2793138	482493	112508	0
0_50	0 - 50	Plan International Sverige		382243262003	Facebook	241	1	2723944	740529	10992	3488
0_50	0 - 50	WeWorld Onlus		299584710061488	Facebook	343	1	2706207	671902	33851	0
0_50	0 - 50	Γιώργος Χατζημάρκος	Γιώργος Χατζημάρκος	2128150737398149	Facebook	79	1	2705473	618070	7796	0
0_50	0 - 50	Claudia Gamon	NEOS	447992848717452	Facebook	201	1	2670460	662930	19837	0
0_50	0 - 50	Lara Comi	Lara Comi	155619044465389	Facebook	79	1	2652638	607104	7796	0
0_50	0 - 50	INBOX	New Digital Media	369693523475596	Facebook	32	1	2646704	1193274	3158	0
0_50	0 - 50	Amref Health Africa - Italia		48677844864	Facebook	96	1	2636671	816450	9474	0
0_50	0 - 50	Open Vld	Open Vld	53668151866	Facebook	275	1	2607583	604113	27140	0
0_50	0 - 50	Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	92	1	2601908	622000	1807	470
0_50	0 - 50	Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	102	1	2533986	618070	10066	0
0_50	0 - 50	Gazeta Wyborcza		63563473556	Facebook	378	1	2528358	690345	7947	184
0_50	0 - 50	EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	95	1	2455238	653958	9375	0
0_50	0 - 50	DéFI	DéFI	173518112695794	Facebook	124	1	2445241	543303	12237	0
0_50	0 - 50	Cink, s.r.o.		AR361287976015101952	Google	24	1	2419079	230388	987	0
0_50	0 - 50	Aboca		295129913955200	Facebook	56	1	2377520	705796	5526	0
0_50	0 - 50	Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	89	1	2360540	767603	8783	0
0_50	0 - 50	Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	140	1	2343542	662930	13816	0
0_50	0 - 50	Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	111	1	2336593	577197	10954	0
0_50	0 - 50	Peter Mertens	PVDA	236485149843971	Facebook	505	1	2325234	480499	49839	0
0_50	0 - 50	Giosi Ferrandino	Giosi Ferrandino	141856142632410	Facebook	73	1	2323671	764612	7204	0
0_50	0 - 50	LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	83	1	2323278	805537	2587	666
0_50	0 - 50	Greens/EFA in the European Parliament		150527751674751	Facebook	45	1	2307443	850025	3885	0
0_50	0 - 50	Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	83	1	2288770	552275	8191	0
0_50	0 - 50	ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	81	1	2280797	620063	7994	0
0_50	0 - 50	Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	95	1	2269817	503428	9375	0
0_50	0 - 50	Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	202	1	2247779	657945	19935	0
0_50	0 - 50	Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	56	1	2238953	614082	5526	0
0_50	0 - 50	Unis pour les Droits Humains		1642871805813802	Facebook	28	1	2204381	834230	2374	0
0_50	0 - 50	SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	157	1	2199973	586169	15494	0
0_50	0 - 50	LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	94	1	2156173	611091	9277	0
0_50	0 - 50	Flamesite s.r.o.		AR522320249995919360	Google	176	1	2114637	74053	7240	0
0_50	0 - 50	European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	8	1	2093455	867292	789	0
0_50	0 - 50	ecoFuture & E.ON Energy Globe		104654572907664	Facebook	98	1	2088381	619067	9671	0
0_50	0 - 50	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	132	1	2057444	557260	13027	0
0_50	0 - 50	CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	246	1	2024127	0	10120	0
0_50	0 - 50	Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	139	1	2021549	455577	13718	0
0_50	0 - 50	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	43	1	2020647	684861	4243	0
0_50	0 - 50	Alfred Sant	Alfred Sant	537789116260209	Facebook	91	1	2015615	510406	8980	0
0_50	0 - 50	Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	68	1	2008660	526356	6711	0
0_50	0 - 50	Andreas Schieder	SPÖ	290881691011354	Facebook	104	1	1968748	430655	10263	0
0_50	0 - 50	Podemos	Unidas Podemos	269212336568846	Facebook	64	1	1965798	427664	6316	0
0_50	0 - 50	Danke, Freihandel.	VDMA	226651401514704	Facebook	222	1	1951684	434642	21909	0
0_50	0 - 50	Primavera Sound	Influence Digital Ltd	156656398155	Facebook	635	1	1934803	436460	52394	0
0_50	0 - 50	China Xinhua News		338109312883186	Facebook	3	1	1924404	865983	254	0
0_50	0 - 50	Best For Britain	Best for Britain	1863944713844924	Facebook	674	1	1911728	407650	55612	0
0_50	0 - 50	Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	212	1	1909824	539316	20922	0
0_50	0 - 50	Ιωάννης Πάιδας-Υποψήφιος Ευρωβουλευτής Νέας Δημοκρατίας		312321199470594	Facebook	44	1	1902017	616076	4342	0
0_50	0 - 50	TOP 09		AR268709096956362752	Google	156	1	1876020	65825	6417	0
0_50	0 - 50	Andy Street	The Conservative Party	625464517632792	Facebook	571	1	1871469	416293	47113	0
0_50	0 - 50	Greenpeace Magyarország		35634348348	Facebook	93	1	1870646	629241	7865	25
0_50	0 - 50	Venstre, Danmarks Liberale Parti		21465928829	Facebook	239	1	1869280	486108	9246	1656
0_50	0 - 50	Partito del Socialismo Europeo	Partito del Socialismo Europeo	1891926127734235	Facebook	40	1	1840214	568225	3947	0
0_50	0 - 50	Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	412	1	1837486	462841	9197	70
0_50	0 - 50	Greenpeace Luxembourg		67370457805	Facebook	130	1	1818193	424674	12829	0
0_50	0 - 50	Simona Petrík SPOLU - občianska demokracia	Hudáčková Silvia	132353247111236	Facebook	68	1	1802304	510406	6711	0
0_50	0 - 50	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	80	1	1781358	431652	7895	0
0_50	0 - 50	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	57	1	1770052	696344	4944	0
0_50	0 - 50	Ministère Délégué Chargé des MRE et des Affaires de la Migration		700101313362955	Facebook	11	1	1747792	728377	1071	0
0_50	0 - 50	Oxfam Italia		150200761667597	Facebook	262	1	1735319	371839	25857	0
0_50	0 - 50	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	652	1	1709377	290938	12069	933
0_50	0 - 50	National Geographic		107307059419	Facebook	3	1	1694705	797509	296	0
0_50	0 - 50	Valter Flego	Valter Flego	441675022557503	Facebook	47	1	1684773	445500	3985	0
0_50	0 - 50	Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	96	1	1673671	454764	3168	764
0_50	0 - 50	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	38	1	1665815	642984	1533	353
0_50	0 - 50	FDP Bremen	FDP Bremen	152934608113175	Facebook	269	1	1652571	410717	26548	0
0_50	0 - 50	Gestion et Action Libérale		AR201311233196949504	Google	200	1	1645632	0	8228	0
0_50	0 - 50	OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	35	1	1639844	399751	3454	0
0_50	0 - 50	Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	36	1	1638847	563241	3552	0
0_50	0 - 50	350.org		12185972707	Facebook	62	1	1638572	358901	5257	0
0_50	0 - 50	MÉS per Mallorca	MÉS per Mallorca	183718528322316	Facebook	48	1	1634847	356885	4737	0
0_50	0 - 50	Josef Caruana		166617437361908	Facebook	54	1	1632847	370842	5329	0
0_50	0 - 50	Σπύρος Ριζόπουλος	Spyridon Rizopoulos	2127727860849871	Facebook	54	1	1632847	408723	5329	0
0_50	0 - 50	Coalicion Canaria	Coalicion Canaria	1499578240271320	Facebook	35	1	1585016	490468	3454	0
0_50	0 - 50	SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	30	1	1579807	148106	1234	0
0_50	0 - 50	Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	29	1	1575053	575204	2862	0
0_50	0 - 50	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	99	1	1565874	555618	3932	837
0_50	0 - 50	Avocadostore		312453876194	Facebook	55	1	1565058	360873	5428	0
0_50	0 - 50	The Bamboo Brush Society		1152885191422950	Facebook	66	1	1560062	494456	6513	0
0_50	0 - 50	Comité Justice & Libertés Pour Tous - CJL		223006651523189	Facebook	5	1	1555139	613085	493	0
0_50	0 - 50	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	48	1	1555096	435639	4737	0
0_50	0 - 50	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	40	1	1549154	614098	3872	0
0_50	0 - 50	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	26	1	1544152	563241	2565	0
0_50	0 - 50	PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	45	1	1542139	505421	4441	0
0_50	0 - 50	Fianna Fáil		AR101183107301900288	Google	25	1	1538666	139878	1028	0
0_50	0 - 50	Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	57	1	1523187	468537	5625	0
0_50	0 - 50	IKEA	IKEA	112961202185776	Facebook	52	1	1516213	359876	5131	0
0_50	0 - 50	SPD-Bundestagsfraktion	SPD-Bundestagsfraktion	144380008933707	Facebook	58	1	1515211	349907	5724	0
0_50	0 - 50	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	665	1	1503363	301776	54869	0
0_50	0 - 50	Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	30	1	1501282	518381	2960	0
0_50	0 - 50	Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	313	1	1487129	336380	7901	1775
0_50	0 - 50	InFacts	InFacts	678120165658753	Facebook	83	1	1475693	323383	6848	0
0_50	0 - 50	Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	37	1	1467381	593148	3651	0
0_50	0 - 50	Delphinus		20411877802	Facebook	8	1	1449070	673542	678	0
0_50	0 - 50	Ruža Tomašić		1434305366791182	Facebook	38	1	1444537	371508	3680	0
0_50	0 - 50	Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	118	1	1443375	329969	11645	0
0_50	0 - 50	Colores Contra la Violencia		491948314339036	Facebook	40	1	1440462	470530	3947	0
0_50	0 - 50	Μιχαλίτσης Κωνσταντίνος	Μιχαλιτσης Κωνσταντινος 	760837734005868	Facebook	17	1	1435500	545297	1677	0
0_50	0 - 50	Fabrizio Marrazzo		174478206566341	Facebook	45	1	1417529	357882	4441	0
0_50	0 - 50	Scientists for EU	Scientists for EU	642444842524195	Facebook	41	1	1412343	284491	3382	0
0_50	0 - 50	Miroslav Žiak		396331590493376	Facebook	97	1	1405514	328972	9573	0
0_50	0 - 50	Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	27	1	1391627	493459	2664	0
0_50	0 - 50	Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	57	1	1383622	308038	5625	0
0_50	0 - 50	Elena Gentile	Elena Gentile	1426435657576038	Facebook	39	1	1380650	419689	3848	0
0_50	0 - 50	Harald Vilimsky		547597092025909	Facebook	78	1	1376623	353895	7697	0
0_50	0 - 50	Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	55	1	1371662	353895	5428	0
0_50	0 - 50	Sverige för UNHCR		643137272398136	Facebook	78	1	1364097	316125	3070	941
0_50	0 - 50	MSZP	MSZP	115388925185513	Facebook	57	1	1360468	355407	1266	373
0_50	0 - 50	George Kyrtsos - Γιώργος Κύρτσος	DigitalWise Agency 	1413834448867079	Facebook	42	1	1347749	391776	4145	0
0_50	0 - 50	Die Grünen	Die Grünen	21759893033	Facebook	44	1	1335785	302056	4342	0
0_50	0 - 50	Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	62	1	1335593	328938	6104	0
0_50	0 - 50	Antonio Tajani	Antonio Tajani	506531149512596	Facebook	43	1	1334789	328972	4243	0
0_50	0 - 50	Massimiliano Smeriglio	Massimiliano Smeriglio	182266801912488	Facebook	52	1	1331789	346916	5131	0
0_50	0 - 50	Röda Korset		111630258867610	Facebook	57	1	1323218	304036	3146	1173
0_50	0 - 50	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	261	1	1319618	301059	25758	0
0_50	0 - 50	McCabe 4 Mayor	John Mccabe	564061654107377	Facebook	788	1	1317455	234075	65018	0
0_50	0 - 50	Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	45	1	1309046	501174	2089	455
0_50	0 - 50	Partido Socialista Europeo		442423976113917	Facebook	26	1	1300912	550281	2565	0
0_50	0 - 50	Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	92	1	1300671	303217	7591	0
0_50	0 - 50	Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	90	1	1295863	295078	8882	0
0_50	0 - 50	Francesca Puglisi	Francesca Puglisi	196965250328047	Facebook	35	1	1292928	365857	3454	0
0_50	0 - 50	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	144	1	1290825	297072	14211	0
0_50	0 - 50	Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	65	1	1287913	270156	6414	0
0_50	0 - 50	European Commission		107898832590939	Facebook	42	1	1282952	286106	4145	0
0_50	0 - 50	kontrast.at	kontrast.at	1079650008770485	Facebook	48	1	1282946	402742	4737	0
0_50	0 - 50	Στέλιος Κυμπουρόπουλος	Στέλιος Κυμπουρόπουλος	323456224972682	Facebook	50	1	1261012	353895	4934	0
0_50	0 - 50	Carmine Pacente	Carmelo Iannicelli	218066501942820	Facebook	70	1	1253017	265172	6908	0
0_50	0 - 50	Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	769	1	1251323	124610	75894	0
0_50	0 - 50	Alex Salmond	Slainte Media	136191876445102	Facebook	68	1	1247391	352913	5610	0
0_50	0 - 50	Kyriakos Mitsotakis		34848567724	Facebook	27	1	1225147	396761	2664	0
0_50	0 - 50	Miroslav Beblavý SPOLU - občianska demokracia	SPOLU - občianska demokracia	312985238719495	Facebook	52	1	1223129	353895	5131	0
0_50	0 - 50	The Migrant Project in France - Arabic		325776038032841	Facebook	8	1	1217362	539120	429	0
0_50	0 - 50	Крум Дончев/Krum Donchev		155516354469476	Facebook	8	1	1203708	538833	678	0
0_50	0 - 50	Brecht Warnez	Warnez Brecht Luc T	998887823550443	Facebook	151	1	1178170	325982	14902	0
0_50	0 - 50	Kathleen Van Brempt	Kathleen Van Brempt	206193139504506	Facebook	129	1	1177195	264175	12731	0
0_50	0 - 50	Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	73	1	1171678	304247	6606	0
0_50	0 - 50	Μαρία Σπυράκη		657782574275153	Facebook	38	1	1166320	377820	3750	0
0_50	0 - 50	Krzysztof Hetman	Krzysztof Hetman	1607487699534202	Facebook	59	1	1166159	355212	2202	70
0_50	0 - 50	Respeto LGTB		2315084548728652	Facebook	301	1	1166058	231277	29706	0
0_50	0 - 50	Nicola Caputo	Nicola Caputo	1439514556290274	Facebook	83	1	1159297	346916	8191	0
0_50	0 - 50	Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	116	1	1144311	275140	11448	0
0_50	0 - 50	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	171	1	1137095	272368	4460	441
0_50	0 - 50	CD&V	CD&V	52997544531	Facebook	80	1	1131387	300063	7895	0
0_50	0 - 50	Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	26	1	1130704	264825	2552	0
0_50	0 - 50	Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	69	1	1126391	260723	5693	0
0_50	0 - 50	Liam Byrne	Liam Byrne MP	147894618876725	Facebook	53	1	1125683	246319	4373	0
0_50	0 - 50	Maurits Vande Reyde	Vande Reyde Maurits Jozef	1797427180478228	Facebook	77	1	1120424	293084	7599	0
0_50	0 - 50	School Cuts	National Education Union	871798409656672	Facebook	97	1	1117728	287372	8003	0
0_50	0 - 50	Ioannis Vardakastanis	Ioannis Vardakastanis	195643347979465	Facebook	92	1	1115425	320000	9079	0
0_50	0 - 50	NÁRODNÁ KOALÍCIA	NÁRODNÁ KOALÍCIA	145677979100505	Facebook	119	1	1113404	287103	11744	0
0_50	0 - 50	Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	134	1	1102573	0	5512	0
0_50	0 - 50	TRT World		1559901027613381	Facebook	5	1	1100817	538179	302	60
0_50	0 - 50	Save the Planet		1682886968609155	Facebook	40	1	1097533	287103	3947	0
0_50	0 - 50	Valori.it		112777008752391	Facebook	96	1	1090499	283116	9474	0
0_50	0 - 50	Rosanna Conte	Rosanna Conte - Candidata della Lega	1035757379850845	Facebook	91	1	1089507	241246	8980	0
0_50	0 - 50	Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	71	1	1088530	281122	7007	0
0_50	0 - 50	Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	52	1	1084291	370221	2322	493
0_50	0 - 50	Social Media Ads	Alexander Dietrich	561953460655717	Facebook	43	1	1079586	257196	4243	0
0_50	0 - 50	Joe Sammut		433245190070343	Facebook	72	1	1071582	260187	7105	0
0_50	0 - 50	Nicola Danti		241424056063716	Facebook	42	1	1067624	246231	4145	0
0_50	0 - 50	Μάκης Παπαδόπουλος - Ο Τόπος Της Ζωής Μας	Μάκης Παπαδόπουλος	1433780063507247	Facebook	50	1	1064625	331963	4934	0
0_50	0 - 50	Parlement européen en France	Parlement européen en France	279757933824	Facebook	26	1	1056674	229284	2565	0
0_50	0 - 50	Patryk Jaki		199877710116314	Facebook	214	1	1043290	286832	4180	182
0_50	0 - 50	World Bank		153371894688575	Facebook	36	1	1042993	307905	3052	0
0_50	0 - 50	Virginia Puzzolo	Virginia Puzzolo	1950051888380307	Facebook	72	1	1027719	206355	7105	0
0_50	0 - 50	RefugiadosSOS		550220551831041	Facebook	614	1	1023191	112648	60596	0
0_50	0 - 50	Παύλος Ελευθεριάδης		768996799785550	Facebook	25	1	1022874	334986	2254	0
