spend_code_filter	spend_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
5k_10k	5k - 10k	Future Innovation SRL		AR474748779908562944	Google	23	1	34612310	3461231	136393	2273
5k_10k	5k - 10k	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	37	1	31508865	3150886	219415	3656
5k_10k	5k - 10k	Kansallinen Kokoomus r.p.		AR210958348219056128	Google	21	1	22831078	2283107	124533	2075
5k_10k	5k - 10k	European Parliament		178362315106	Facebook	17	1	11823487	5836819	124055	58454
5k_10k	5k - 10k	Freiheitliche Partei Österreich		AR333020356698701824	Google	14	1	9171965	917196	83022	1383
5k_10k	5k - 10k	People's Vote UK	People's Vote	748608695327755	Facebook	61	1	8752321	3879702	120932	25653
5k_10k	5k - 10k	Best For Britain	Best for Britain	1863944713844924	Facebook	49	1	8095217	3748046	99205	24231
5k_10k	5k - 10k	Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	22	1	7906867	790686	130463	2174
5k_10k	5k - 10k	Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	14	1	7535244	753129	83022	1383
5k_10k	5k - 10k	Conservatives	The Conservative Party	8807334278	Facebook	29	1	6562897	3060423	57045	11411
5k_10k	5k - 10k	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	5	1	6147589	614758	29650	494
5k_10k	5k - 10k	Podemos	Unidas Podemos	269212336568846	Facebook	6	1	5999994	3000000	59994	30000
5k_10k	5k - 10k	Suomen Keskusta r.p.		AR441112520191639552	Google	10	1	3577857	357785	59301	988
5k_10k	5k - 10k	The Labour Party	The Labour Party	25749647410	Facebook	20	1	3026411	1275176	39342	7869
5k_10k	5k - 10k	UK government	UK government	408582579294175	Facebook	16	1	2845370	1242134	33352	9595
5k_10k	5k - 10k	The Brexit Party	The Brexit Party	230416667843105	Facebook	24	1	2774074	1336034	48619	11918
5k_10k	5k - 10k	Partido Animalista PACMA		AR145115193901318144	Google	4	1	2569731	256973	23720	395
5k_10k	5k - 10k	NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	2	1	2174388	217438	11860	197
5k_10k	5k - 10k	SOCIALDEMOKRATIET		AR271193993235136512	Google	11	1	1996483	199648	65231	1087
5k_10k	5k - 10k	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	21	1	1975549	892236	41778	9088
5k_10k	5k - 10k	Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	7	1	1530209	680094	13769	2754
5k_10k	5k - 10k	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	11	1	1407323	635654	22577	5978
5k_10k	5k - 10k	Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	9	1	1245331	124533	53371	889
5k_10k	5k - 10k	ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	7	1	1205797	120579	41511	691
5k_10k	5k - 10k	Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	5	1	1190162	544075	9835	1967
