spend_code_filter	spend_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
10k_50k	10k - 50k	Future Innovation SRL		AR474748779908562944	Google	23	1	60120392	6012039	236910	3948
10k_50k	10k - 50k	Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	23	1	57984661	5798466	253160	17052
10k_50k	10k - 50k	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	37	1	54729815	5472981	381117	6351
10k_50k	10k - 50k	Kansallinen Kokoomus r.p.		AR210958348219056128	Google	21	1	39656798	3965679	216309	3605
10k_50k	10k - 50k	Freiheitliche Partei Österreich		AR333020356698701824	Google	15	1	20356459	2035645	170756	15678
10k_50k	10k - 50k	Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	14	1	13088460	1308159	144206	2403
10k_50k	10k - 50k	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	5	1	10678150	1067815	51502	858
10k_50k	10k - 50k	Suomen Keskusta r.p.		AR441112520191639552	Google	10	1	6214615	621461	103004	1716
10k_50k	10k - 50k	Partido Animalista PACMA		AR145115193901318144	Google	4	1	4463535	446353	41201	686
10k_50k	10k - 50k	Best For Britain	Best for Britain	1863944713844924	Facebook	6	1	4341720	2131392	54803	27404
10k_50k	10k - 50k	NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	2	1	3776837	377683	20600	343
10k_50k	10k - 50k	SOCIALDEMOKRATIET		AR271193993235136512	Google	11	1	3467823	346782	113305	1888
10k_50k	10k - 50k	UK government	UK government	408582579294175	Facebook	4	1	2762913	1341987	36535	18269
10k_50k	10k - 50k	SPD		AR456734381399080960	Google	13	1	2399595	239959	150156	15335
10k_50k	10k - 50k	The Brexit Party	The Brexit Party	230416667843105	Facebook	3	1	2368211	1184106	27401	13702
10k_50k	10k - 50k	People's Vote UK	People's Vote	748608695327755	Facebook	3	1	2238833	1119418	56456	16772
10k_50k	10k - 50k	Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	9	1	2163098	216309	92704	1545
10k_50k	10k - 50k	ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	7	1	2094428	209442	72103	1201
10k_50k	10k - 50k	Liberal Alliance		AR183859784640888832	Google	6	1	2060093	206009	61802	1030
10k_50k	10k - 50k	Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	2	1	1999998	1000000	99998	20000
10k_50k	10k - 50k	Venstres Landsorganisation		AR283015942256984064	Google	10	1	1579404	157940	103004	1716
10k_50k	10k - 50k	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	2	1	1578807	789404	18267	9134
10k_50k	10k - 50k	Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	4	1	1064381	106438	41201	686
10k_50k	10k - 50k	Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	4	1	1064381	106438	41201	686
10k_50k	10k - 50k	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	1	1	999999	500000	49999	10000
