day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d127	2019-05-07	FI	Finland	437	89	789644	246685	11827	890
d126	2019-05-06	FI	Finland	491	97	840562	259760	13511	903
d125	2019-05-05	FI	Finland	475	100	861678	272654	11896	981
d124	2019-05-04	FI	Finland	454	103	1602278	626387	16733	3854
d123	2019-05-03	FI	Finland	452	103	1221358	477659	12456	3105
d122	2019-05-02	FI	Finland	379	92	1154825	453916	10599	3058
d121	2019-05-01	FI	Finland	327	90	954128	408467	8972	2948
d120	2019-04-30	FI	Finland	337	96	1002240	427670	8994	3047
d119	2019-04-29	FI	Finland	347	95	1277196	553505	11583	4391
d118	2019-04-28	FI	Finland	303	90	543854	212599	5558	1574
d117	2019-04-27	FI	Finland	302	90	516383	208109	5153	1544
d116	2019-04-26	FI	Finland	331	92	500512	209548	4975	1524
d115	2019-04-25	FI	Finland	292	93	202909	65323	2140	256
d114	2019-04-24	FI	Finland	293	96	232680	81091	2402	283
d113	2019-04-23	FI	Finland	298	94	172703	53241	1809	245
d112	2019-04-22	FI	Finland	265	95	215541	80884	3326	541
d111	2019-04-21	FI	Finland	267	97	206978	80675	3186	577
d110	2019-04-20	FI	Finland	267	102	233252	89793	3566	671
d109	2019-04-19	FI	Finland	292	112	146999	49123	1667	232
d108	2019-04-18	FI	Finland	295	115	316265	83264	2808	416
d107	2019-04-17	FI	Finland	275	114	144360	43844	1370	167
d106	2019-04-16	FI	Finland	308	121	204059	53624	2326	357
d105	2019-04-15	FI	Finland	403	146	198733	54573	3227	314
d104	2019-04-14	FI	Finland	838	277	2637751	961291	25491	5212
d103	2019-04-13	FI	Finland	912	307	2227210	713552	23057	3429
d102	2019-04-12	FI	Finland	944	309	2297140	737791	20632	3297
d101	2019-04-11	FI	Finland	889	304	1993405	653013	17025	2697
d100	2019-04-10	FI	Finland	812	312	1860928	617257	14827	2497
d099	2019-04-09	FI	Finland	1021	328	2287755	718000	24909	2993
d098	2019-04-08	FI	Finland	954	335	2048997	657870	18912	2582
d097	2019-04-07	FI	Finland	833	314	1634704	550467	13252	2199
d096	2019-04-06	FI	Finland	825	310	1543904	526375	13198	2078
d095	2019-04-05	FI	Finland	840	314	1674239	572180	14993	2513
d094	2019-04-04	FI	Finland	804	302	1458289	494510	13781	2215
d093	2019-04-03	FI	Finland	760	285	1361380	472924	12787	1941
d092	2019-04-02	FI	Finland	620	242	942638	339495	9624	1421
d091	2019-04-01	FI	Finland	540	215	953450	342638	8591	1503
d090	2019-03-31	FI	Finland	529	210	793959	292866	7549	1245
d089	2019-03-30	FI	Finland	522	206	857496	321750	7883	1329
d088	2019-03-29	FI	Finland	536	218	1221208	484283	14949	2651
d087	2019-03-28	FI	Finland	520	202	945520	349949	9579	1547
d086	2019-03-27	FI	Finland	498	188	953389	357311	8923	1572
d085	2019-03-26	FI	Finland	468	174	798256	315804	6850	1211
d084	2019-03-25	FI	Finland	436	173	636948	251008	5798	989
d083	2019-03-24	FI	Finland	422	173	644414	246254	5772	964
d082	2019-03-23	FI	Finland	432	176	651409	246517	6186	957
d081	2019-03-22	FI	Finland	462	191	721500	260814	7249	1044
d080	2019-03-21	FI	Finland	428	183	588321	221120	5530	635
d079	2019-03-20	FI	Finland	395	165	627188	227360	5174	661
d078	2019-03-19	FI	Finland	337	152	493946	195480	4455	543
d077	2019-03-18	FI	Finland	320	138	295040	106935	3742	377
d076	2019-03-17	FI	Finland	252	117	266316	96797	2971	383
d075	2019-03-16	FI	Finland	244	114	291129	103687	2926	405
d074	2019-03-15	FI	Finland	266	127	328234	112842	3358	381
