advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	65_	65+	3899	1	22111016	6518701	255794	35759
Ciudadanos	Ciudadanos	74078667754	Facebook	65_	65+	4690	1	7773364	2403612	76052	6137
People's Vote UK	People's Vote	748608695327755	Facebook	65_	65+	3225	1	7547171	2416151	126056	20849
We are the 52%	We are the 52%	466744973727718	Facebook	65_	65+	278	1	6686836	2391177	20437	2656
38 Degrees	38 Degrees	200006375787	Facebook	65_	65+	612	1	5792511	2085256	39940	5567
Conservatives	The Conservative Party	8807334278	Facebook	65_	65+	1695	1	5635901	2053264	80845	10325
Podemos	Unidas Podemos	269212336568846	Facebook	65_	65+	186	1	5555794	2514101	36794	9686
Partido Popular	Partido Popular	72249031214	Facebook	65_	65+	1364	1	5067654	1592570	59401	2951
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	65_	65+	3049	1	4821756	1512660	95845	9498
The Labour Party	The Labour Party	25749647410	Facebook	65_	65+	613	1	4271110	1677701	40103	9152
Best For Britain	Best for Britain	1863944713844924	Facebook	65_	65+	749	1	4252094	1755036	64285	14312
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	65_	65+	275	1	4079906	1664814	18864	3579
European Parliament		178362315106	Facebook	65_	65+	780	1	4040455	1711263	24594	5237
Vattenfall Sverige		608975645850217	Facebook	65_	65+	28	1	3917339	1781658	48608	13431
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	65_	65+	72	1	3086983	1356335	7147	2011
Sosialidemokraatit SDP		108945982480217	Facebook	65_	65+	202	1	3001545	1190322	18500	3780
SPD	SPD	47930567748	Facebook	65_	65+	4016	1	2661634	608930	79253	2605
The Brexit Party	The Brexit Party	230416667843105	Facebook	65_	65+	58	1	2582772	1177140	33007	8381
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	65_	65+	39	1	2531427	1184178	6089	2738
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	65_	65+	2168	1	2299605	680933	38360	3165
Partito Democratico		77034286895	Facebook	65_	65+	113	1	2276886	1005828	10795	2398
Greenpeace France		39435457457	Facebook	65_	65+	121	1	1982375	897264	10507	2439
Partidul Naţional Liberal		181375448581167	Facebook	65_	65+	90	1	1794609	735401	3450	912
Right To Vote	Right to Vote	408236463256774	Facebook	65_	65+	358	1	1660196	405268	15608	1880
Fidesz	Fidesz	9844779306	Facebook	65_	65+	43	1	1619439	770042	5569	2734
