advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partido Popular	Partido Popular	72249031214	Facebook	45_54	45-54	2430	1	20921713	6530886	165172	14843
European Parliament		178362315106	Facebook	45_54	45-54	1015	1	20084438	8851437	120388	29511
Britain's Future	Britain's Future	1625300137516491	Facebook	45_54	45-54	3897	1	19359900	5928768	225851	33175
Ciudadanos	Ciudadanos	74078667754	Facebook	45_54	45-54	4757	1	18728488	5732910	169892	14335
Podemos	Unidas Podemos	269212336568846	Facebook	45_54	45-54	301	1	18656925	8314242	116843	30837
People's Vote UK	People's Vote	748608695327755	Facebook	45_54	45-54	3390	1	15693206	5270798	227964	40085
Kialo		729627343834501	Facebook	45_54	45-54	667	1	10656826	4313053	78617	20175
Conservatives	The Conservative Party	8807334278	Facebook	45_54	45-54	1739	1	7427381	2960808	83510	11353
The Labour Party	The Labour Party	25749647410	Facebook	45_54	45-54	619	1	7418513	2932428	65138	14560
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	45_54	45-54	3082	1	7353250	2430496	118214	14437
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	45_54	45-54	75	1	6586513	2907648	14811	4237
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	45_54	45-54	270	1	6284439	2450477	32006	5985
Best For Britain	Best for Britain	1863944713844924	Facebook	45_54	45-54	763	1	5609844	2350390	79563	18837
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	45_54	45-54	2227	1	5306282	1683377	69887	7141
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	45_54	45-54	95	1	5283753	2407572	18770	4438
We are the 52%	We are the 52%	466744973727718	Facebook	45_54	45-54	278	1	5160898	1912950	14084	1908
38 Degrees	38 Degrees	200006375787	Facebook	45_54	45-54	611	1	4977768	1827237	33234	5065
SPD	SPD	47930567748	Facebook	45_54	45-54	4202	1	4703228	1450145	91137	5687
sp.a	sp.a	57253967150	Facebook	45_54	45-54	156	1	4511565	1887860	20947	5208
Partito Democratico		77034286895	Facebook	45_54	45-54	129	1	4036296	1763740	15735	3974
Greenpeace France		39435457457	Facebook	45_54	45-54	121	1	3869095	1739759	20181	4667
CDU	CDU	78502295414	Facebook	45_54	45-54	3170	1	3807701	954690	44421	0
Partidul Naţional Liberal		181375448581167	Facebook	45_54	45-54	97	1	3636639	1539248	6051	1674
Sosialidemokraatit SDP		108945982480217	Facebook	45_54	45-54	239	1	3224187	1309198	18149	4289
Vlaams Belang	Vlaams Belang	56605856504	Facebook	45_54	45-54	57	1	3127990	1438191	21618	4949
