advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	35_44	35-44	1055	1	32629089	14643956	191532	48773
Podemos	Unidas Podemos	269212336568846	Facebook	35_44	35-44	318	1	26607237	11814671	161181	42103
Ciudadanos	Ciudadanos	74078667754	Facebook	35_44	35-44	5487	1	24541498	7388377	256502	17228
People's Vote UK	People's Vote	748608695327755	Facebook	35_44	35-44	3404	1	20380670	7118180	264575	48465
Kialo		729627343834501	Facebook	35_44	35-44	700	1	16640907	6728498	114612	28644
Partido Popular	Partido Popular	72249031214	Facebook	35_44	35-44	1296	1	16189316	6146499	92874	13436
Britain's Future	Britain's Future	1625300137516491	Facebook	35_44	35-44	3881	1	13450441	4230055	155262	22947
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	35_44	35-44	3092	1	8886070	3014408	129848	17017
Conservatives	The Conservative Party	8807334278	Facebook	35_44	35-44	1869	1	7836686	3052216	83341	11357
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	35_44	35-44	2255	1	7528579	2508880	84875	9665
The Labour Party	The Labour Party	25749647410	Facebook	35_44	35-44	601	1	6975986	2743759	57134	11983
Rädda Barnen		72659261793	Facebook	35_44	35-44	574	1	6597920	2118630	56786	14239
Best For Britain	Best for Britain	1863944713844924	Facebook	35_44	35-44	818	1	6351626	2687144	80612	19433
PSOE	PSOE	189318235003	Facebook	35_44	35-44	330	1	5791693	2318813	19229	3606
sp.a	sp.a	57253967150	Facebook	35_44	35-44	172	1	5533195	2374135	23236	6057
CDU	CDU	78502295414	Facebook	35_44	35-44	3170	1	5471856	1360955	61951	0
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	35_44	35-44	66	1	4821755	2098745	11246	3131
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	35_44	35-44	95	1	4737322	2189499	14501	3431
SPD	SPD	47930567748	Facebook	35_44	35-44	4039	1	4290273	1524361	65722	5480
Greenpeace France		39435457457	Facebook	35_44	35-44	125	1	4113169	1834921	20489	4661
Partito Democratico		77034286895	Facebook	35_44	35-44	129	1	3825989	1676017	13790	3637
Vlaams Belang	Vlaams Belang	56605856504	Facebook	35_44	35-44	57	1	3714778	1715249	23535	5484
Un país moderno	Unidas Podemos	577723459314066	Facebook	35_44	35-44	43	1	3597791	1663392	17013	3809
38 Degrees	38 Degrees	200006375787	Facebook	35_44	35-44	609	1	3419975	1275160	22879	3516
Sosialidemokraatit SDP		108945982480217	Facebook	35_44	35-44	246	1	3392897	1353539	21415	5247
