week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-17	CZ	Czechia	2356	207	20845978	6745841	80999	20850
w019	Week 19	2019-05-06	2019-05-12	CZ	Czechia	2683	206	24628973	8332502	97025	23662
w018	Week 18	2019-04-29	2019-05-05	CZ	Czechia	1535	215	15483525	5693177	55615	17108
w017	Week 17	2019-04-22	2019-04-28	CZ	Czechia	1123	204	8338761	2625206	35434	9723
w016	Week 16	2019-04-15	2019-04-21	CZ	Czechia	1003	229	10452938	3533778	38501	9374
w015	Week 15	2019-04-08	2019-04-14	CZ	Czechia	1071	324	6283318	2423396	28532	5347
w014	Week 14	2019-04-01	2019-04-07	CZ	Czechia	868	329	3378781	1175861	13129	2257
w013	Week 13	2019-03-25	2019-03-31	CZ	Czechia	603	236	3531283	1359261	15865	3372
w012	Week 12	2019-03-18	2019-03-24	CZ	Czechia	485	212	4084819	1588344	19899	4116
w011	Week 11	2019-03-11	2019-03-17	CZ	Czechia	266	123	1078309	320508	4094	757
w010	Week 10	2019-03-04	2019-03-10	CZ	Czechia	284	107	1259971	432558	2948	538
w009	Week 9	2019-02-25	2019-03-03	CZ	Czechia	135	59	261368	67269	1113	115
w008	Week 8	2019-02-18	2019-02-24	CZ	Czechia	98	48	218463	69390	804	164
w007	Week 7	2019-02-11	2019-02-17	CZ	Czechia	75	41	219276	88102	604	116
w006	Week 6	2019-02-04	2019-02-10	CZ	Czechia	72	34	210360	69831	827	161
w005	Week 5	2019-01-28	2019-02-03	CZ	Czechia	72	28	88538	30769	265	60
w004	Week 4	2019-01-21	2019-01-27	CZ	Czechia	58	27	92047	31293	278	76
w003	Week 3	2019-01-14	2019-01-20	CZ	Czechia	63	25	151027	62915	758	167
w002	Week 2	2019-01-07	2019-01-13	CZ	Czechia	47	24	46263	18244	166	48
w001	Week 1	2019-01-01	2019-01-06	CZ	Czechia	28	14	102704	51108	396	188
