advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	vidzeme_LV	Vidzeme, Latvia	28	1	399283	114332	1027	62
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	vidzeme_LV	Vidzeme, Latvia	42	1	264279	55341	1043	0
Centrālā vēlēšanu komisija	Centrālā vēlēšanu komisija	236758520084700	Facebook	vidzeme_LV	Vidzeme, Latvia	5	1	168916	78523	332	66
European Parliament	European Parliament	178362315106	Facebook	vidzeme_LV	Vidzeme, Latvia	15	1	137496	61806	468	77
PROGRESĪVIE	PROGRESĪVIE	184096511636333	Facebook	vidzeme_LV	Vidzeme, Latvia	79	1	135697	35550	1205	11
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	vidzeme_LV	Vidzeme, Latvia	13	1	106716	34274	413	56
Baiba Rubesa	Partiju apvienība Attīstībai/Par!	557368648087077	Facebook	vidzeme_LV	Vidzeme, Latvia	10	1	102717	23286	275	0
Roberts Zīle	Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"	508959865842254	Facebook	vidzeme_LV	Vidzeme, Latvia	8	1	72210	28984	390	73
European Commission	European Commission	107898832590939	Facebook	vidzeme_LV	Vidzeme, Latvia	25	1	56837	23807	191	34
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	vidzeme_LV	Vidzeme, Latvia	6	1	46987	18015	208	75
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	vidzeme_LV	Vidzeme, Latvia	12	1	42485	13232	220	12
Eiropas Komisijas pārstāvniecība Latvijā	Eiropas Komisijas pārstāvniecība Latvijā	185497885323119	Facebook	vidzeme_LV	Vidzeme, Latvia	5	1	32539	6508	64	0
Beata Jonite	Jonite Beata	245261032767933	Facebook	vidzeme_LV	Vidzeme, Latvia	2	1	29844	12162	121	20
Edvards Smiltēns LV		400861240278635	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	26660	13330	66	13
Русский союз Латвии	Latvijas Krievu savienība	545693602214498	Facebook	vidzeme_LV	Vidzeme, Latvia	3	1	26491	12316	106	21
Rihards Kols	Rihards Kols	960297957323800	Facebook	vidzeme_LV	Vidzeme, Latvia	5	1	22678	5319	65	0
Zanda Kalniņa-Lukaševica	Kalniņa-Lukaševica Zanda	414381482703957	Facebook	vidzeme_LV	Vidzeme, Latvia	4	1	22288	4844	54	0
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	vidzeme_LV	Vidzeme, Latvia	2	1	21700	8593	28	0
Ģirts Valdis Kristovskis	Kristovskis Girts Valdis	1904064289853145	Facebook	vidzeme_LV	Vidzeme, Latvia	2	1	14119	2823	27	0
Ijabs Ivars	partiju apvienība "Attīstībai/Par!"	345347539390006	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	12652	6326	63	12
European Greens	European Greens	141366725876424	Facebook	vidzeme_LV	Vidzeme, Latvia	3	1	11085	5482	58	11
Dainis Grabovskis		446952386112096	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	8661	1732	17	0
Inese Ikstena Eiropas Parlamenta deputāta kandidāte	Ikstena Inese	2214339072152669	Facebook	vidzeme_LV	Vidzeme, Latvia	2	1	7588	1502	22	0
Andis Kudors	Jaunā konservatīvā partija	378991322688846	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	7029	1406	70	14
Dmitrijs Golubevs	Dmitrijs Golubevs	603479506715383	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	6261	1252	62	12
Jānis Grasbergs	Jānis Grasbergs	329580341010027	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	6170	3085	61	0
Finanšu ministrija	Latvijas Republikas Finanšu ministrija	524714174238878	Facebook	vidzeme_LV	Vidzeme, Latvia	3	1	5829	1667	24	0
European Free Alliance	European Free Alliance	46708306425	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	4745	949	9	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	vidzeme_LV	Vidzeme, Latvia	9	1	1489	676	2	0
PPA "Latviešu Nacionālisti"	PPA "Latviešu Nacionālisti"	335814573629639	Facebook	vidzeme_LV	Vidzeme, Latvia	2	1	1171	234	23	0
Radosas Idejas		164028997552617	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	1009	201	17	0
Rebeka Kiršteina	Rebeka Kiršteina	2224622181136990	Facebook	vidzeme_LV	Vidzeme, Latvia	3	1	884	176	17	0
Uģis ROTBERGS, dabas advokāts	Rotbergs Ugis	1470597813212092	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	786	157	15	0
Inga Bite		817553901708041	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	769	153	15	0
Agnese Villere Eiropas Parlamenta kandidāte	Jaunā konservatīvā partija	1086674038184163	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	462	231	4	0
ALDE Party – Liberals and Democrats for Europe	ALDE Party – Liberals and Democrats for Europe	262681199589	Facebook	vidzeme_LV	Vidzeme, Latvia	3	1	430	204	0	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	200	100	0	0
Aleksejs Loskutovs	Aleksejs Loskutovs	541229793055345	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	190	0	18	0
Vote for a Woman / Stem op een Vrouw		1329572193784367	Facebook	vidzeme_LV	Vidzeme, Latvia	3	1	156	28	1	0
Krišjānis Feldmans	Jaunā konservatīvā partija	731540813660862	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	154	0	15	0
CRIF		395919323779707	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	110	55	0	0
Alliance of Conservatives and Reformists in Europe	ACRE 	134931073377586	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	110	22	1	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	vidzeme_LV	Vidzeme, Latvia	5	1	63	20	0	0
ETUC		129041250601685	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	40	8	0	0
Europe Thinx		335839580440114	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	34	6	0	0
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	7	1	0	0
ITUC		20556338116	Facebook	vidzeme_LV	Vidzeme, Latvia	1	1	3	0	0	0
