advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Maria Walsh	Fine Gael	883806764992893	Facebook	galway_IE	Galway, Ireland	9	1	427459	190625	3075	1026
Matt Carthy	Carthy Matt	580216935345125	Facebook	galway_IE	Galway, Ireland	2	1	227897	113949	1077	215
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	galway_IE	Galway, Ireland	8	1	200917	66000	1673	394
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	galway_IE	Galway, Ireland	4	1	196400	85033	2289	518
Dr. Fidelma Healy Eames Independent Candidate, EU elections	Healy Eames Fidelma	395965057626422	Facebook	galway_IE	Galway, Ireland	25	1	190735	48832	1830	198
European Parliament	European Parliament	178362315106	Facebook	galway_IE	Galway, Ireland	15	1	135765	57890	475	132
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	galway_IE	Galway, Ireland	5	1	121946	59937	626	235
European Greens	European Greens	141366725876424	Facebook	galway_IE	Galway, Ireland	7	1	107174	50012	1150	243
Sharon Nolan	Nolan Sharon Kathryn	399903233737537	Facebook	galway_IE	Galway, Ireland	5	1	75995	21000	495	0
Fionn Kiely - Local Election Candidate - Gort Kinvara	Kiely Fionn Kevin	357397571772969	Facebook	galway_IE	Galway, Ireland	4	1	69639	16925	394	0
Labour Galway-West	Ó BAOILL ANDREW	1861905404090691	Facebook	galway_IE	Galway, Ireland	2	1	59998	15000	198	0
Brendan Smith TD	Brendan Smith 	287458667963046	Facebook	galway_IE	Galway, Ireland	2	1	51896	25948	172	34
Social Democrats	Social Democrats	1012851375393300	Facebook	galway_IE	Galway, Ireland	35	1	50805	12391	242	0
Louis O'Hara - Sinn Féin	O'HARA LOUIS JOSEPH	290382001169403	Facebook	galway_IE	Galway, Ireland	2	1	50091	10000	108	0
John Crowley	Crowley John Michael	251294138890201	Facebook	galway_IE	Galway, Ireland	1	1	49999	10000	99	0
Referendum Commission	Referendum Commission	580832208630212	Facebook	galway_IE	Galway, Ireland	1	1	49821	24911	249	49
Cormac MacGowan	Mac Gowan Cormac	2224427621206563	Facebook	galway_IE	Galway, Ireland	9	1	44825	8966	887	0
Fine Gael	Fine Gael	264172043210	Facebook	galway_IE	Galway, Ireland	2	1	42330	21165	211	105
Michael  O'Dowd for Europe	O'Dowd Michael Joseph	878147035569806	Facebook	galway_IE	Galway, Ireland	7	1	39692	11816	287	46
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	galway_IE	Galway, Ireland	1	1	32728	16364	163	81
Green Party Ireland	Green Party Ireland	108339693065	Facebook	galway_IE	Galway, Ireland	5	1	30106	7802	89	9
Labour Party	Labour Party	164027949687	Facebook	galway_IE	Galway, Ireland	4	1	28256	14128	115	21
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	galway_IE	Galway, Ireland	3	1	27472	5494	58	0
Eddie Hoare	Hoare Edward Anthony	1249654855184179	Facebook	galway_IE	Galway, Ireland	7	1	26993	5000	693	0
Mairéad Farrell - Sinn Féin	Farrell Mairead	213927028776676	Facebook	galway_IE	Galway, Ireland	5	1	25999	8200	415	0
