advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Spoločnými Silami Za Rozkvet Gemera	Horváth Csaba	106240706496397	Facebook	trnava_region_SK	Trnava Region, Slovakia	377	1	738691	203867	7627	108
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	trnava_region_SK	Trnava Region, Slovakia	1312	1	735674	95288	44467	30
Sme rodina	Sme rodina	600235073447674	Facebook	trnava_region_SK	Trnava Region, Slovakia	6	1	392631	180756	1886	441
European Parliament	European Parliament	178362315106	Facebook	trnava_region_SK	Trnava Region, Slovakia	23	1	309940	145800	1761	393
SMER - SD Trnava	SMER - SD	288684228679617	Facebook	trnava_region_SK	Trnava Region, Slovakia	28	1	234972	72000	2772	0
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	trnava_region_SK	Trnava Region, Slovakia	13	1	216405	92916	611	114
European Commission	European Commission	107898832590939	Facebook	trnava_region_SK	Trnava Region, Slovakia	27	1	200779	83771	840	231
Nagy József	Nagy József	128401833854581	Facebook	trnava_region_SK	Trnava Region, Slovakia	19	1	199383	66309	1109	111
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	trnava_region_SK	Trnava Region, Slovakia	47	1	187860	65748	1137	268
Michal Šimečka • Progresívne Slovensko	Projekt Európa o.z.	194278021265803	Facebook	trnava_region_SK	Trnava Region, Slovakia	30	1	161645	55984	1243	245
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	trnava_region_SK	Trnava Region, Slovakia	11	1	153838	68550	1078	303
Ivan ŠTEFANEC	KDH	324560137683033	Facebook	trnava_region_SK	Trnava Region, Slovakia	5	1	152254	64538	1002	329
Martin Lancz - kandidát na europoslanca 2019	 Švec František	2671787962847811	Facebook	trnava_region_SK	Trnava Region, Slovakia	102	1	146956	31953	1571	130
Michal Šipoš - kandidát do Európskeho parlamentu	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	156395481064391	Facebook	trnava_region_SK	Trnava Region, Slovakia	6	1	138117	47170	1192	264
Eugen Jurzyca - V Bruseli za Slovensko	Richard Sulik	1118309918191690	Facebook	trnava_region_SK	Trnava Region, Slovakia	20	1	117399	24736	265	0
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	trnava_region_SK	Trnava Region, Slovakia	24	1	113847	40236	278	9
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	trnava_region_SK	Trnava Region, Slovakia	95	1	113742	32249	1061	83
Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	trnava_region_SK	Trnava Region, Slovakia	11	1	102779	44952	727	155
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	trnava_region_SK	Trnava Region, Slovakia	19	1	98664	38359	1219	297
Magyar Fórum - Maďarské fórum	Simon Zsolt	522186401540084	Facebook	trnava_region_SK	Trnava Region, Slovakia	9	1	89291	21708	516	0
Sloboda a Solidarita	Richard Sulik	71030757230	Facebook	trnava_region_SK	Trnava Region, Slovakia	26	1	87121	19099	340	0
SMER - SD Piešťany	SMER - SD	179235166342407	Facebook	trnava_region_SK	Trnava Region, Slovakia	25	1	80942	13993	2474	0
Most-Híd (Híd-Most)	Most-Híd (Híd-Most)	353195602108	Facebook	trnava_region_SK	Trnava Region, Slovakia	18	1	79248	26835	594	66
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	trnava_region_SK	Trnava Region, Slovakia	17	1	76761	24487	603	127
