advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	sachsen_DE	Sachsen, Germany	588	1	1073905	157684	54073	45
SPD	SPD	47930567748	Facebook	sachsen_DE	Sachsen, Germany	3527	1	1004126	339676	23529	2324
DIE LINKE. Dresden	DIE LINKE. Dresden	101065286702367	Facebook	sachsen_DE	Sachsen, Germany	121	1	789600	185906	15176	799
SPD Dresden	SPD Dresden	57318667478	Facebook	sachsen_DE	Sachsen, Germany	74	1	760926	158000	10526	800
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	sachsen_DE	Sachsen, Germany	704	1	703630	202113	10718	568
FDP	FDP	21289227249	Facebook	sachsen_DE	Sachsen, Germany	974	1	576839	179885	5157	343
BÜNDNIS 90/DIE GRÜNEN Sachsen	BÜNDNIS 90/DIE GRÜNEN	86337829141	Facebook	sachsen_DE	Sachsen, Germany	9	1	469991	160000	2891	500
DIE LINKE	DIE LINKE	47694585682	Facebook	sachsen_DE	Sachsen, Germany	84	1	359086	100692	3792	30
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	sachsen_DE	Sachsen, Germany	100	1	270652	107998	1410	364
SPD-Fraktion im Sächsischen Landtag	SPD-Fraktion im Sächsischen Landtag	316067627870	Facebook	sachsen_DE	Sachsen, Germany	48	1	229952	57000	6352	400
#NatürlichEuropa	Deutscher Naturschutzring DNR e.V.	255657841991242	Facebook	sachsen_DE	Sachsen, Germany	11	1	216727	53354	2015	395
Katarina Barley	SPD	1522202731410785	Facebook	sachsen_DE	Sachsen, Germany	748	1	212917	52110	2890	71
Avaaz	Avaaz	8340223883	Facebook	sachsen_DE	Sachsen, Germany	26	1	179404	78351	1678	340
Klima-Allianz Deutschland	Klima-Allianz Deutschland	110521004952	Facebook	sachsen_DE	Sachsen, Germany	17	1	175837	64550	1697	214
SPD Sachsen	SPD Sachsen	50169278122	Facebook	sachsen_DE	Sachsen, Germany	13	1	174809	38285	2023	300
European Parliament	European Parliament	178362315106	Facebook	sachsen_DE	Sachsen, Germany	13	1	161416	74115	1084	235
Thalia Buchhandlung - Thalia.de	Thalia Buchhandlung - Thalia.de	342884401877	Facebook	sachsen_DE	Sachsen, Germany	15	1	150896	67465	2474	539
Nicola Beer	FDP	206866712830769	Facebook	sachsen_DE	Sachsen, Germany	61	1	133070	51209	1486	324
Körber-Stiftung	Körber-Stiftung	120479081330563	Facebook	sachsen_DE	Sachsen, Germany	3	1	120548	47987	626	235
Alternative für Deutschland - Kreisverband Mittelsachsen	AfD Mittelsachsen	495527383854650	Facebook	sachsen_DE	Sachsen, Germany	6	1	115994	23000	1394	200
Constanze Krehl, MdEP	Ayla Haid 	370525506320360	Facebook	sachsen_DE	Sachsen, Germany	10	1	114965	34995	989	0
Ökologisch-Demokratische Partei (ÖDP)	Ökologisch-Demokratische Partei (ÖDP)	120655374567	Facebook	sachsen_DE	Sachsen, Germany	15	1	112044	55647	354	89
Matthias Ecke	SPD Sachsen	751533138525902	Facebook	sachsen_DE	Sachsen, Germany	11	1	97983	24998	1888	200
Kialo	Kialo	729627343834501	Facebook	sachsen_DE	Sachsen, Germany	54	1	97369	23300	951	187
Campact e.V.	Campact e.V.	82734241364	Facebook	sachsen_DE	Sachsen, Germany	6	1	93277	42988	877	200
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	sachsen_DE	Sachsen, Germany	31	1	90948	39964	704	161
Bündnis 90 / Die Grünen Leipzig	BÜNDNIS 90/DIE GRÜNEN Leipzig	117194528903	Facebook	sachsen_DE	Sachsen, Germany	28	1	89972	21000	3572	200
Die Offene Gesellschaft	die Initiative Offene Gesellschaft mit Facebook-Werbegutschrift	912255502235222	Facebook	sachsen_DE	Sachsen, Germany	437	1	87212	19280	1828	70
ABOUT YOU	ABOUT YOU	689801517732186	Facebook	sachsen_DE	Sachsen, Germany	5	1	82256	39512	525	125
SPD Ortsverein Leipzig Mitte	SPD Leipzig-Mitte	160822027305985	Facebook	sachsen_DE	Sachsen, Germany	7	1	81993	22000	693	0
Bündnis 90/Die Grünen in Chemnitz	Bündnis90/ Die Grünen	179895928691877	Facebook	sachsen_DE	Sachsen, Germany	11	1	79989	31000	1089	0
Sven Giegold	Sven Giegold	1391306014465513	Facebook	sachsen_DE	Sachsen, Germany	23	1	74823	23555	771	127
PARTEI MENSCH UMWELT TIERSCHUTZ	PARTEI MENSCH UMWELT TIERSCHUTZ	108568039165729	Facebook	sachsen_DE	Sachsen, Germany	12	1	72005	32261	491	123
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	sachsen_DE	Sachsen, Germany	3	1	63109	28685	458	91
SPD Chemnitz	Goliat Weismann	403979683085592	Facebook	sachsen_DE	Sachsen, Germany	5	1	61995	12000	895	100
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	sachsen_DE	Sachsen, Germany	8	1	55973	24750	654	156
Sophie Koch	SPD Sachsen	251373565543211	Facebook	sachsen_DE	Sachsen, Germany	2	1	54878	10976	197	0
André Liebscher Stadtratskandidat	Andre Liebscher	347337865863173	Facebook	sachsen_DE	Sachsen, Germany	12	1	51988	10000	1188	0
CDU Chemnitz	Renzo Di Leo	425074144214888	Facebook	sachsen_DE	Sachsen, Germany	1	1	49999	10000	499	100
European Greens	European Greens	141366725876424	Facebook	sachsen_DE	Sachsen, Germany	7	1	47645	23300	253	61
Deine Würde - Eine Initiative zum 70. Jubiläum des Grundgesetzes	Deine Würde - Eine Initiative zum 70. Jubiläum des Grundgesetzes	316160725982888	Facebook	sachsen_DE	Sachsen, Germany	1	1	46496	23248	232	46
AfD	AfD	540404695989874	Facebook	sachsen_DE	Sachsen, Germany	5	1	46459	23229	231	71
POST VON GEHRKE	Elmar Gehrke	630172117364339	Facebook	sachsen_DE	Sachsen, Germany	6	1	39884	13945	592	0
MENSCHLICHE WELT	Menschliche Welt	245758938922923	Facebook	sachsen_DE	Sachsen, Germany	24	1	39262	14511	490	106
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	sachsen_DE	Sachsen, Germany	13	1	38925	16734	151	26
Party of the European Left	Franziska Laskowski	160598290012	Facebook	sachsen_DE	Sachsen, Germany	2	1	36549	14620	240	57
Greenpeace Deutschland	Greenpeace Deutschland	22541752487	Facebook	sachsen_DE	Sachsen, Germany	17	1	35246	9488	370	30
Bündnis 90/Die Grünen Mittelsachsen	BÜNDNIS 90/DIE GRÜNEN Mittelsachsen	156839244392425	Facebook	sachsen_DE	Sachsen, Germany	7	1	34993	7000	693	0
Senatsverwaltung für Kultur und Europa		247450562347746	Facebook	sachsen_DE	Sachsen, Germany	3	1	34149	15138	75	26
Jusos in der SPD	Jusos in der SPD	40415227476	Facebook	sachsen_DE	Sachsen, Germany	18	1	31348	8722	294	51
European Free Alliance	European Free Alliance	46708306425	Facebook	sachsen_DE	Sachsen, Germany	4	1	30993	12371	314	61
Martin Dulig	SPD Sachsen	477257932385743	Facebook	sachsen_DE	Sachsen, Germany	4	1	29996	12000	396	0
SPD Plauen	SPD Plauen	289178329438	Facebook	sachsen_DE	Sachsen, Germany	22	1	29978	2000	2178	0
Mike Mohring	CDU Weimarer Land	188677361503511	Facebook	sachsen_DE	Sachsen, Germany	13	1	29322	7399	209	0
Junge Liberale JuLis	Junge Liberale	110976485656573	Facebook	sachsen_DE	Sachsen, Germany	5	1	28030	11015	382	75
Franz Knoppe - Grünes Chemnitz	Franz Albert Knoppe	679463435501295	Facebook	sachsen_DE	Sachsen, Germany	6	1	26994	8000	594	0
