advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Adam Bielan	KW PRAWO I SPRAWIEDLIWOŚĆ	228951150597089	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	50	1	3281714	1286343	12688	3474
Konstanty Radziwiłł	KW PRAWO I SPRAWIEDLIWOŚĆ	928240283878303	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	41	1	2267946	827993	8784	2698
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	60	1	1844138	806682	6111	1526
Krzysztof Bosak	Konfederacja KORWiN Braun Liroy Narodowcy	141833139301	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	59	1	1023730	219117	5709	1493
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	50	1	989950	275000	3803	790
Włodzimierz Cimoszewicz. Europa i Konstytucja.	KKW Koalicja Europejska PO PSL SLD .N Zieloni	1945383395767575	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	8	1	850992	300000	3510	1674
European Parliament	European Parliament	178362315106	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	16	1	745415	319276	3946	941
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	23	1	734827	342690	3927	870
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	35	1	687522	251708	2733	778
Kamila Gasiuk-Pihowicz	Kamila Gasiuk-PIhowicz KKW Koalicja Europejska PO PSL SLD .N Zieloni	150412465290475	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	25	1	686975	155000	2739	860
Paweł Wojtunik	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N ZIELONI	406777400148454	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	13	1	629790	252138	1052	253
Stanisław Tyszka - Kukiz'15	Komitet Wyborczy Wyborców KUKIZ15	930978763646427	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	60	1	582940	143000	3149	442
Paweł Tanajno	Paweł Jan Tanajno	469702339755768	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	18	1	548982	178000	2740	721
European Commission	European Commission	107898832590939	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	32	1	514229	239945	2567	501
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	135	1	513959	143325	1400	277
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	31	1	482966	223506	818	181
European Greens	European Greens	141366725876424	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	5	1	476452	226634	2871	574
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	63	1	440587	135426	2015	454
Dariusz Rosati	CommSense	238903929634988	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	11	1	439989	157000	1137	348
Edukacja dla Dobrego Klimatu	Wojciech Makowski	798249970192065	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	24	1	426930	175917	2117	568
Andrzej Halicki	. KKW Koalicja Europejska PO PSL SLD .N Zieloni	370319116027	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	33	1	407967	99000	2179	418
Zbigniew Kuźmiuk	Przemysław Balmowski 	286259248181285	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	8	1	359626	107920	667	186
Jakub Kulesza #NowePokolenie	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1494905190821954	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	5	1	314945	125980	2673	534
Dominika Chorosińska	Komitet Wyborczy Prawo i Sprawiedliwość	580557092422382	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	3	1	309997	155000	2441	488
Krzysztof Gawkowski	KW Wiosna Roberta Biedronia	268366156599556	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	3	1	299997	150000	3488	697
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	20	1	290441	119336	1124	234
Gazeta Wyborcza	Gazeta Wyborcza	63563473556	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	78	1	284682	90187	624	96
Akcja Demokracja	Akcja Demokracja	277892342334350	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	19	1	262945	89506	774	135
Paweł Pudłowski	Selectivv	404295586445224	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	5	1	209995	45000	929	395
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	33	1	197986	46900	1479	170
Amnesty International Polska	Amnesty International Polska	57544755889	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	9	1	170529	62176	809	266
Sebastian Kaleta	KW Prawo i Sprawiedliwość	1643686859194259	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	5	1	169995	40000	1627	325
Adam Traczyk	KW Wiosna Roberta Biedronia	385541738945328	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	5	1	164995	36000	720	279
Jolanta Hibner - polityk	Grzegorz Mrózek	2912819075610107	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	4	1	159996	35000	464	93
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	8	1	156233	59697	321	45
KlimatAlert	Wojciech Makowski	342956762998558	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	14	1	156172	54650	673	143
Danuta Hübner	KKW Koalicja Europejska PO SLD PSL .N Zieloni	458440260940195	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	50	1	153950	26000	1151	0
Patryk Fajdek	KW Wiosna Roberta Biedronia	396085477167186	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	32	1	142500	38706	730	0
Rainbow Rose	Rainbow Rose	572653266147067	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	8	1	131386	27102	777	212
Partia Zieloni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	48391402694	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	8	1	127308	47835	675	190
Anna Grodzka	KKW Lewica Razem - Razem, Unia Pracy, RSS	259175827459379	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	4	1	114996	26000	371	69
Agata Witkowska • Kukiz'15	Komitet Wyborczy Wyborców KUKIZ15	268523123751424	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	2	1	109998	55000	255	116
Lidia Sankowska-Grabczuk	Komitet Wyborczy Wyborców KUKIZ15	460952641054841	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	6	1	106939	21206	298	42
Maciej Małecki	Maciej Małecki 	533251443444200	Facebook	masovian_voivodeship_PL	Masovian Voivodeship, Poland	4	1	101141	20028	373	129
