location_code	location_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
county_monaghan_IE	County Monaghan, Ireland	25	14	15054	5481	68	6
carinthia_statistical_region_SI	Carinthia Statistical Region, Slovenia	43	14	14590	3404	225	0
north_karelia_FI	North Karelia, Finland	49	30	14516	3394	319	15
evora_district_PT	Évora District, Portugal	18	8	14021	5171	32	8
vidin_province_BG	Vidin Province, Bulgaria	40	16	13237	5014	66	4
voru_county_EE	Võru County, Estonia	39	10	12377	2748	189	6
grevenmacher_district_LU	Grevenmacher District, Luxembourg	28	14	12314	2885	143	0
lower_sava_statistical_region_SI	Lower Sava Statistical Region, Slovenia	44	14	11884	2879	146	0
county_leitrim_IE	County Leitrim, Ireland	28	14	11325	4613	78	7
guarda_district_PT	Guarda District, Portugal	18	8	11151	4068	29	6
beja_district_PT	Beja District, Portugal	15	7	10853	4055	24	7
county_longford_IE	County Longford, Ireland	28	15	10487	3491	90	4
south_karelia_FI	South Karelia, Finland	42	29	10477	2821	126	13
lovech_province_BG	Lovech Province, Bulgaria	38	15	10102	3799	65	0
jarva_county_EE	Järva County, Estonia	40	10	10085	2120	133	5
saare_county_EE	Saare County, Estonia	33	10	9461	1992	136	5
rapla_county_EE	Rapla County, Estonia	37	9	9267	1880	144	4
laane_county_EE	Lääne County, Estonia	38	9	8267	1664	135	4
portalegre_district_PT	Portalegre District, Portugal	17	8	8209	3086	18	5
smolyan_province_BG	Smolyan Province, Bulgaria	37	15	8188	3034	41	0
valga_county_EE	Valga County, Estonia	37	11	8150	1904	100	5
jogeva_county_EE	Jõgeva County, Estonia	36	8	7815	1732	124	4
polva_county_EE	Põlva County, Estonia	42	9	7155	1520	138	3
littoral_inner_carniola_statistical_region_SI	Littoral–Inner Carniola Statistical Region, Slovenia	42	14	6694	1652	73	0
central_sava_statistical_region_SI	Central Sava Statistical Region, Slovenia	42	14	6359	1509	87	0
kainuu_FI	Kainuu, Finland	36	26	5554	1352	110	5
aland_islands_FI	Åland Islands, Finland	32	27	4702	1598	85	10
hiiu_county_EE	Hiiu County, Estonia	27	9	2182	473	27	1
riga_planning_region_LV	Riga Planning Region, Latvia	18	7	435	102	10	0
