advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Lilian Marijnissen	SP	844559615710915	Facebook	w005	Week 5	NL	Netherlands	6	1	1009983	424994	3693	1599
Vereniging Eigen Huis		371735371563	Facebook	w005	Week 5	NL	Netherlands	7	1	749985	306632	5147	1263
Blendle		181375052003138	Facebook	w005	Week 5	NL	Netherlands	5	1	564994	212999	5794	1099
SP	SP	128393027527	Facebook	w005	Week 5	NL	Netherlands	6	1	170994	40000	1794	300
Jeroen Lenaers		316960281776479	Facebook	w005	Week 5	NL	Netherlands	5	1	20708	7641	128	40
Deloitte Nederland		319495812163	Facebook	w005	Week 5	NL	Netherlands	1	1	13461	2692	26	0
Nacht van de Vluchteling		1637965639787416	Facebook	w005	Week 5	NL	Netherlands	3	1	10332	5166	102	0
Miisha		520956131752117	Facebook	w005	Week 5	NL	Netherlands	1	1	9998	4999	98	0
FontBundles.net		1653056048283270	Facebook	w005	Week 5	NL	Netherlands	2	1	6476	3238	37	7
G10 van de Economie en Filosofie		426663794192518	Facebook	w005	Week 5	NL	Netherlands	1	1	5952	1190	59	11
Radical Pantry		531069674026158	Facebook	w005	Week 5	NL	Netherlands	2	1	1838	367	12	2
Klang der Solidarität		385076005313967	Facebook	w005	Week 5	NL	Netherlands	9	1	1727	516	4	0
Milaap		315603771494	Facebook	w005	Week 5	NL	Netherlands	7	1	1256	317	2	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w005	Week 5	NL	Netherlands	3	1	928	422	4	0
Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	w005	Week 5	NL	Netherlands	2	1	687	318	11	0
Open Kitchen Market - OKM		801020620004759	Facebook	w005	Week 5	NL	Netherlands	1	1	388	0	38	0
Le Monde		14892757589	Facebook	w005	Week 5	NL	Netherlands	8	1	369	141	1	0
De Goede Zaak	DeGoedeZaak	264564577356897	Facebook	w005	Week 5	NL	Netherlands	1	1	363	0	35	0
Treevotion		312276899356713	Facebook	w005	Week 5	NL	Netherlands	3	1	316	63	0	0
FT Transact		643057169228509	Facebook	w005	Week 5	NL	Netherlands	1	1	183	91	1	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	w005	Week 5	NL	Netherlands	4	1	176	63	2	0
United States Holocaust Memorial Museum	the United States Holocaust Memorial Museum 	34362997676	Facebook	w005	Week 5	NL	Netherlands	5	1	157	33	1	0
GUE/NGL		164355333623231	Facebook	w005	Week 5	NL	Netherlands	1	1	125	25	2	0
Soviet Visuals		1160495674016675	Facebook	w005	Week 5	NL	Netherlands	10	1	75	13	1	0
Vadim Rotari		516538278845787	Facebook	w005	Week 5	NL	Netherlands	1	1	74	14	0	0
