region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
central_bohemian_region	Central Bohemian Region	CZ	Czechia	2907	475	652201	186142	1776	391
hradec_kralove_region	Hradec Králové Region	CZ	Czechia	2577	421	389712	104489	725	182
karlovy_vary_region	Karlovy Vary Region	CZ	Czechia	2475	378	115861	27924	463	98
liberec_region	Liberec Region	CZ	Czechia	2499	407	98848	35035	352	92
moravian_silesian_region	Moravian-Silesian Region	CZ	Czechia	2966	500	925792	311407	2869	815
olomouc_region	Olomouc Region	CZ	Czechia	2684	447	248506	74179	920	215
pardubice_region	Pardubice Region	CZ	Czechia	2499	400	111994	40555	396	105
plzen_region	Plzeň Region	CZ	Czechia	2763	442	384033	106182	1549	301
prague	Prague	CZ	Czechia	3633	639	5178510	1502458	18634	4210
south_bohemian_region	South Bohemian Region	CZ	Czechia	2569	425	267182	76412	970	201
south_moravian_region	South Moravian Region	CZ	Czechia	3316	557	2231430	653279	7522	1822
vysocina_region	Vysočina Region	CZ	Czechia	2449	401	162884	48480	592	141
zlin_region	Zlín Region	CZ	Czechia	2751	435	428269	110607	1070	237
usti_nad_labem_region	Ústí nad Labem Region	CZ	Czechia	2647	468	328506	112438	1341	291
