recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	LT	Lithuania	136	52	289290	107402	1306	94
rd2	Last 2 days	2019-05-11	2019-05-12	LT	Lithuania	173	57	705137	266865	3105	250
rd3	Last 3 days	2019-05-10	2019-05-12	LT	Lithuania	396	64	3438185	1260183	13477	1157
rd4	Last 4 days	2019-05-09	2019-05-12	LT	Lithuania	408	68	5950349	2142133	22839	1928
rd5	Last 5 days	2019-05-08	2019-05-12	LT	Lithuania	423	70	8185259	2936030	30958	2597
rd6	Last 6 days	2019-05-07	2019-05-12	LT	Lithuania	442	73	10518412	3805442	36982	3640
rw1	Last week	2019-05-06	2019-05-12	LT	Lithuania	473	76	12714845	4633162	43840	4564
rw2	Last 2 weeks	2019-04-29	2019-05-12	LT	Lithuania	714	123	23603178	8837893	84774	11011
rw3	Last 3 weeks	2019-04-22	2019-05-12	LT	Lithuania	868	154	27149491	10367920	96806	13144
rw4	Last 4 weeks	2019-04-15	2019-05-12	LT	Lithuania	1058	196	28672918	10983114	100392	13673
rm1	Last month	2019-04-13	2019-05-12	LT	Lithuania	1101	211	28936708	11085847	101401	13785
rm2	Last 2 months	2019-03-14	2019-05-12	LT	Lithuania	1934	474	36399694	13814500	133416	18317
rm3	Last 3 months	2019-02-12	2019-05-12	LT	Lithuania	2201	533	37659148	14277482	139821	18653
rm6	Last 6 months	2019-01-01	2019-05-12	LT	Lithuania	2354	563	39018687	14641390	146136	19102
