country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	f	female	10078	1853	91743087	30730551	781457	193923
SE	Sweden	m	male	9369	1796	75500957	25582068	645754	159468
SE	Sweden	u	unknown	8486	1705	2235865	744600	18497	4429
