audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	DE	Germany	29681	844	42861202	13214249	650289	41708
f18_24	female (18-24)	DE	Germany	29516	833	37545680	11252328	585016	31936
f25_34	female (25-34)	DE	Germany	29968	846	36087079	10724641	589148	31014
m18_24	male (18-24)	DE	Germany	29154	830	36052821	11072576	563854	33976
m35_44	male (35-44)	DE	Germany	28680	826	25167594	7766099	378657	24804
f35_44	female (35-44)	DE	Germany	29089	831	22559721	6674115	375566	19782
m45_54	male (45-54)	DE	Germany	28131	793	19778523	5911590	329078	21716
f45_54	female (45-54)	DE	Germany	28447	797	18500182	5402805	308394	16758
f55_64	female (55-64)	DE	Germany	26905	758	11575857	3339271	197291	11728
m55_64	male (55-64)	DE	Germany	26542	752	10086212	2939232	180042	11751
f65_	female (65+)	DE	Germany	24800	722	5382042	1538766	93754	5864
m65_	male (65+)	DE	Germany	24506	714	4985035	1436432	91945	6035
f13_17	female (13-17)	DE	Germany	1627	298	1624677	500735	20376	1599
m13_17	male (13-17)	DE	Germany	1670	302	1199203	338133	17895	1127
u25_34	unknown (25-34)	DE	Germany	11588	673	311120	100544	3879	355
u35_44	unknown (35-44)	DE	Germany	11462	680	289162	92817	3767	330
u45_54	unknown (45-54)	DE	Germany	8544	578	132063	41760	1832	155
u18_24	unknown (18-24)	DE	Germany	7018	553	97488	30906	1334	107
u65_	unknown (65+)	DE	Germany	4937	494	61515	18963	829	72
u55_64	unknown (55-64)	DE	Germany	4848	491	50788	16013	733	64
u13_17	unknown (13-17)	DE	Germany	640	187	5171	1477	80	4
