advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	u65_	unknown (65+)	3610	1	334643	97028	4058	577
People's Vote UK	People's Vote	748608695327755	Facebook	u65_	unknown (65+)	2542	1	204590	69668	3905	671
38 Degrees	38 Degrees	200006375787	Facebook	u65_	unknown (65+)	622	1	133444	47946	944	132
Best For Britain	Best for Britain	1863944713844924	Facebook	u65_	unknown (65+)	565	1	122605	51535	1817	424
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	u65_	unknown (65+)	1721	1	103743	32613	1619	146
We are the 52%	We are the 52%	466744973727718	Facebook	u65_	unknown (65+)	276	1	96102	34223	289	37
The Labour Party	The Labour Party	25749647410	Facebook	u65_	unknown (65+)	534	1	71621	27014	672	137
Conservatives	The Conservative Party	8807334278	Facebook	u65_	unknown (65+)	698	1	66435	23951	1208	138
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	u65_	unknown (65+)	493	1	57416	20038	1275	210
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	u65_	unknown (65+)	418	1	51094	18185	815	132
The Brexit Party	The Brexit Party	230416667843105	Facebook	u65_	unknown (65+)	80	1	45120	21410	628	188
European Parliament		178362315106	Facebook	u65_	unknown (65+)	660	1	34401	14170	235	49
Greenpeace France		39435457457	Facebook	u65_	unknown (65+)	107	1	33333	14999	169	39
Right To Vote	Right to Vote	408236463256774	Facebook	u65_	unknown (65+)	346	1	29483	7275	281	35
Sosialidemokraatit SDP		108945982480217	Facebook	u65_	unknown (65+)	217	1	26264	10056	164	31
Podemos	Unidas Podemos	269212336568846	Facebook	u65_	unknown (65+)	176	1	25215	11409	161	42
Vattenfall Sverige		608975645850217	Facebook	u65_	unknown (65+)	25	1	24774	11416	326	89
Ciudadanos	Ciudadanos	74078667754	Facebook	u65_	unknown (65+)	1654	1	23344	7259	221	18
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	u65_	unknown (65+)	120	1	21907	7674	152	30
TheArticle	TheArticle	607840469632004	Facebook	u65_	unknown (65+)	25	1	21396	9524	313	68
Plan International Sverige		382243262003	Facebook	u65_	unknown (65+)	285	1	21057	6798	181	43
Médecins du Monde France		265420476920	Facebook	u65_	unknown (65+)	424	1	21042	6192	416	24
Scientists for EU	Scientists for EU	642444842524195	Facebook	u65_	unknown (65+)	57	1	20901	6543	128	20
Amnesty International UK		7624294394	Facebook	u65_	unknown (65+)	77	1	20371	8682	209	64
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	u65_	unknown (65+)	60	1	18662	6812	311	67
