advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partido Popular	Partido Popular	72249031214	Facebook	f45_54	female (45-54)	2426	1	14161484	4299966	114426	9079
European Parliament		178362315106	Facebook	f45_54	female (45-54)	1162	1	12087884	5387306	69611	17108
Podemos	Unidas Podemos	269212336568846	Facebook	f45_54	female (45-54)	301	1	10344753	4566706	65482	17110
Ciudadanos	Ciudadanos	74078667754	Facebook	f45_54	female (45-54)	4216	1	10328994	3178230	93982	7996
People's Vote UK	People's Vote	748608695327755	Facebook	f45_54	female (45-54)	3330	1	7678978	2587919	109165	19437
Britain's Future	Britain's Future	1625300137516491	Facebook	f45_54	female (45-54)	3880	1	7000519	2147823	86980	12968
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	f45_54	female (45-54)	177	1	4087769	1864132	12461	2787
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	f45_54	female (45-54)	346	1	4005692	1576518	20152	3923
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	f45_54	female (45-54)	2242	1	3897563	1266654	51234	5354
The Labour Party	The Labour Party	25749647410	Facebook	f45_54	female (45-54)	616	1	3890577	1560098	33294	7520
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f45_54	female (45-54)	1979	1	3773227	1249023	61930	7676
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	f45_54	female (45-54)	87	1	3651842	1648616	7627	2294
sp.a	sp.a	57253967150	Facebook	f45_54	female (45-54)	272	1	3307584	1303834	15895	3659
Best For Britain	Best for Britain	1863944713844924	Facebook	f45_54	female (45-54)	751	1	3268659	1382324	44810	10836
Conservatives	The Conservative Party	8807334278	Facebook	f45_54	female (45-54)	1472	1	3246761	1319031	36436	4922
Greenpeace France		39435457457	Facebook	f45_54	female (45-54)	123	1	3018542	1372835	16207	3739
Kialo		729627343834501	Facebook	f45_54	female (45-54)	705	1	2974732	1209412	21923	5661
38 Degrees	38 Degrees	200006375787	Facebook	f45_54	female (45-54)	638	1	2715848	1005939	18017	2703
CDU	CDU	78502295414	Facebook	f45_54	female (45-54)	3169	1	2585945	631125	26072	579
SPD	SPD	47930567748	Facebook	f45_54	female (45-54)	4362	1	2472465	736139	56721	2591
FDP	FDP	21289227249	Facebook	f45_54	female (45-54)	1597	1	2430480	720922	20147	1242
Rädda Barnen		72659261793	Facebook	f45_54	female (45-54)	342	1	2337831	792314	22328	5535
Plan International Sverige		382243262003	Facebook	f45_54	female (45-54)	346	1	2316690	747226	20268	4957
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	f45_54	female (45-54)	133	1	2301568	984107	4018	1031
Partito Democratico		77034286895	Facebook	f45_54	female (45-54)	135	1	2273329	1026972	8459	2298
