advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	m65_	male (65+)	3890	1	10619155	3138169	118862	16429
We are the 52%	We are the 52%	466744973727718	Facebook	m65_	male (65+)	278	1	4373462	1571772	12861	1660
People's Vote UK	People's Vote	748608695327755	Facebook	m65_	male (65+)	3151	1	3321370	1068169	57104	9367
Ciudadanos	Ciudadanos	74078667754	Facebook	m65_	male (65+)	3757	1	3096975	958412	29778	2487
European Parliament		178362315106	Facebook	m65_	male (65+)	910	1	2932274	1268522	18732	4108
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	m65_	male (65+)	355	1	2891123	1198753	12917	2457
Conservatives	The Conservative Party	8807334278	Facebook	m65_	male (65+)	1552	1	2647238	927758	40581	4851
38 Degrees	38 Degrees	200006375787	Facebook	m65_	male (65+)	639	1	2419818	865826	16868	2419
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m65_	male (65+)	2030	1	2276438	715837	46533	4242
Podemos	Unidas Podemos	269212336568846	Facebook	m65_	male (65+)	184	1	2273877	1030898	14728	3914
SPD	SPD	47930567748	Facebook	m65_	male (65+)	4024	1	1974266	465603	56851	2161
The Labour Party	The Labour Party	25749647410	Facebook	m65_	male (65+)	605	1	1917437	752614	17673	3950
Best For Britain	Best for Britain	1863944713844924	Facebook	m65_	male (65+)	721	1	1759931	730966	26817	6014
Vattenfall Sverige		608975645850217	Facebook	m65_	male (65+)	28	1	1687591	776450	21747	6052
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	m65_	male (65+)	83	1	1614166	714227	3525	1027
Partito Democratico		77034286895	Facebook	m65_	male (65+)	118	1	1609637	720950	7490	1596
The Brexit Party	The Brexit Party	230416667843105	Facebook	m65_	male (65+)	85	1	1577810	751240	22548	6804
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m65_	male (65+)	51	1	1403686	656436	3087	1356
Sosialidemokraatit SDP		108945982480217	Facebook	m65_	male (65+)	233	1	1288195	487114	8531	1676
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	m65_	male (65+)	683	1	1100667	401813	22200	3812
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	m65_	male (65+)	118	1	1082769	451418	2038	548
Fidesz	Fidesz	9844779306	Facebook	m65_	male (65+)	76	1	963364	460758	3334	1642
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m65_	male (65+)	101	1	908942	386788	8120	1896
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	m65_	male (65+)	27	1	881657	411597	2551	656
Partido Popular	Partido Popular	72249031214	Facebook	m65_	male (65+)	505	1	871722	366984	4647	892
