advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	u25_34	unknown (25-34)	1186	1	310537	137035	1825	451
Kialo		729627343834501	Facebook	u25_34	unknown (25-34)	723	1	285112	112487	2115	525
People's Vote UK	People's Vote	748608695327755	Facebook	u25_34	unknown (25-34)	2631	1	217944	77412	2970	522
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	u25_34	unknown (25-34)	1702	1	179527	63877	1958	206
Podemos	Unidas Podemos	269212336568846	Facebook	u25_34	unknown (25-34)	280	1	105581	47847	619	160
Greenpeace France		39435457457	Facebook	u25_34	unknown (25-34)	118	1	89034	39801	423	98
European Greens	European Greens	141366725876424	Facebook	u25_34	unknown (25-34)	87	1	72226	32044	531	130
Best For Britain	Best for Britain	1863944713844924	Facebook	u25_34	unknown (25-34)	493	1	69875	29438	834	202
Ciudadanos	Ciudadanos	74078667754	Facebook	u25_34	unknown (25-34)	2446	1	69670	21263	714	50
Sosialidemokraatit SDP		108945982480217	Facebook	u25_34	unknown (25-34)	272	1	59887	22929	391	85
Plan International Sverige		382243262003	Facebook	u25_34	unknown (25-34)	293	1	54860	18618	381	96
Conservatives	The Conservative Party	8807334278	Facebook	u25_34	unknown (25-34)	709	1	54779	21128	544	85
The Labour Party	The Labour Party	25749647410	Facebook	u25_34	unknown (25-34)	457	1	52346	20406	396	81
Partido Popular	Partido Popular	72249031214	Facebook	u25_34	unknown (25-34)	742	1	50907	19327	285	44
European Commission		107898832590939	Facebook	u25_34	unknown (25-34)	68	1	41888	19105	235	66
sp.a	sp.a	57253967150	Facebook	u25_34	unknown (25-34)	258	1	41255	17198	175	39
38 Degrees	38 Degrees	200006375787	Facebook	u25_34	unknown (25-34)	594	1	34144	12648	234	35
Greenpeace Deutschland		22541752487	Facebook	u25_34	unknown (25-34)	318	1	33840	12420	216	30
SPD	SPD	47930567748	Facebook	u25_34	unknown (25-34)	1092	1	33730	10909	618	46
Médecins du Monde France		265420476920	Facebook	u25_34	unknown (25-34)	463	1	32136	9920	594	33
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	u25_34	unknown (25-34)	171	1	31390	12712	97	18
Greenpeace España	Greenpeace España	133044800622	Facebook	u25_34	unknown (25-34)	161	1	30417	10974	92	12
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	u25_34	unknown (25-34)	264	1	28515	9739	208	32
Fotografiska Stockholm		142320852554	Facebook	u25_34	unknown (25-34)	10	1	26435	11622	18	4
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	u25_34	unknown (25-34)	370	1	26176	9066	318	46
