recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	IE	Ireland	491	138	2073883	676339	13951	1702
rd2	Last 2 days	2019-05-15	2019-05-16	IE	Ireland	538	148	4534272	1481624	30416	3774
rd3	Last 3 days	2019-05-14	2019-05-16	IE	Ireland	560	152	6547302	2136439	43623	5460
rd4	Last 4 days	2019-05-13	2019-05-16	IE	Ireland	602	159	8378445	2752145	55034	7155
rd5	Last 5 days	2019-05-12	2019-05-16	IE	Ireland	633	164	10085337	3341133	64958	8746
rd6	Last 6 days	2019-05-11	2019-05-16	IE	Ireland	689	171	11833007	3955435	74703	10332
rw1	Last week	2019-05-10	2019-05-16	IE	Ireland	860	175	13853650	4645118	86582	12065
rw2	Last 2 weeks	2019-05-03	2019-05-16	IE	Ireland	1127	232	23466263	7999498	153055	22461
rw3	Last 3 weeks	2019-04-26	2019-05-16	IE	Ireland	1481	311	32477507	11487432	205263	30003
rw4	Last 4 weeks	2019-04-19	2019-05-16	IE	Ireland	1722	390	37871082	13642214	233090	33773
rm1	Last month	2019-04-17	2019-05-16	IE	Ireland	1776	411	38895530	14035658	238735	34629
rm2	Last 2 months	2019-03-18	2019-05-16	IE	Ireland	3547	903	50932090	18375151	325503	46429
rm3	Last 3 months	2019-02-16	2019-05-16	IE	Ireland	4021	1024	54114341	19534169	348131	49317
rm6	Last 6 months	2019-01-01	2019-05-16	IE	Ireland	4315	1082	54867459	19770428	356042	49838
