advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Gouvernement	Gouvernement	392341217527576	Facebook	35_44	35-44	FR	France	14	1	2341173	1044228	19211	4032
European Parliament	European Parliament	178362315106	Facebook	35_44	35-44	FR	France	12	1	631711	281580	4505	976
Greenpeace France	Greenpeace France	39435457457	Facebook	35_44	35-44	FR	France	16	1	540699	232364	2176	493
Agence française pour la biodiversité	Agence française pour la biodiversité	500437833654583	Facebook	35_44	35-44	FR	France	1	1	320734	160367	1603	320
Make.org	Make.org	122037308191612	Facebook	35_44	35-44	FR	France	2	1	169687	70130	1583	316
Avaaz	Avaaz	8340223883	Facebook	35_44	35-44	FR	France	3	1	137531	68470	711	136
GRDF	GRDF	314443337102	Facebook	35_44	35-44	FR	France	1	1	133917	66958	669	133
Fille Unique	Sébastien Jean-Pierre Paul Henri Gourdon	268836617151334	Facebook	35_44	35-44	FR	France	2	1	114930	57465	573	220
Cogito	Cogito	2059332547662115	Facebook	35_44	35-44	FR	France	12	1	100755	42748	457	83
European Free Alliance	European Free Alliance	46708306425	Facebook	35_44	35-44	FR	France	3	1	47801	19207	485	97
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	35_44	35-44	FR	France	33	1	37426	16155	280	27
EcoTree	EcoTree	386108291584856	Facebook	35_44	35-44	FR	France	1	1	28011	11204	27	5
upply	Upply	248039519074498	Facebook	35_44	35-44	FR	France	2	1	25779	5156	153	25
CARE France	CARE France	93745060700	Facebook	35_44	35-44	FR	France	6	1	23383	5135	149	0
Sciences Po	Sciences Po	212218225479739	Facebook	35_44	35-44	FR	France	2	1	21025	4205	109	16
Débat public sur le Pngmdr	Commission nationale du débat public	323422558353215	Facebook	35_44	35-44	FR	France	2	1	20399	4079	40	0
Maplanèteverte	Ma Planète Verte	340654233462962	Facebook	35_44	35-44	FR	France	9	1	20390	7815	280	0
Super Choix		257283065179986	Facebook	35_44	35-44	FR	France	10	1	15751	3150	277	0
Subventions énergétiques 2019	Primes Energetiques	1815507421886752	Facebook	35_44	35-44	FR	France	7	1	15639	3113	166	30
Les Energies du Soleil		1684031805239401	Facebook	35_44	35-44	FR	France	1	1	13951	2790	139	27
upply FR	Upply	216289915800302	Facebook	35_44	35-44	FR	France	1	1	13347	2669	133	26
Isolation Unissons-Nous	Raphael Meslati 	354266718547634	Facebook	35_44	35-44	FR	France	1	1	12421	2484	123	24
Service-Public.fr	Service-Public.fr	244226855990028	Facebook	35_44	35-44	FR	France	1	1	11208	2241	111	22
Surfrider Foundation Europe	Surfrider Foundation Europe	41452575362	Facebook	35_44	35-44	FR	France	1	1	10644	2128	21	0
WWF-France	WWF-France	145392792632	Facebook	35_44	35-44	FR	France	5	1	9348	1841	125	14
