age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
35_44	35-44	FR	France	Greenpeace France		39435457457	Facebook	129	1	4643778	2077111	22756	5235
35_44	35-44	FR	France	European Parliament		178362315106	Facebook	60	1	1883172	846987	11998	2640
35_44	35-44	FR	France	Médecins du Monde France		265420476920	Facebook	859	1	1760747	591473	24962	2198
35_44	35-44	FR	France	La Prime Énergie		336155273400553	Facebook	28	1	1443509	573457	12970	2888
35_44	35-44	FR	France	Primes écologique		152399322377561	Facebook	19	1	1116557	461921	12922	2788
35_44	35-44	FR	France	Parlement européen en France	Parlement européen en France	279757933824	Facebook	36	1	1053428	395617	4677	1325
35_44	35-44	FR	France	UNICEF France		173159234432	Facebook	38	1	1002216	394339	5299	1255
35_44	35-44	FR	France	Agence Isolation Pour Tous		568528630290119	Facebook	25	1	955376	397450	11876	2735
35_44	35-44	FR	France	Mes économies d'énergie		124948231440251	Facebook	11	1	692137	267568	7431	1480
35_44	35-44	FR	France	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	59	1	660351	267265	3680	725
35_44	35-44	FR	France	Aides énergétiques pour tous		789578834730248	Facebook	16	1	656902	268479	7661	1704
35_44	35-44	FR	France	Les Energies du Soleil		1684031805239401	Facebook	14	1	634301	278423	7367	2136
35_44	35-44	FR	France	Mon Homéo Mon Choix		1643185362449069	Facebook	21	1	573434	227556	4914	1022
35_44	35-44	FR	France	Kialo		729627343834501	Facebook	365	1	563983	232861	3642	908
35_44	35-44	FR	France	Route Auto		252868201731333	Facebook	5	1	530534	260949	2136	416
35_44	35-44	FR	France	France Soleil		1928798227141536	Facebook	12	1	468940	225473	6535	2183
35_44	35-44	FR	France	Céréal Bio & Céréal France		1636261843328359	Facebook	4	1	463289	185211	2337	636
35_44	35-44	FR	France	Pompes à Chaleur		464568377211278	Facebook	40	1	417398	161643	4704	934
35_44	35-44	FR	France	Maplanèteverte	Ma Planète Verte	340654233462962	Facebook	58	1	417085	97899	3851	551
35_44	35-44	FR	France	Mon Energie Verte		252140872017180	Facebook	65	1	390053	136246	5107	1012
35_44	35-44	FR	France	Economiser Energie		286272318578056	Facebook	11	1	375031	147540	4656	905
35_44	35-44	FR	France	Ministère de l'Intérieur		103146727990	Facebook	15	1	369991	149189	2328	569
35_44	35-44	FR	France	Simulation Energétique		562488297524492	Facebook	21	1	359028	141636	4181	1161
35_44	35-44	FR	France	Stop Impôt		1538720933075616	Facebook	9	1	346806	151052	2241	761
35_44	35-44	FR	France	Unis pour les Droits Humains		1642871805813802	Facebook	20	1	337795	137080	258	2
35_44	35-44	FR	France	Conseil Solaire		1329380840472696	Facebook	16	1	321768	124602	2680	865
35_44	35-44	FR	France	2 Min Ecologie		433170297221149	Facebook	68	1	320621	107911	3409	591
35_44	35-44	FR	France	VeganbottleGo		320828511985253	Facebook	2	1	318195	127278	635	318
35_44	35-44	FR	France	Make.org	Make.org	122037308191612	Facebook	42	1	283999	126094	3046	653
35_44	35-44	FR	France	SECIB Immobilier		378027698975144	Facebook	24	1	282735	107385	3599	1034
35_44	35-44	FR	France	350.org		12185972707	Facebook	60	1	277739	62239	1287	146
35_44	35-44	FR	France	Transition Energétique		753069428230726	Facebook	10	1	257639	97989	2700	677
35_44	35-44	FR	France	Comme j'aime		146933438675224	Facebook	5	1	256607	97210	2868	565
35_44	35-44	FR	France	Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	91	1	245783	82315	989	10
35_44	35-44	FR	France	CIWF France	CIWF France	335868279790722	Facebook	5	1	241875	112309	3106	744
35_44	35-44	FR	France	Le Monde		14892757589	Facebook	34	1	240981	87549	558	66
35_44	35-44	FR	France	FHE Group		1241383025915322	Facebook	1	1	231135	115567	1155	231
35_44	35-44	FR	France	Saine Abondance		2106701562887023	Facebook	21	1	226437	92047	2563	650
35_44	35-44	FR	France	Ecogreen		2207467306235731	Facebook	4	1	222740	94124	1892	478
35_44	35-44	FR	France	LIFE		167060196653670	Facebook	50	1	217779	45007	1670	66
35_44	35-44	FR	France	28 minutes		311595228873763	Facebook	2	1	217073	92239	297	59
35_44	35-44	FR	France	foodwatch France		194934737335658	Facebook	14	1	203696	73783	2626	499
35_44	35-44	FR	France	Paris Première		140770432659757	Facebook	3	1	202088	101044	851	166
35_44	35-44	FR	France	L'Agence pour l'Énergie		465425373946253	Facebook	7	1	196714	76541	1744	410
35_44	35-44	FR	France	Klang der Solidarität		385076005313967	Facebook	46	1	196345	80648	551	100
35_44	35-44	FR	France	Comment placer mon argent		2070600249840562	Facebook	4	1	190700	90092	1039	416
35_44	35-44	FR	France	National Geographic		106750996025532	Facebook	5	1	185976	92988	528	105
35_44	35-44	FR	France	WWF-France	WWF-France	145392792632	Facebook	8	1	182160	70419	509	144
