country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CY	Cyprus	0_1k	0 - 1k	1850	467	21095223	6484693	81189	4418
CY	Cyprus	1k_5k	1k - 5k	36	26	3012916	1453945	21509	4326
CY	Cyprus	5k_10k	5k - 10k	2	2	375	187	3	1
