spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	CY	Cyprus	29	16	531189	143730	2667	0
50_100	50 - 100	CY	Cyprus	29	16	1658	448	8	0
100_1k	100 - 1k	CY	Cyprus	3	2	24333	12166	60	12
