country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
RO	Romania	bucharest	Bucharest	4100	886	17183685	6831158	37629	8410
RO	Romania	cluj_county	Cluj County	3526	761	2989807	1222718	9296	1823
RO	Romania	galati_county	Galați County	3040	670	2264297	915327	8978	2037
RO	Romania	dolj_county	Dolj County	3017	647	2147669	760610	3521	847
RO	Romania	iasi_county	Iași County	3289	732	2106876	700890	3916	634
RO	Romania	mures_county	Mureș County	3151	681	2074802	783504	2772	524
RO	Romania	arad_county	Arad County	3114	674	1870625	651485	4435	840
RO	Romania	constanta_county	Constanța County	3140	691	1822615	644668	3125	525
RO	Romania	vaslui_county	Vaslui County	2686	592	1576550	504070	2567	416
RO	Romania	harghita_county	Harghita County	2882	601	1564149	448038	2013	222
RO	Romania	timis_county	Timiș County	3400	746	1530512	516714	3851	631
RO	Romania	bihor_county	Bihor County	3169	675	1392587	479533	2651	328
RO	Romania	bacau_county	Bacău County	3031	661	1299586	374760	2247	432
RO	Romania	alba_county	Alba County	2930	631	1289349	511399	2377	427
RO	Romania	maramures_county	Maramureș County	3006	673	1258245	405742	3482	515
RO	Romania	suceava_county	Suceava County	2954	659	1215878	515389	2074	434
RO	Romania	brasov_county	Brașov County	3212	697	1199870	419052	2345	353
RO	Romania	gorj_county	Gorj County	2656	582	1014803	354854	1880	409
RO	Romania	hunedoara_county	Hunedoara County	2940	639	973292	377679	1801	422
RO	Romania	buzau_county	Buzău County	2743	599	940765	407422	2368	615
RO	Romania	mehedinti_county	Mehedinți County	2614	574	785814	254113	1760	274
RO	Romania	neamt_county	Neamț County	2837	623	758318	343322	1909	390
RO	Romania	prahova_county	Prahova County	3037	667	695715	237196	1905	323
RO	Romania	caras_severin_county	Caraș-Severin County	2761	605	675375	230047	1424	169
RO	Romania	bistrita_nasaud_county	Bistrița-Năsăud County	2792	595	666516	173052	842	95
RO	Romania	satu_mare_county	Satu Mare County	2881	614	663660	206323	1029	216
RO	Romania	sibiu_county	Sibiu County	3073	648	638270	223230	1257	122
RO	Romania	salaj_county	Sălaj County	2770	591	634677	186734	1921	194
RO	Romania	covasna_county	Covasna County	2794	590	604230	232196	786	178
RO	Romania	arges_county	Argeș County	2922	650	595128	264867	1190	222
