advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	u	unknown	SK	Slovakia	27	1	1754	536	20	0
Ivan ŠTEFANEC	KDH	324560137683033	Facebook	u	unknown	SK	Slovakia	3	1	1360	652	5	1
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	u	unknown	SK	Slovakia	11	1	1084	285	6	0
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	u	unknown	SK	Slovakia	9	1	1017	298	4	0
European Parliament	European Parliament	178362315106	Facebook	u	unknown	SK	Slovakia	2	1	652	130	3	0
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	u	unknown	SK	Slovakia	9	1	652	132	2	0
Michal Šimečka • Progresívne Slovensko	Projekt Európa o.z.	194278021265803	Facebook	u	unknown	SK	Slovakia	3	1	646	154	1	0
Krajská organizácia Smer-SD Bratislava	SMER - SD	1475489046003379	Facebook	u	unknown	SK	Slovakia	8	1	640	124	8	1
SMER - SD Bratislava V	SMER - SD	1023617851143344	Facebook	u	unknown	SK	Slovakia	7	1	611	152	2	0
SMER - SD Bratislava IV.	SMER- SD	1321935907958539	Facebook	u	unknown	SK	Slovakia	4	1	597	117	2	0
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	u	unknown	SK	Slovakia	10	1	530	105	6	0
Igor Dušenka - kandidát do Európskeho parlamentu	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	1160570887436415	Facebook	u	unknown	SK	Slovakia	1	1	523	104	1	0
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	u	unknown	SK	Slovakia	3	1	506	114	1	0
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	u	unknown	SK	Slovakia	4	1	485	182	3	0
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	u	unknown	SK	Slovakia	4	1	453	115	2	0
Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	u	unknown	SK	Slovakia	1	1	404	202	2	0
Krajská organizácia SMER - SD Banská Bystrica	SMER - SD	444025863076653	Facebook	u	unknown	SK	Slovakia	6	1	385	77	2	0
SMER - SD Bratislava II.	SMER - SD	2442542622447106	Facebook	u	unknown	SK	Slovakia	5	1	370	89	5	0
Eugen Jurzyca - V Bruseli za Slovensko	Richard Sulik	1118309918191690	Facebook	u	unknown	SK	Slovakia	8	1	364	122	2	0
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	u	unknown	SK	Slovakia	1	1	315	63	3	0
SMER - SD Košice okolie	SMER - SD	590859404733213	Facebook	u	unknown	SK	Slovakia	9	1	300	70	2	0
Krajská organizácia SMER - SD Košice	strana-smer.sk	394347701414382	Facebook	u	unknown	SK	Slovakia	9	1	296	79	2	0
Lucia Kleštincová	EUpositive.sk	1933440166748185	Facebook	u	unknown	SK	Slovakia	3	1	279	55	0	0
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	u	unknown	SK	Slovakia	8	1	229	44	3	0
Naša voľba	Naša voľba	175203236178487	Facebook	u	unknown	SK	Slovakia	2	1	222	44	0	0
