recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	EE	Estonia	225	52	747073	255888	4038	443
rd2	Last 2 days	2019-05-12	2019-05-13	EE	Estonia	260	58	1729966	560522	10837	1020
rd3	Last 3 days	2019-05-11	2019-05-13	EE	Estonia	296	60	2573010	839324	16123	1598
rd4	Last 4 days	2019-05-10	2019-05-13	EE	Estonia	320	62	3473154	1142561	21462	2203
rd5	Last 5 days	2019-05-09	2019-05-13	EE	Estonia	347	64	4332869	1434889	26697	2706
rd6	Last 6 days	2019-05-08	2019-05-13	EE	Estonia	371	65	5275495	1727077	31783	3236
rw1	Last week	2019-05-07	2019-05-13	EE	Estonia	417	69	6338201	2039098	39984	4108
rw2	Last 2 weeks	2019-04-30	2019-05-13	EE	Estonia	545	101	10673603	3681483	68188	9186
rw3	Last 3 weeks	2019-04-23	2019-05-13	EE	Estonia	715	124	11200336	3851516	70808	9353
rw4	Last 4 weeks	2019-04-16	2019-05-13	EE	Estonia	835	159	12109717	4186148	74121	9713
rm1	Last month	2019-04-14	2019-05-13	EE	Estonia	914	171	12312591	4267251	75229	9834
rm2	Last 2 months	2019-03-15	2019-05-13	EE	Estonia	1516	388	14134960	4870114	85095	10796
rm3	Last 3 months	2019-02-13	2019-05-13	EE	Estonia	1761	438	15164515	5225540	89825	11159
rm6	Last 6 months	2019-01-01	2019-05-13	EE	Estonia	1904	461	15496231	5318444	92937	11199
