advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	55_64	55-64	IE	Ireland	2	1	73199	31230	155	63
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	55_64	55-64	IE	Ireland	6	1	42475	8892	439	79
Mark Durkan	Fine Gael	2002340613394109	Facebook	55_64	55-64	IE	Ireland	1	1	23344	11672	233	116
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	55_64	55-64	IE	Ireland	2	1	18910	7308	72	11
Sinn Féin Ireland	Sinn Féin	148726998530273	Facebook	55_64	55-64	IE	Ireland	1	1	13886	2777	27	0
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	55_64	55-64	IE	Ireland	4	1	11612	2705	56	0
Dr. Fidelma Healy Eames Independent Candidate, EU elections	Healy Eames Fidelma	395965057626422	Facebook	55_64	55-64	IE	Ireland	9	1	8286	2356	188	0
Matt Carthy	Carthy Matt	580216935345125	Facebook	55_64	55-64	IE	Ireland	2	1	8087	1880	22	0
Social Democrats	Social Democrats	1012851375393300	Facebook	55_64	55-64	IE	Ireland	14	1	5229	1168	22	0
Sean Kelly MEP	Sean Kelly MEP	340786422717552	Facebook	55_64	55-64	IE	Ireland	7	1	4280	759	123	0
Cllr. Éilis Ryan for Europe	The Workers' Party of Ireland	787376334669425	Facebook	55_64	55-64	IE	Ireland	1	1	4127	825	41	8
Michael  O'Dowd for Europe	O'Dowd Michael Joseph	878147035569806	Facebook	55_64	55-64	IE	Ireland	2	1	3817	746	15	0
Alex White	Mc Kinney Eunan Anthony	58389344622	Facebook	55_64	55-64	IE	Ireland	1	1	1839	919	18	0
Paddy Monahan Soc Dems	Social Democrats	243736776300023	Facebook	55_64	55-64	IE	Ireland	1	1	1731	346	3	0
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	55_64	55-64	IE	Ireland	2	1	1669	655	22	0
Green Party Ireland	Green Party Ireland	108339693065	Facebook	55_64	55-64	IE	Ireland	1	1	1528	305	3	0
Aontú	Toibin Peadar Pol	1052704411520149	Facebook	55_64	55-64	IE	Ireland	1	1	1231	246	24	0
Denise McMorrow for Dublin 2019	Mc Morrow Denise	438930423601172	Facebook	55_64	55-64	IE	Ireland	4	1	1199	207	36	0
Paul Nolan - Social Democrats Meath East	King John	1838758749501583	Facebook	55_64	55-64	IE	Ireland	3	1	1169	403	43	0
Jen Cummins Social Democrats	Social Democrats	359027571515876	Facebook	55_64	55-64	IE	Ireland	1	1	1029	205	2	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	55_64	55-64	IE	Ireland	1	1	1005	502	2	0
Barry Andrews for Europe	Barry Andrews	188114061407	Facebook	55_64	55-64	IE	Ireland	5	1	897	116	42	0
Cyril Brennan - People Before Profit	People Before Profit - Midlands North West	164750800796944	Facebook	55_64	55-64	IE	Ireland	1	1	834	166	16	0
Blaine Gaffney	Blaine O' Gamhna	371962112988652	Facebook	55_64	55-64	IE	Ireland	1	1	815	407	8	0
Adrienne Wallace - People Before Profit	Wallace Adrienne Catherine	1555518121383424	Facebook	55_64	55-64	IE	Ireland	2	1	764	125	25	0
