advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ČSSD	ČSSD	111041662264882	Facebook	0_50	0 - 50	CZ	Czechia	149	1	683414	163720	4424	1059
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	0_50	0 - 50	CZ	Czechia	86	1	635178	156262	1953	425
Svobodní	Svobodní	43855944703	Facebook	0_50	0 - 50	CZ	Czechia	40	1	561876	129404	2722	624
Radka Trylčová do Evropského parlamentu	ODS - Občanská demokratická strana	388570561882834	Facebook	0_50	0 - 50	CZ	Czechia	86	1	503327	121134	2254	532
Pavel Poc	Poc Pavel	202974613060409	Facebook	0_50	0 - 50	CZ	Czechia	17	1	492190	155733	1291	269
Veronika Luňáková	ODS - Občanská demokratická strana	311589326158964	Facebook	0_50	0 - 50	CZ	Czechia	9	1	487459	183733	620	170
Info.cz	Info.cz	1269502056393120	Facebook	0_50	0 - 50	CZ	Czechia	22	1	476144	101031	1830	377
TOP 09	TOP 09	90002267161	Facebook	0_50	0 - 50	CZ	Czechia	11	1	352636	102075	717	189
Josef Valihrach - kandidát do Evropského parlamentu	Soukromníci  - Strana soukromníků České republiky	1055203891355904	Facebook	0_50	0 - 50	CZ	Czechia	11	1	344988	80999	427	213
ODS - Občanská demokratická strana	ODS - Občanská demokratická strana	30575632699	Facebook	0_50	0 - 50	CZ	Czechia	9	1	339770	102702	473	141
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	0_50	0 - 50	CZ	Czechia	11	1	276504	115195	701	149
Jan Zahradil	ODS - Občanská demokratická strana	400970967000022	Facebook	0_50	0 - 50	CZ	Czechia	22	1	270121	83449	903	171
Zelení - Strana zelených	Zelení - Strana zelených	39371299263	Facebook	0_50	0 - 50	CZ	Czechia	14	1	252338	65680	961	190
Tomáš Hanuš	Kricfalusi Jiri	298486534052289	Facebook	0_50	0 - 50	CZ	Czechia	11	1	202892	52580	477	165
Volime-Hynka-007	ODS - Občanská demokratická strana	339021716804527	Facebook	0_50	0 - 50	CZ	Czechia	12	1	185660	39808	954	190
Evropa společně	Evropa společně	535611970260854	Facebook	0_50	0 - 50	CZ	Czechia	5	1	167686	62284	465	93
Juraj Seman kandidát do Evropského parlamentu	Seman Juraj	447733512640347	Facebook	0_50	0 - 50	CZ	Czechia	10	1	159353	43746	768	188
Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	0_50	0 - 50	CZ	Czechia	8	1	139564	32351	616	135
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	0_50	0 - 50	CZ	Czechia	27	1	136841	27373	589	153
Jaroslav Suchý	Lambert Vojtech	778460319203526	Facebook	0_50	0 - 50	CZ	Czechia	37	1	134129	35582	1117	389
Ing. Jaromír Kohlíček, CSc.	Kohlicek Jaromir	162310277268109	Facebook	0_50	0 - 50	CZ	Czechia	36	1	129964	24000	200	15
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	0_50	0 - 50	CZ	Czechia	4	1	125774	53702	209	41
Ondřej Krutílek - kandidát do Evropského parlamentu	ODS	1220066088147062	Facebook	0_50	0 - 50	CZ	Czechia	5	1	122166	38807	465	93
Marek Ženíšek	TOP 09	523450094407778	Facebook	0_50	0 - 50	CZ	Czechia	9	1	121607	28560	601	155
KDU-ČSL	KDU-ČSL	251656685576	Facebook	0_50	0 - 50	CZ	Czechia	11	1	107692	31977	512	149
