day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d132	2019-05-12	IE	Ireland	363	117	1310688	408835	7786	783
d131	2019-05-11	IE	Ireland	410	124	1459330	456399	7797	820
d130	2019-05-10	IE	Ireland	551	122	1840508	584662	10161	1163
d129	2019-05-09	IE	Ireland	523	123	1857452	645756	12337	2162
d128	2019-05-08	IE	Ireland	474	130	1423736	485961	9368	1601
d127	2019-05-07	IE	Ireland	474	123	1341379	444653	9234	1363
d126	2019-05-06	IE	Ireland	470	124	1306151	426217	8914	1171
d125	2019-05-05	IE	Ireland	455	123	1126469	389003	8180	1172
d124	2019-05-04	IE	Ireland	472	125	1537539	554794	11824	1872
d123	2019-05-03	IE	Ireland	495	131	1137252	398793	8015	1107
d122	2019-05-02	IE	Ireland	528	133	1131267	390483	7610	1036
d121	2019-05-01	IE	Ireland	504	134	1090911	365577	7266	988
d120	2019-04-30	IE	Ireland	561	152	1115172	370595	8228	1037
d119	2019-04-29	IE	Ireland	542	146	2305174	995109	12145	2067
d118	2019-04-28	IE	Ireland	520	147	1929635	844412	9057	1466
d117	2019-04-27	IE	Ireland	514	148	675498	231448	3681	403
d116	2019-04-26	IE	Ireland	547	151	730775	251032	3972	471
d115	2019-04-25	IE	Ireland	524	151	707607	233060	3585	378
d114	2019-04-24	IE	Ireland	494	149	792490	281764	3893	402
d113	2019-04-23	IE	Ireland	502	151	558288	194988	3048	371
d112	2019-04-22	IE	Ireland	424	142	909175	397733	4827	746
d111	2019-04-21	IE	Ireland	420	136	920957	404582	4659	739
d110	2019-04-20	IE	Ireland	426	150	899590	397738	4617	713
d109	2019-04-19	IE	Ireland	457	161	608510	245258	3060	388
d108	2019-04-18	IE	Ireland	460	160	708186	285433	3642	558
d107	2019-04-17	IE	Ireland	371	155	313960	107402	1961	297
d106	2019-04-16	IE	Ireland	398	158	399872	145067	2405	388
d105	2019-04-15	IE	Ireland	460	172	519365	190487	3211	476
d104	2019-04-14	IE	Ireland	467	180	543012	204519	3192	425
d103	2019-04-13	IE	Ireland	458	183	468994	189573	2986	373
d102	2019-04-12	IE	Ireland	564	200	493584	194467	3321	420
d101	2019-04-11	IE	Ireland	510	212	389082	150858	2851	382
d100	2019-04-10	IE	Ireland	446	204	579442	239273	3313	818
d099	2019-04-09	IE	Ireland	463	205	243819	84770	1745	175
d098	2019-04-08	IE	Ireland	467	202	308071	120093	2325	393
d097	2019-04-07	IE	Ireland	445	195	331124	130948	2108	355
d096	2019-04-06	IE	Ireland	446	200	331125	130803	2212	364
d095	2019-04-05	IE	Ireland	471	212	490982	201921	5132	855
d094	2019-04-04	IE	Ireland	421	197	445233	180978	5242	909
d093	2019-04-03	IE	Ireland	388	193	182005	61003	1461	172
d092	2019-04-02	IE	Ireland	369	174	178871	60837	1712	181
d091	2019-04-01	IE	Ireland	327	162	275054	99871	2022	277
d090	2019-03-31	IE	Ireland	364	165	310399	101963	2147	260
d089	2019-03-30	IE	Ireland	361	162	326012	106609	2219	267
d088	2019-03-29	IE	Ireland	410	169	496360	152213	3212	407
d087	2019-03-28	IE	Ireland	401	163	400011	136519	2758	373
d086	2019-03-27	IE	Ireland	376	153	355049	111936	2084	203
d085	2019-03-26	IE	Ireland	360	147	333616	104842	2215	171
d084	2019-03-25	IE	Ireland	341	150	340742	114136	1926	178
d083	2019-03-24	IE	Ireland	324	147	524903	176606	2129	358
d082	2019-03-23	IE	Ireland	333	153	520560	177172	2425	373
d081	2019-03-22	IE	Ireland	381	167	293172	86800	2783	140
d080	2019-03-21	IE	Ireland	331	157	166416	46162	1693	82
d079	2019-03-20	IE	Ireland	374	138	159884	43649	2246	70
d078	2019-03-19	IE	Ireland	349	129	459288	172208	5020	633
d077	2019-03-18	IE	Ireland	338	125	293517	106088	3362	380
d076	2019-03-17	IE	Ireland	201	101	257934	98217	2372	371
d075	2019-03-16	IE	Ireland	196	101	250789	94507	2398	367
d074	2019-03-15	IE	Ireland	194	103	151649	55353	1096	151
d073	2019-03-14	IE	Ireland	157	88	272497	117457	1503	460
d072	2019-03-13	IE	Ireland	152	88	66915	18276	533	18
d071	2019-03-12	IE	Ireland	151	89	122486	36647	876	48
d070	2019-03-11	IE	Ireland	160	91	166929	69393	1035	103
d069	2019-03-10	IE	Ireland	148	84	113286	46021	674	60
d068	2019-03-09	IE	Ireland	163	95	183040	63038	1474	153
d067	2019-03-08	IE	Ireland	163	93	506945	219025	2483	649
d066	2019-03-07	IE	Ireland	133	68	129074	51391	643	43
d065	2019-03-06	IE	Ireland	137	62	51090	16559	542	39
d064	2019-03-05	IE	Ireland	165	64	76734	19544	563	6
d063	2019-03-04	IE	Ireland	119	68	59801	15710	485	8
d062	2019-03-03	IE	Ireland	109	63	59717	15492	369	7
d061	2019-03-02	IE	Ireland	109	62	59421	15466	321	6
d060	2019-03-01	IE	Ireland	110	63	70743	17517	391	6
d059	2019-02-28	IE	Ireland	103	57	34230	8276	314	7
d058	2019-02-27	IE	Ireland	105	52	92206	19367	912	91
d057	2019-02-26	IE	Ireland	84	48	23364	4795	194	2
d056	2019-02-25	IE	Ireland	83	45	19694	4063	144	3
d055	2019-02-24	IE	Ireland	69	40	7663	1584	83	1
d054	2019-02-23	IE	Ireland	72	43	8687	1792	92	3
d053	2019-02-22	IE	Ireland	79	48	39811	16654	253	28
