country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DE	Germany	nordrhein_westfalen	Nordrhein-Westfalen	23631	2234	40534407	11657764	375538	29727
DE	Germany	baden_wurttemberg	Baden-Württemberg	23745	2169	23742924	6642206	300974	14377
DE	Germany	bayern	Bayern	22647	2142	13080174	4194365	160422	11817
DE	Germany	niedersachsen	Niedersachsen	21831	1911	12384056	3195501	131132	5305
DE	Germany	hessen	Hessen	21965	1964	10262834	2772381	120140	6632
DE	Germany	berlin	Berlin	21056	1988	10214857	3031390	133663	12391
DE	Germany	rheinland_pfalz	Rheinland-Pfalz	21693	1953	9785433	2339545	155426	4442
DE	Germany	hamburg	Hamburg	20019	1764	4946551	1355689	73313	5210
DE	Germany	schleswig_holstein	Schleswig-Holstein	18957	1610	4604857	1120742	56963	1943
DE	Germany	sachsen	Sachsen	19560	1703	4314367	1100940	77578	3348
DE	Germany	saarland	Saarland	17457	1487	3827144	1017402	41484	3459
DE	Germany	bremen	Bremen	17595	1479	3536137	874306	55353	1486
DE	Germany	thuringen	Thüringen	18004	1568	3392349	846613	48069	1456
DE	Germany	saxony_anhalt	Saxony-Anhalt	17648	1536	2973900	702212	39470	2248
DE	Germany	mecklenburg_vorpommern	Mecklenburg-Vorpommern	16399	1449	1609737	379579	26769	554
DE	Germany	brandenburg	Brandenburg	16565	1524	873280	204723	18361	351
