advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
sp.a	sp.a	57253967150	Facebook	w016	Week 16	BE	Belgium	134	1	7021120	2812430	33625	7719
Vlaams Belang	Vlaams Belang	56605856504	Facebook	w016	Week 16	BE	Belgium	17	1	5000401	2317041	42695	9102
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	w016	Week 16	BE	Belgium	23	1	3807102	1642490	30011	6618
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	w016	Week 16	BE	Belgium	23	1	1466955	588821	5260	1287
Peter Mertens	PVDA	236485149843971	Facebook	w016	Week 16	BE	Belgium	467	1	1300708	411516	15551	1586
Groen	Groen	84920854319	Facebook	w016	Week 16	BE	Belgium	36	1	804166	271032	4383	698
John Crombez	sp.a	264131406977201	Facebook	w016	Week 16	BE	Belgium	22	1	801982	189999	7682	1499
Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	w016	Week 16	BE	Belgium	13	1	616102	253683	2985	745
Jan Jambon	Nieuw-Vlaamse Alliantie	60317812912	Facebook	w016	Week 16	BE	Belgium	4	1	558187	233275	4179	1116
CD&V	CD&V	52997544531	Facebook	w016	Week 16	BE	Belgium	29	1	443072	149384	2375	184
European Greens	European Greens	141366725876424	Facebook	w016	Week 16	BE	Belgium	5	1	404730	164687	1331	454
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	w016	Week 16	BE	Belgium	14	1	333707	72717	976	0
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	w016	Week 16	BE	Belgium	30	1	328418	135489	732	33
Kathleen Van Brempt	Kathleen Van Brempt	206193139504506	Facebook	w016	Week 16	BE	Belgium	57	1	321641	67501	4144	115
Marc Lejeune - 3ème au CDH à la Région	Marc Jean-Marie P Lejeune	1115141181990895	Facebook	w016	Week 16	BE	Belgium	80	1	312735	56962	8318	99
Salsa Rica Dance Company		727875134045965	Facebook	w016	Week 16	BE	Belgium	2	1	295967	113005	537	107
Kialo		729627343834501	Facebook	w016	Week 16	BE	Belgium	61	1	231729	80002	1235	254
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	w016	Week 16	BE	Belgium	2	1	208728	84920	2015	424
European Parliament		178362315106	Facebook	w016	Week 16	BE	Belgium	53	1	196113	76637	1020	168
UNHCR Belgium		948453825344452	Facebook	w016	Week 16	BE	Belgium	1	1	178571	71428	1785	357
Zuhal Demir	Nieuw-Vlaamse Alliantie	453932394796444	Facebook	w016	Week 16	BE	Belgium	3	1	129997	26000	257	0
Brecht Warnez	Warnez Brecht Luc T	998887823550443	Facebook	w016	Week 16	BE	Belgium	7	1	129328	37666	516	0
Jos D'Haese	PVDA	1397002987227704	Facebook	w016	Week 16	BE	Belgium	62	1	118701	21473	1469	0
Meyrem Almaci	Meyrem Almaci	1943402032590802	Facebook	w016	Week 16	BE	Belgium	4	1	104612	37307	443	40
Le racisme, vous valez mieux que ça		1858720887787052	Facebook	w016	Week 16	BE	Belgium	2	1	100907	50454	325	45
