recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	LV	Latvia	38	21	193787	79395	1130	100
rd2	Last 2 days	2019-05-25	2019-05-26	LV	Latvia	49	25	520983	211372	2277	242
rd3	Last 3 days	2019-05-24	2019-05-26	LV	Latvia	96	40	1428165	543565	5748	743
rd4	Last 4 days	2019-05-23	2019-05-26	LV	Latvia	259	52	4002882	1434260	16187	1968
rd5	Last 5 days	2019-05-22	2019-05-26	LV	Latvia	297	52	6446264	2292862	26165	3065
rd6	Last 6 days	2019-05-21	2019-05-26	LV	Latvia	325	54	8651089	3082008	35064	3937
rw1	Last week	2019-05-20	2019-05-26	LV	Latvia	353	54	10244253	3583741	42875	4477
rw2	Last 2 weeks	2019-05-13	2019-05-26	LV	Latvia	359	56	11336375	3944497	47421	4838
rw3	Last 3 weeks	2019-05-06	2019-05-26	LV	Latvia	359	56	11336375	3944497	47421	4838
rw4	Last 4 weeks	2019-04-29	2019-05-26	LV	Latvia	359	56	11336375	3944497	47421	4838
rm1	Last month	2019-04-27	2019-05-26	LV	Latvia	359	56	11336375	3944497	47421	4838
rm2	Last 2 months	2019-03-28	2019-05-26	LV	Latvia	359	56	11336375	3944497	47421	4838
rm3	Last 3 months	2019-02-26	2019-05-26	LV	Latvia	359	56	11336375	3944497	47421	4838
rm6	Last 6 months	2019-01-01	2019-05-26	LV	Latvia	359	56	11336375	3944497	47421	4838
