age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
18_24	18-24	AT	Austria	European Parliament		178362315106	Facebook	97	1	4100518	1669570	34332	7145
18_24	18-24	AT	Austria	SPÖ	SPÖ	77393060080	Facebook	488	1	3344747	1127990	22421	2693
18_24	18-24	AT	Austria	Harald Vilimsky		547597092025909	Facebook	167	1	3155539	1345390	27924	6576
18_24	18-24	AT	Austria	Claudia Gamon	NEOS	447992848717452	Facebook	268	1	2370501	830779	15867	2920
18_24	18-24	AT	Austria	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	591	1	2217930	689842	23074	625
18_24	18-24	AT	Austria	Die Grünen	Die Grünen	21759893033	Facebook	100	1	2158427	688637	16238	2935
18_24	18-24	AT	Austria	Europäisches Parlament Österreich		124468054313069	Facebook	35	1	1954246	811640	7183	2615
18_24	18-24	AT	Austria	Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	18	1	1949596	808320	2738	447
18_24	18-24	AT	Austria	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1235	1	1509273	332223	29563	746
18_24	18-24	AT	Austria	kontrast.at	kontrast.at	1079650008770485	Facebook	104	1	1481390	598907	6665	2137
18_24	18-24	AT	Austria	Andreas Schieder	SPÖ	290881691011354	Facebook	130	1	1263588	417450	9196	1742
18_24	18-24	AT	Austria	Stadt Wien	Stadt Wien	110971788921077	Facebook	24	1	1258939	424589	2898	363
18_24	18-24	AT	Austria	HC Strache	FPÖ	74865038590	Facebook	70	1	945022	409929	7960	1913
18_24	18-24	AT	Austria	European Greens	European Greens	141366725876424	Facebook	19	1	679430	285089	5272	1202
18_24	18-24	AT	Austria	GRAS - Grüne & Alternative Student_innen	GRAS - Grüne & Alternative Student_innen	79935247286	Facebook	31	1	453491	123563	4632	693
18_24	18-24	AT	Austria	OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	39	1	412398	114253	1070	70
18_24	18-24	AT	Austria	Johann Gudenus		104145976305577	Facebook	49	1	334757	126747	2080	381
18_24	18-24	AT	Austria	Kialo		729627343834501	Facebook	296	1	328929	111901	2098	497
18_24	18-24	AT	Austria	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	278	1	296531	72187	4132	291
18_24	18-24	AT	Austria	Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	20	1	281582	122481	1636	515
18_24	18-24	AT	Austria	Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	19	1	268686	111859	1174	209
18_24	18-24	AT	Austria	Othmar Karas	Volkspartei	395638503864459	Facebook	361	1	232639	42187	8852	167
18_24	18-24	AT	Austria	GPA-djp	GPA-djp	214499840736	Facebook	28	1	223392	49391	843	0
18_24	18-24	AT	Austria	SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	33	1	220092	74703	1651	316
18_24	18-24	AT	Austria	FPÖ	FPÖ	169051073236170	Facebook	15	1	204068	87610	1661	397
