age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	HR	Croatia	8	5	612	240	5	0
18_24	18-24	HR	Croatia	91	35	343067	122457	1432	40
25_34	25-34	HR	Croatia	96	36	381116	119695	1782	52
35_44	35-44	HR	Croatia	95	36	329645	96117	1745	60
45_54	45-54	HR	Croatia	96	35	374028	110442	1943	75
55_64	55-64	HR	Croatia	95	35	282483	77533	1774	51
65_	65+	HR	Croatia	87	31	159657	42477	951	23
