age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	CZ	Czechia	599	209	1768666	595656	3776	774
18_24	18-24	CZ	Czechia	5874	919	27501185	10240624	100699	27670
25_34	25-34	CZ	Czechia	6882	1032	28776546	10281208	117338	27738
35_44	35-44	CZ	Czechia	6791	1020	18486983	6220262	76740	18135
45_54	45-54	CZ	Czechia	6262	969	12092467	4000024	50855	12494
55_64	55-64	CZ	Czechia	5387	888	7942184	2452823	33799	8263
65_	65+	CZ	Czechia	5119	768	6931351	2019442	31598	7282
