audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	HR	Croatia	555	106	4290732	1696299	13343	2151
m18_24	male (18-24)	HR	Croatia	539	105	3407065	1351680	10344	1616
f25_34	female (25-34)	HR	Croatia	571	110	2941632	1188212	8613	1492
m35_44	male (35-44)	HR	Croatia	557	107	2924765	1105698	10036	1532
f18_24	female (18-24)	HR	Croatia	546	106	2759713	1115200	7658	1265
m45_54	male (45-54)	HR	Croatia	529	107	2306893	845833	8826	1314
f35_44	female (35-44)	HR	Croatia	571	109	2218631	848396	7444	1127
f45_54	female (45-54)	HR	Croatia	546	110	1918031	713509	7385	1099
f55_64	female (55-64)	HR	Croatia	507	107	1755917	632183	7328	1084
m55_64	male (55-64)	HR	Croatia	494	103	1440735	515459	5951	874
f65_	female (65+)	HR	Croatia	474	97	970853	343047	4133	594
m65_	male (65+)	HR	Croatia	467	94	854649	306458	3480	503
u25_34	unknown (25-34)	HR	Croatia	513	99	94225	37262	290	46
f13_17	female (13-17)	HR	Croatia	67	13	92826	33635	188	11
m13_17	male (13-17)	HR	Croatia	69	13	77349	27941	162	9
u35_44	unknown (35-44)	HR	Croatia	515	99	63858	24266	217	33
u45_54	unknown (45-54)	HR	Croatia	470	99	19250	7068	75	10
u65_	unknown (65+)	HR	Croatia	394	81	10233	3690	38	5
u18_24	unknown (18-24)	HR	Croatia	394	85	9154	3667	28	4
u55_64	unknown (55-64)	HR	Croatia	382	90	6676	2413	27	4
u13_17	unknown (13-17)	HR	Croatia	54	15	221	88	0	0
