advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	5k_10k	5k - 10k	714	1	7139286	3570000	134564	13191
Ciudadanos	Ciudadanos	74078667754	Facebook	5k_10k	5k - 10k	675	1	6749325	3375000	67625	200
CDU	CDU	78502295414	Facebook	5k_10k	5k - 10k	571	1	5709429	2855000	57329	200
Partido Popular	Partido Popular	72249031214	Facebook	5k_10k	5k - 10k	464	1	4639536	2320000	45936	0
People's Vote UK	People's Vote	748608695327755	Facebook	5k_10k	5k - 10k	427	1	4269573	2135000	107703	14696
COALICION CANARIA		AR489541609348661248	Google	5k_10k	5k - 10k	4654	1	3502483	0	17512	0
SPD	SPD	47930567748	Facebook	5k_10k	5k - 10k	307	1	3069693	1535000	34793	1100
FDP	FDP	21289227249	Facebook	5k_10k	5k - 10k	287	1	2869713	1435000	29613	300
38 Degrees	38 Degrees	200006375787	Facebook	5k_10k	5k - 10k	227	1	2269773	1135000	26005	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	5k_10k	5k - 10k	215	1	2149785	1075000	30185	1388
European Parliament		178362315106	Facebook	5k_10k	5k - 10k	196	1	1959804	980000	19325	0
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	5k_10k	5k - 10k	188	1	1879812	940000	24314	694
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	5k_10k	5k - 10k	1897	1	1427634	0	7138	0
SPÖ	SPÖ	77393060080	Facebook	5k_10k	5k - 10k	128	1	1279872	640000	13472	200
ČSSD	ČSSD	111041662264882	Facebook	5k_10k	5k - 10k	120	1	1199880	600000	9244	2747
Roberta Metsola		406824526101449	Facebook	5k_10k	5k - 10k	119	1	1189881	595000	11781	0
Conservatives	The Conservative Party	8807334278	Facebook	5k_10k	5k - 10k	111	1	1109889	555000	15493	694
mmb media agentur d.o.o.		AR524572049809604608	Google	5k_10k	5k - 10k	1379	1	1037800	0	5189	0
Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	5k_10k	5k - 10k	89	1	889911	445000	8811	0
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	5k_10k	5k - 10k	86	1	859914	430000	10914	600
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	5k_10k	5k - 10k	82	1	819918	410000	8918	200
Rädda Barnen		72659261793	Facebook	5k_10k	5k - 10k	82	1	819918	410000	11151	3398
Kialo		729627343834501	Facebook	5k_10k	5k - 10k	78	1	779922	390000	10738	890
Gazeta Wyborcza		63563473556	Facebook	5k_10k	5k - 10k	74	1	739926	370000	2448	186
Médecins du Monde France		265420476920	Facebook	5k_10k	5k - 10k	74	1	739926	370000	7726	100
