recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	PL	Poland	880	224	6469549	2357945	18943	3352
rd2	Last 2 days	2019-05-11	2019-05-12	PL	Poland	1005	242	13728292	5017176	37037	6619
rd3	Last 3 days	2019-05-10	2019-05-12	PL	Poland	1541	256	19383944	6819464	52385	9458
rd4	Last 4 days	2019-05-09	2019-05-12	PL	Poland	1643	266	23598880	8184002	64205	11744
rd5	Last 5 days	2019-05-08	2019-05-12	PL	Poland	1714	273	27451513	9454722	74785	13731
rd6	Last 6 days	2019-05-07	2019-05-12	PL	Poland	1827	281	31063531	10718948	84351	15651
rw1	Last week	2019-05-06	2019-05-12	PL	Poland	1998	291	35206731	12159268	95567	17319
rw2	Last 2 weeks	2019-04-29	2019-05-12	PL	Poland	2696	412	61033810	22289787	155594	29708
rw3	Last 3 weeks	2019-04-22	2019-05-12	PL	Poland	3061	504	70150218	25582118	188032	35628
rw4	Last 4 weeks	2019-04-15	2019-05-12	PL	Poland	3612	664	77810811	28272056	212957	39994
rm1	Last month	2019-04-13	2019-05-12	PL	Poland	3761	719	82738693	30240169	223474	41773
rm2	Last 2 months	2019-03-14	2019-05-12	PL	Poland	6027	1372	125953991	45992017	332225	60884
rm3	Last 3 months	2019-02-12	2019-05-12	PL	Poland	6592	1521	137072875	50015375	361845	65523
rm6	Last 6 months	2019-01-01	2019-05-12	PL	Poland	6812	1573	141356299	51814228	372675	68172
