audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m35_44	male (35-44)	BE	Belgium	sp.a	sp.a	57253967150	Facebook	299	1	3770173	1534405	15645	3674
m35_44	male (35-44)	BE	Belgium	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	108	1	2821862	1168569	6646	1633
m35_44	male (35-44)	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	66	1	2694019	1250871	18018	4026
m35_44	male (35-44)	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	103	1	2311676	991842	20157	4661
m35_44	male (35-44)	BE	Belgium	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	82	1	1174315	559911	4809	1019
m35_44	male (35-44)	BE	Belgium	European Parliament		178362315106	Facebook	114	1	1127771	474796	9127	1966
m35_44	male (35-44)	BE	Belgium	Open Vld	Open Vld	53668151866	Facebook	330	1	1053493	383381	7520	1357
m35_44	male (35-44)	BE	Belgium	Facebook Brussels	Facebook	287739491272583	Facebook	16	1	726986	314611	7057	1816
m35_44	male (35-44)	BE	Belgium	Groen	Groen	84920854319	Facebook	160	1	718334	254864	3924	513
m35_44	male (35-44)	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	381	1	694739	192292	7750	785
m35_44	male (35-44)	BE	Belgium	John Crombez	sp.a	264131406977201	Facebook	83	1	649796	267984	3599	706
m35_44	male (35-44)	BE	Belgium	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	126	1	637129	226331	6854	1575
m35_44	male (35-44)	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	69	1	596246	244867	11723	2656
m35_44	male (35-44)	BE	Belgium	Kialo		729627343834501	Facebook	370	1	564499	223270	4303	957
m35_44	male (35-44)	BE	Belgium	Sign for my Future		1345513882259768	Facebook	73	1	511073	221025	3539	861
m35_44	male (35-44)	BE	Belgium	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	87	1	374594	146082	970	53
m35_44	male (35-44)	BE	Belgium	IKEA	IKEA	112961202185776	Facebook	38	1	331664	131112	1378	286
m35_44	male (35-44)	BE	Belgium	Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	14	1	329927	144922	1492	573
m35_44	male (35-44)	BE	Belgium	DéFI	DéFI	173518112695794	Facebook	146	1	322727	81097	1889	215
m35_44	male (35-44)	BE	Belgium	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	86	1	288016	84200	2119	363
m35_44	male (35-44)	BE	Belgium	Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	13	1	226255	93059	1143	280
m35_44	male (35-44)	BE	Belgium	European Greens	European Greens	141366725876424	Facebook	22	1	195649	85391	1320	319
m35_44	male (35-44)	BE	Belgium	CD&V	CD&V	52997544531	Facebook	99	1	195330	55484	1524	190
m35_44	male (35-44)	BE	Belgium	MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	37	1	165093	49663	1206	181
m35_44	male (35-44)	BE	Belgium	Jan Jambon	Nieuw-Vlaamse Alliantie	60317812912	Facebook	5	1	159170	66198	1331	323
m35_44	male (35-44)	BE	Belgium	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	77	1	152217	43823	539	15
m35_44	male (35-44)	BE	Belgium	Kathleen Van Brempt	Kathleen Van Brempt	206193139504506	Facebook	107	1	124746	27270	1377	60
m35_44	male (35-44)	BE	Belgium	Bart De Wever		24079407056	Facebook	2	1	119186	47674	1191	238
m35_44	male (35-44)	BE	Belgium	Maurits Vande Reyde	Vande Reyde Maurits Jozef	1797427180478228	Facebook	79	1	118105	33869	766	25
m35_44	male (35-44)	BE	Belgium	Brecht Warnez	Warnez Brecht Luc T	998887823550443	Facebook	133	1	106386	30863	1194	7
m35_44	male (35-44)	BE	Belgium	Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	44	1	105750	33332	472	103
m35_44	male (35-44)	BE	Belgium	Johan Van Overtveldt		275607285891320	Facebook	13	1	99281	41004	763	167
m35_44	male (35-44)	BE	Belgium	CD&V Limburg	CD&V Limburg	495564387205601	Facebook	23	1	96769	22720	766	134
m35_44	male (35-44)	BE	Belgium	Klang der Solidarität		385076005313967	Facebook	50	1	92401	32989	249	19
m35_44	male (35-44)	BE	Belgium	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	48	1	92143	35307	476	97
m35_44	male (35-44)	BE	Belgium	Solvari België		118790941561498	Facebook	6	1	89031	31983	916	172
m35_44	male (35-44)	BE	Belgium	Cheops		1114045328715740	Facebook	2	1	88608	37913	251	125
m35_44	male (35-44)	BE	Belgium	Marie Arena		109149719130331	Facebook	21	1	88370	26159	270	10
m35_44	male (35-44)	BE	Belgium	sp.a West-Vlaanderen	sp.a West-Vlaanderen	269157793205215	Facebook	29	1	86882	35864	372	74
m35_44	male (35-44)	BE	Belgium	Joris Vandenbroucke	Vandenbroucke Joris Jeroen J	984867054996076	Facebook	15	1	82576	34493	378	59
m35_44	male (35-44)	BE	Belgium	MBRC		1853495178284518	Facebook	25	1	81069	19542	677	83
m35_44	male (35-44)	BE	Belgium	Marc Lejeune - 3ème au CDH à la Région	Marc Jean-Marie P Lejeune	1115141181990895	Facebook	141	1	81032	16195	1891	0
m35_44	male (35-44)	BE	Belgium	Michael Freilich - 5de plaats Kamer		609777409464271	Facebook	11	1	74855	21505	628	109
m35_44	male (35-44)	BE	Belgium	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	78	1	73788	22844	400	45
m35_44	male (35-44)	BE	Belgium	Manu Diericx	Diericx Manu Romain C	311729416012864	Facebook	14	1	71033	26674	281	28
m35_44	male (35-44)	BE	Belgium	FullUp		160098407696881	Facebook	66	1	69803	19499	1427	31
m35_44	male (35-44)	BE	Belgium	Greenpeace Belgium		73232790238	Facebook	73	1	65466	23020	700	64
m35_44	male (35-44)	BE	Belgium	Sander Loones	Nieuw-Vlaamse Alliantie	575160279283539	Facebook	15	1	58814	14682	441	103
m35_44	male (35-44)	BE	Belgium	Olivier Chastel	MR - Mouvement Réformateur	36858143935	Facebook	5	1	55179	19317	295	52
m35_44	male (35-44)	BE	Belgium	Thuisverpleging		372390586890911	Facebook	8	1	54563	23436	73	6
m35_44	male (35-44)	BE	Belgium	Jan Cornillie		980619838787000	Facebook	21	1	54413	21101	418	36
m35_44	male (35-44)	BE	Belgium	Theo Francken		483497581789280	Facebook	7	1	54374	21829	327	63
m35_44	male (35-44)	BE	Belgium	Conner Rousseau	Conner Rousseau	942750852588816	Facebook	24	1	52448	11570	345	40
m35_44	male (35-44)	BE	Belgium	Zuhal Demir	Nieuw-Vlaamse Alliantie	453932394796444	Facebook	12	1	52423	15687	179	15
m35_44	male (35-44)	BE	Belgium	ExxonMobil		925007000949719	Facebook	26	1	51511	11451	474	65
m35_44	male (35-44)	BE	Belgium	Hans Maes		1181238155301995	Facebook	34	1	51050	12679	395	31
m35_44	male (35-44)	BE	Belgium	Meyrem Almaci	Meyrem Almaci	1943402032590802	Facebook	11	1	49789	15381	339	46
m35_44	male (35-44)	BE	Belgium	Gelijke kansen - Egalité des chances		1757055917947545	Facebook	25	1	49074	14144	560	0
m35_44	male (35-44)	BE	Belgium	UNICEF Belgium	UNICEF Belgium	60589646095	Facebook	17	1	47182	18054	297	53
m35_44	male (35-44)	BE	Belgium	Smart Solutions Qualified people for you		401154619963846	Facebook	3	1	47076	23307	663	167
m35_44	male (35-44)	BE	Belgium	USR Diaspora	USR Diaspora	1793510380925494	Facebook	5	1	46995	20609	211	42
m35_44	male (35-44)	BE	Belgium	PTB	PTB	53838654385	Facebook	5	1	46231	22247	175	28
m35_44	male (35-44)	BE	Belgium	Kris Peeters	Kris Peeters	192181027566488	Facebook	12	1	41866	10833	222	31
m35_44	male (35-44)	BE	Belgium	Kim De Witte	PVDA	315662412174661	Facebook	12	1	41722	8873	423	79
m35_44	male (35-44)	BE	Belgium	Salsa Rica Dance Company		727875134045965	Facebook	2	1	41322	15419	91	18
m35_44	male (35-44)	BE	Belgium	Elias Kartout	Nieuw-Vlaamse Alliantie	2593268540690171	Facebook	4	1	41235	16694	209	39
m35_44	male (35-44)	BE	Belgium	Christian Leysen	Christian Leysen	403864600161608	Facebook	13	1	41143	14849	776	142
m35_44	male (35-44)	BE	Belgium	Vincent De Wolf	Vincent Gilles De Wolf	399983396831282	Facebook	14	1	40628	8484	249	10
m35_44	male (35-44)	BE	Belgium	Le racisme, vous valez mieux que ça		1858720887787052	Facebook	5	1	39789	15426	147	41
m35_44	male (35-44)	BE	Belgium	Geert Bourgeois	Nieuw-Vlaamse Alliantie	649429725077632	Facebook	11	1	39715	14430	349	116
m35_44	male (35-44)	BE	Belgium	WWF-Belgium	WWF-Belgium	110844205773	Facebook	25	1	37683	11934	201	9
m35_44	male (35-44)	BE	Belgium	Sabine de Bethune		254157758598438	Facebook	6	1	36057	15304	145	22
m35_44	male (35-44)	BE	Belgium	Unis pour les Droits Humains		1642871805813802	Facebook	17	1	34713	13378	41	0
m35_44	male (35-44)	BE	Belgium	Linda Lauwers -  18de plaats Kamer N-VA	Meeus Yannick	700417286687969	Facebook	33	1	34582	13244	553	0
m35_44	male (35-44)	BE	Belgium	JONG CD&V	JONG CD&V	638247042856542	Facebook	8	1	34302	7299	85	4
m35_44	male (35-44)	BE	Belgium	Peter Van Kemseke	Van Kemseke Peter Leo S	397455370285369	Facebook	9	1	33585	8033	177	0
m35_44	male (35-44)	BE	Belgium	Ralph Packet		2009966045768110	Facebook	14	1	33215	9330	232	12
m35_44	male (35-44)	BE	Belgium	Cieltje Van Achter-pagina	Nieuw-Vlaamse Alliantie	187309815219219	Facebook	4	1	32377	11964	181	30
m35_44	male (35-44)	BE	Belgium	Koen Geens	CD&V	294055357407926	Facebook	35	1	31206	8867	320	7
m35_44	male (35-44)	BE	Belgium	Hugues Bayet	Julien Fanuel 	538840262914740	Facebook	8	1	30080	8354	91	7
m35_44	male (35-44)	BE	Belgium	Croix-Rouge de Belgique		209210135757984	Facebook	1	1	29246	14623	145	29
m35_44	male (35-44)	BE	Belgium	Koen Van den Heuvel	Koen Van den Heuvel	1953990651532264	Facebook	34	1	27849	7408	348	0
m35_44	male (35-44)	BE	Belgium	ProDG	ProDG	89846075866	Facebook	33	1	27617	8064	470	13
m35_44	male (35-44)	BE	Belgium	Vluchtelingenwerk Vlaanderen		81497097451	Facebook	7	1	26697	10959	34	0
m35_44	male (35-44)	BE	Belgium	Anja Vanrobaeys	Vanrobaeys Anja Maurits	795798820785493	Facebook	30	1	26364	6028	453	25
m35_44	male (35-44)	BE	Belgium	sp.a Limburg	sp.a Limburg	885074558184212	Facebook	22	1	26283	8044	203	7
m35_44	male (35-44)	BE	Belgium	Jos D'Haese	PVDA	1397002987227704	Facebook	40	1	25743	5266	553	23
m35_44	male (35-44)	BE	Belgium	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	54	1	25260	9193	149	20
m35_44	male (35-44)	BE	Belgium	Bricks and Leisure Real Estate		955345507873817	Facebook	2	1	25198	5039	147	24
m35_44	male (35-44)	BE	Belgium	Le Lombard		49864931287	Facebook	2	1	25090	12545	79	15
m35_44	male (35-44)	BE	Belgium	CD&V Brussel	CD&V Brussel	650865328369779	Facebook	25	1	24841	6379	405	0
m35_44	male (35-44)	BE	Belgium	Ilse Van Eetvelde politiek	Ilse Van Eetvelde politiek	620289881717694	Facebook	10	1	24795	7006	235	0
m35_44	male (35-44)	BE	Belgium	Anneleen Van Bossuyt		1375436739430055	Facebook	4	1	24686	7430	166	54
m35_44	male (35-44)	BE	Belgium	Kristof Hendrickx		125105154858140	Facebook	1	1	24079	12039	120	60
m35_44	male (35-44)	BE	Belgium	Hendrik Bogaert	Bogaert Hendrik Frank	277636928983663	Facebook	49	1	23619	4600	590	9
m35_44	male (35-44)	BE	Belgium	Jean-Jacques Flahaux		486153524822322	Facebook	4	1	23498	8241	175	35
m35_44	male (35-44)	BE	Belgium	Santesano		316620582266150	Facebook	2	1	23389	10054	190	89
m35_44	male (35-44)	BE	Belgium	Maggie De Block	Maggie De Block	1410219772556421	Facebook	18	1	23288	7081	233	8
m35_44	male (35-44)	BE	Belgium	Fight For €14 - NL		296330127745778	Facebook	23	1	22912	6268	150	0
m35_44	male (35-44)	BE	Belgium	N-VA Brugge	Nieuw-Vlaamse Alliantie	103746756361685	Facebook	5	1	22540	6926	123	18
m35_44	male (35-44)	BE	Belgium	Vivant   Ostbelgien	Vivant Ostbelgien	1440393739538888	Facebook	11	1	22439	4692	133	10
m35_44	male (35-44)	BE	Belgium	Bert Maertens	N-VA	230657213955622	Facebook	14	1	22183	6696	141	11
m35_44	male (35-44)	BE	Belgium	one brussels	one.brussels	244157445635331	Facebook	5	1	21923	4384	184	29
m35_44	male (35-44)	BE	Belgium	TScheldt		682842165445702	Facebook	5	1	21619	5058	112	12
m35_44	male (35-44)	BE	Belgium	Sven Gatz	Gatz Sven Peter A	100947845480	Facebook	26	1	21400	6631	366	0
m35_44	male (35-44)	BE	Belgium	Bond Beter Leefmilieu		143447890251	Facebook	6	1	21250	4250	48	0
m35_44	male (35-44)	BE	Belgium	Steven Vandeput	Nieuw-Vlaamse Alliantie	983442595060481	Facebook	4	1	21207	4241	185	29
m35_44	male (35-44)	BE	Belgium	Brusol		522389238191177	Facebook	3	1	21109	4221	210	42
m35_44	male (35-44)	BE	Belgium	Wouter Vermeersch	Vlaams Belang	1819099895078637	Facebook	11	1	20843	5629	141	0
m35_44	male (35-44)	BE	Belgium	L'OCCITANE en Provence		161197393938517	Facebook	5	1	20724	8360	61	27
m35_44	male (35-44)	BE	Belgium	Lode Ceyssens	Lode Ceyssens	690224427744073	Facebook	6	1	20489	6818	80	8
m35_44	male (35-44)	BE	Belgium	Pax Christi Vlaanderen		108540709270948	Facebook	2	1	20450	8500	130	26
m35_44	male (35-44)	BE	Belgium	Jean de Bethune		425691141175605	Facebook	2	1	20431	8855	48	7
m35_44	male (35-44)	BE	Belgium	NN		765223566868464	Facebook	6	1	20372	4308	215	37
m35_44	male (35-44)	BE	Belgium	Kristof Calvo	Kristof Calvo	345099982367937	Facebook	5	1	20248	5405	75	0
m35_44	male (35-44)	BE	Belgium	CSP Ostbelgien	CSP Ostbelgien	119271231424655	Facebook	31	1	20080	4876	231	0
m35_44	male (35-44)	BE	Belgium	Oxford Academic (Oxford University Press)		188890111132385	Facebook	6	1	20006	8091	220	51
m35_44	male (35-44)	BE	Belgium	Peter Van Hecke		414570162644130	Facebook	4	1	19381	3876	152	28
m35_44	male (35-44)	BE	Belgium	European Youth Forum		80161254850	Facebook	2	1	19342	9651	97	19
