country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	stockholm_county	Stockholm County	7707	1238	18458646	6050229	138139	33560
SE	Sweden	vastra_gotaland_county	Västra Götaland County	7121	1096	7433941	2230290	71493	16747
SE	Sweden	skane_county	Skåne County	6970	1095	4716426	1406378	43533	10069
SE	Sweden	varmland_county	Värmland County	5549	780	1885132	510308	15751	4268
SE	Sweden	uppsala_county	Uppsala County	6146	888	1752218	430722	11543	2731
SE	Sweden	ostergotland_county	Östergötland County	5958	862	1587690	439971	14787	3251
SE	Sweden	orebro_county	Örebro County	5567	785	1273540	352307	12466	1936
SE	Sweden	vasterbotten_county	Västerbotten County	5674	792	997141	268537	9103	2351
SE	Sweden	dalarna_county	Dalarna County	5526	787	976077	264501	8089	1998
SE	Sweden	norrbotten_county	Norrbotten County	5658	792	901783	268411	7142	1639
SE	Sweden	halland_county	Halland County	5739	821	901156	273891	9100	2536
SE	Sweden	vastmanland_county	Västmanland County	5586	797	693113	160252	6410	1344
SE	Sweden	sodermanland_county	Södermanland County	5746	832	679474	183165	6054	1606
SE	Sweden	gavleborg_county	Gävleborg County	5561	793	652695	198526	5533	859
SE	Sweden	jonkoping_county	Jönköping County	5704	810	636341	169573	5682	1379
SE	Sweden	kalmar_county	Kalmar County	5392	755	548124	131178	4696	943
SE	Sweden	jamtland_county	Jämtland County	5082	705	466491	116908	4814	1655
SE	Sweden	vasternorrland_county	Västernorrland County	5335	747	372459	99452	3469	783
SE	Sweden	kronoberg_county	Kronoberg County	5362	752	272932	60255	2322	507
SE	Sweden	blekinge_county	Blekinge County	5169	718	195083	52854	1767	392
SE	Sweden	gotland_county	Gotland County	4675	629	103513	20419	1112	182
