country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
IE	Ireland	f	female	4653	1143	28616570	10814144	190223	28185
IE	Ireland	m	male	4277	1108	26343822	9820405	174170	25890
IE	Ireland	u	unknown	3959	1039	449324	164351	3195	459
