recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	LU	Luxembourg	376	70	1027676	374574	5748	890
rd2	Last 2 days	2019-05-15	2019-05-16	LU	Luxembourg	401	75	2107161	761562	12012	1825
rd3	Last 3 days	2019-05-14	2019-05-16	LU	Luxembourg	436	81	3025076	1104937	16721	2611
rd4	Last 4 days	2019-05-13	2019-05-16	LU	Luxembourg	463	83	3837668	1410264	20750	3233
rd5	Last 5 days	2019-05-12	2019-05-16	LU	Luxembourg	480	87	4483487	1641237	24003	3748
rd6	Last 6 days	2019-05-11	2019-05-16	LU	Luxembourg	516	91	5057618	1854102	26621	4150
rw1	Last week	2019-05-10	2019-05-16	LU	Luxembourg	531	92	5635893	2069648	29448	4557
rw2	Last 2 weeks	2019-05-03	2019-05-16	LU	Luxembourg	693	122	8694977	3112813	47528	6395
rw3	Last 3 weeks	2019-04-26	2019-05-16	LU	Luxembourg	952	160	11277872	3993058	61574	7465
rw4	Last 4 weeks	2019-04-19	2019-05-16	LU	Luxembourg	1139	207	11803489	4135874	65573	7740
rm1	Last month	2019-04-17	2019-05-16	LU	Luxembourg	1164	217	11916625	4162086	66327	7814
rm2	Last 2 months	2019-03-18	2019-05-16	LU	Luxembourg	2504	578	18013698	6073886	104226	10518
rm3	Last 3 months	2019-02-16	2019-05-16	LU	Luxembourg	2886	647	19448898	6494284	112183	11269
rm6	Last 6 months	2019-01-01	2019-05-16	LU	Luxembourg	3047	681	19872610	6629094	114300	11364
