week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	BE	Belgium	3893	441	71317216	26320250	491966	88047
w019	Week 19	2019-05-06	2019-05-12	BE	Belgium	4029	485	89023943	34221544	611122	115183
w018	Week 18	2019-04-29	2019-05-05	BE	Belgium	3178	485	64781877	26062946	465816	90223
w017	Week 17	2019-04-22	2019-04-28	BE	Belgium	2774	505	43048937	16712962	307010	55835
w016	Week 16	2019-04-15	2019-04-21	BE	Belgium	2547	561	29262311	11089116	211253	34613
w015	Week 15	2019-04-08	2019-04-14	BE	Belgium	2337	723	21325182	7859962	139840	22167
w014	Week 14	2019-04-01	2019-04-07	BE	Belgium	1903	720	13862495	4957535	94648	12480
w013	Week 13	2019-03-25	2019-03-31	BE	Belgium	1472	582	10740911	3866849	66179	10299
w012	Week 12	2019-03-18	2019-03-24	BE	Belgium	1288	509	11966160	4677634	75539	12667
w011	Week 11	2019-03-11	2019-03-17	BE	Belgium	841	372	6217757	2295416	45035	7604
w010	Week 10	2019-03-04	2019-03-10	BE	Belgium	674	276	10388490	4068813	81016	14916
w009	Week 9	2019-02-25	2019-03-03	BE	Belgium	311	149	1246888	414748	11231	2060
w008	Week 8	2019-02-18	2019-02-24	BE	Belgium	240	113	1296456	435277	9699	1513
w007	Week 7	2019-02-11	2019-02-17	BE	Belgium	167	89	1520502	638995	6687	911
w006	Week 6	2019-02-04	2019-02-10	BE	Belgium	164	80	1671800	649077	11989	2266
w005	Week 5	2019-01-28	2019-02-03	BE	Belgium	171	64	862069	340120	8609	1484
w004	Week 4	2019-01-21	2019-01-27	BE	Belgium	160	60	775728	253131	6459	1297
w003	Week 3	2019-01-14	2019-01-20	BE	Belgium	138	50	673917	287192	4405	1749
w002	Week 2	2019-01-07	2019-01-13	BE	Belgium	119	44	473088	156221	2347	329
w001	Week 1	2019-01-01	2019-01-06	BE	Belgium	94	35	1229261	598554	6747	1181
