country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SK	Slovakia	m25_34	male (25-34)	5099	771	18068856	6257798	106813	12204
SK	Slovakia	m18_24	male (18-24)	4407	712	13055096	4640888	71578	8254
SK	Slovakia	f25_34	female (25-34)	5708	781	11669620	4171999	67904	7841
SK	Slovakia	m35_44	male (35-44)	5167	755	11566973	3889808	80688	7886
SK	Slovakia	f18_24	female (18-24)	4521	720	11100122	4075982	54114	6717
SK	Slovakia	f35_44	female (35-44)	5561	764	8806948	3045153	58837	6066
SK	Slovakia	f45_54	female (45-54)	5294	721	6361621	2082647	50113	4062
SK	Slovakia	f55_64	female (55-64)	4320	675	5854565	1744862	53869	2978
SK	Slovakia	m45_54	male (45-54)	4852	707	5840182	1909420	46676	3943
SK	Slovakia	m55_64	male (55-64)	3948	666	3278449	998576	29530	1753
SK	Slovakia	f65_	female (65+)	3694	599	3206428	932336	30488	1541
SK	Slovakia	m65_	male (65+)	3339	591	2013693	604894	17357	1001
SK	Slovakia	f13_17	female (13-17)	447	148	434899	166446	1731	83
SK	Slovakia	m13_17	male (13-17)	425	145	312414	116327	1407	89
SK	Slovakia	u35_44	unknown (35-44)	3929	670	150047	49909	989	115
SK	Slovakia	u25_34	unknown (25-34)	3858	668	125953	42700	810	93
SK	Slovakia	u45_54	unknown (45-54)	3202	602	36125	11907	260	29
SK	Slovakia	u18_24	unknown (18-24)	2835	565	28181	9640	175	17
SK	Slovakia	u65_	unknown (65+)	2075	505	19514	6038	133	11
SK	Slovakia	u55_64	unknown (55-64)	2111	535	13007	4017	88	8
SK	Slovakia	u13_17	unknown (13-17)	266	109	1270	461	7	0
