audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	RO	Romania	1605	292	18071487	7513547	40239	10110
m35_44	male (35-44)	RO	Romania	1627	292	15961209	6393863	33368	8666
m45_54	male (45-54)	RO	Romania	1595	291	13633363	5415596	29626	7666
f45_54	female (45-54)	RO	Romania	1601	289	13220001	5292358	29163	7574
m18_24	male (18-24)	RO	Romania	1448	279	13125721	5534385	28575	6974
f25_34	female (25-34)	RO	Romania	1597	289	12345023	5166101	27972	6971
f35_44	female (35-44)	RO	Romania	1639	292	12169674	4905670	26122	6724
f18_24	female (18-24)	RO	Romania	1454	278	12001272	5082512	25510	6162
f55_64	female (55-64)	RO	Romania	1520	280	11152382	4398950	25828	6723
m55_64	male (55-64)	RO	Romania	1511	282	7332170	2888335	16375	4206
f65_	female (65+)	RO	Romania	1266	240	4974288	1924321	12089	3066
m65_	male (65+)	RO	Romania	1263	240	3324304	1292956	7729	1958
f13_17	female (13-17)	RO	Romania	252	52	791542	343810	901	233
m13_17	male (13-17)	RO	Romania	253	52	717917	317098	915	258
u35_44	unknown (35-44)	RO	Romania	1338	252	62018	24517	155	39
u25_34	unknown (25-34)	RO	Romania	1150	242	39574	16170	102	24
u45_54	unknown (45-54)	RO	Romania	1194	243	23290	9077	59	14
u55_64	unknown (55-64)	RO	Romania	929	211	11815	4622	30	7
u18_24	unknown (18-24)	RO	Romania	730	194	11244	4657	27	6
u65_	unknown (65+)	RO	Romania	714	185	8409	3303	22	5
u13_17	unknown (13-17)	RO	Romania	131	41	1116	477	1	0
